"","ds","dep_var","trend","season","holiday","print_launch","product_launch","solidcolor_launch","mb_status","sale_status","facebook_cost","google_ads_cost","bing_ads_cost","tiktok_cost","influencer_cost","tiktok_influencer_cost","tatari_cost","mntn_cost","dm_cost","email_campaign_delivery","organic_impressions","intercept","depVarHat","solID","cluster","top_sol"
"2993",2023-05-21,952822,0,124039.207572879,0,0,0,0,0,103205.543318899,97968.8398536733,140974.273197854,9271.83894880823,88138.8331253488,32512.8393425702,0,2094.50157639658,0,0,178209.576746748,103604.031755922,179503.347820175,1059522.83325927,"1_83_11",3,FALSE
"2994",2022-01-02,654913,0,-179211.389323592,0,0,0,0,0,35296.6834161415,180250.818459632,132118.042926668,23814.266969079,38410.6427553105,44682.6752243485,0,0,3879.83185850559,0,106719.01552713,155182.966934112,222292.492654644,763436.047401979,"1_95_6",3,FALSE
"2995",2022-01-09,1098519,0,-109680.609084651,0,75333.9421172388,0,0,0,70593.366832283,162362.815177842,110465.875307832,19653.6405244925,38640.722474814,31856.0851650642,813.001329305856,0,1584.83805083158,0,81494.3276911358,123995.71181849,222292.492654644,829406.210059322,"1_95_6",3,FALSE
"2996",2022-01-16,963182,0,-88082.0389315198,89742.035829187,65486.3679842664,0,0,0,176483.417080707,218972.284910947,120667.365472075,18916.4527892547,41100.6805338602,30734.8260166633,9967.82344496298,0,14.885206003858,0,85482.8458896141,112856.212150147,222292.492654644,1104635.65103081,"1_95_6",3,FALSE
"2997",2022-01-23,557152,0,-123450.94269842,0,41359.8113584841,0,0,0,0,205334.468736024,127236.597556585,20101.9157955065,43540.5287905177,24819.282487775,3.11902463174582,0,3.31033752569904e-05,0,93882.784880806,111980.882846888,222292.492654644,767100.941466545,"1_95_6",3,FALSE
"2998",2022-01-30,594670,0,-169515.49673889,0,17233.2547327017,0,0,0,0,172538.591844442,119945.058145909,20625.9243599726,44848.6732560233,14792.1501271395,813.001329317444,42809.8924939351,4.46516164544254e-16,4818.45324188002,126564.766458639,109143.449190344,222292.492654644,726910.211096058,"1_95_6",3,FALSE
"2999",2022-02-06,893466,0,-189578.992213859,0,492.37870664862,-10346.4347700895,0,0,0,184244.525380443,124132.479441003,20267.9269607885,44478.9425870166,23885.3748514892,9967.82344496298,82874.7945325498,6.63069377220294e-34,22635.3460348806,123153.132617416,104311.71126969,222292.492654644,762811.501497584,"1_95_6",3,FALSE
"3000",2022-02-13,836533,0,-182932.130147284,0,0,-11142.3143677887,0,0,17648.3417080707,232875.625283691,133217.213481222,20586.4414880693,43211.045177269,36774.8542908168,6042.84070141579,90546.0369863283,1.37256238238297e-60,26152.5400872967,85104.9544566295,101651.715823372,222292.492654644,822029.657623752,"1_95_6",3,FALSE
"3001",2022-02-20,726653,0,-162007.595330292,-11997.2576216766,0,-7242.50433906266,0,0,0,232642.522710293,130968.795209252,21342.7386532286,44616.5403608842,31841.5160969364,17399.3289306984,96528.8259534913,3.70021273433808e-98,26165.4379624448,73871.9802551022,101095.842251811,222292.492654644,817518.663747755,"1_95_6",3,FALSE
"3002",2022-02-27,884322,0,-128874.436914091,0,0,-3342.69431033661,0,0,0,233295.006051451,117060.139750477,22913.2303030902,46722.0565302359,34766.4587187871,15868.3490691373,99577.4089628194,9.31436708877889e-149,25004.4534647275,72061.7844120499,110692.138908184,222292.492654644,868036.387601175,"1_95_6",3,FALSE
"3003",2022-03-06,854156,0,-83435.8175369244,0,0,-238.763879309758,0,-31024.3908818379,0,249360.520033388,113741.043353024,25148.3731037115,47580.6764642551,26548.652369505,15.3320321548648,100533.385902923,1.23739899301663e-214,11152.6315092653,76905.8788891469,125537.812329189,222292.492654644,884117.826343134,"1_95_6",3,FALSE
"3004",2022-03-13,1041636,0,-41084.7777868083,0,64009.2318643206,0,0,0,0,242656.846648279,135064.386017281,26796.5476619342,49571.780858843,55713.778894732,2.7992333098591e-17,100891.744583406,3.94327967442501e-298,70.7681187714794,81613.6755566411,132880.422207198,222292.492654644,1070476.89727924,"1_95_6",3,FALSE
"3005",2022-03-20,1023846,0,-24277.0891287927,0,68933.0189308068,0,0,-31024.3908818379,17648.3417080707,215910.394040359,158792.290052766,24810.2075183617,52251.4856722394,57761.0234038054,3414.36824763087,100948.572079553,0,3.75769483858828e-10,99150.9105612274,134345.09668875,222292.492654644,1100956.72154758,"1_95_6",3,FALSE
"3006",2022-03-27,984190,0,-34572.5674981149,0,44806.4623050244,0,0,0,0,179718.430174043,163149.773695904,23734.4269134657,52878.5010396491,98066.6117664579,16790.848713984,100752.110836162,0,8.09327022326402e-43,139813.661097826,132580.82097799,222292.492654644,1140011.57267704,"1_95_6",3,FALSE
