"","rn","cluster","n","boot_mean","boot_se","boot_ci","ci_low","ci_up","sd","dist100"
"1","bing_ads_cost",1,43,8.40732293762125,0.200799028604034,"[5.76, 11.07]",5.75853675797578,11.0730632441678,1.30132643687493,0.0799715086862813
"2","bing_ads_cost",2,45,3.51762442900099,0.22321162694859,"[0.5, 6.54]",0.501077721871745,6.53649542452163,1.48061843086651,0.0908752986301303
"3","bing_ads_cost",3,26,2.90643517657893,0.293403919455738,"[0, 5.99]",0,5.98624083144859,1.46701959727869,0.0901038386465249
"4","bing_ads_cost",4,18,0.617176558864242,0.165794111071598,"[0, 2.1]",0,2.10042166127306,0.683586632053585,0.0350262113674771
"5","dm_cost",1,43,3.57174840257555,0.22494201172816,"[0.59, 6.54]",0.587981036640299,6.54149728369347,1.45779085018842,0.0895868479538385
"6","dm_cost",2,45,6.42885396969116,0.205210944288255,"[3.66, 9.21]",3.65672561740077,9.20542298082304,1.36121541015734,0.0835467493306763
"7","dm_cost",3,26,5.16815196756158,0.250238781491015,"[2.55, 7.8]",2.5481158061304,7.80394462930823,1.25119390745507,0.0783658246271512
"8","dm_cost",4,18,9.97548200444708,0.429351403100397,"[6.16, 13.85]",6.16028947042823,13.8467009380634,1.77026118549008,0.113403372107225
"9","facebook_cost",1,43,0.540495539621148,0.00947966624555164,"[0.42, 0.67]",0.415345640205681,0.666242956255905,0.0614352588448698,0.00377543266404003
"10","facebook_cost",2,45,0.381766854102702,0.00766774589829674,"[0.28, 0.49]",0.278028006193969,0.485356136751702,0.0508620722648738,0.0031217401523988
"11","facebook_cost",3,26,0.897728836496703,0.0160854810637929,"[0.73, 1.07]",0.72895658142907,1.06680403459372,0.0804274053189643,0.00503739660406642
"12","facebook_cost",4,18,0.29761931630765,0.0127948811663743,"[0.18, 0.41]",0.183787565425511,0.412846375095341,0.0527546465161872,0.00337947578487075
"13","google_ads_cost",1,43,2.47063624988172,0.0153376046210269,"[2.27, 2.67]",2.26754911739333,2.67348786400911,0.0993990384835777,0.00610845276346401
"14","google_ads_cost",2,45,2.65893216825255,0.0230426983434082,"[2.35, 2.97]",2.34666856500238,2.9697199328895,0.152847969124858,0.00938128592057404
"15","google_ads_cost",3,26,2.11481602815394,0.0170891182685436,"[1.94, 2.29]",1.93502604199984,2.29395314284065,0.0854455913427182,0.00535169983359843
"16","google_ads_cost",4,18,2.73821047499205,0.0488142955338933,"[2.3, 3.17]",2.29884821053013,3.17274022128597,0.201266496526358,0.0128931818566521
"17","influencer_cost",1,43,1.79716574145832,0.0709683924883993,"[0.86, 2.74]",0.862304267038224,2.74061714625944,0.459927749500152,0.0282643270527426
"18","influencer_cost",2,45,1.20772928218166,0.0525571999870593,"[0.5, 1.92]",0.499945588113508,1.92103937045786,0.348625024777495,0.0213974124434277
"19","influencer_cost",3,26,1.87360879706201,0.0781871054898956,"[1.06, 2.7]",1.06006265034898,2.70224632861866,0.390935527449478,0.0244854013451378
"20","influencer_cost",4,18,0.925121535196389,0.072122534104018,"[0.28, 1.57]",0.283818980278137,1.57498390767538,0.297368826098078,0.019049521005994
"21","mntn_cost",1,43,16.1373104120961,1.10738019683941,"[1.44, 30.75]",1.44056143333445,30.7494750635536,7.17664391026808,0.441032337886417
"22","mntn_cost",2,45,31.2848989835525,0.547030052341831,"[23.89, 38.68]",23.8895740532299,38.6807160153187,3.62858686533266,0.222710259522768
"23","mntn_cost",3,26,6.57685612323445,1.05446705325847,"[0, 17.63]",0,17.6251422043402,5.27233526629235,0.284543562999241
"24","mntn_cost",4,18,40.3259909981468,1.33841583658809,"[28.27, 52.23]",28.2665396203314,52.227366953204,5.51842986525212,0.35351199053916
"25","tatari_cost",1,43,8.25269476428346,0.136203589383545,"[6.45, 10.05]",6.4465789076818,10.051464789479,0.882700144987174,0.0542453148663789
"26","tatari_cost",2,45,9.63554182703671,0.118842940162678,"[8.03, 11.25]",8.03385866872073,11.2472521406387,0.788314883004522,0.0483840731103739
"27","tatari_cost",3,26,7.46797310487187,0.17724636897446,"[5.61, 9.33]",5.60919057742277,9.33194118110181,0.886231844872302,0.0555072150850873
"28","tatari_cost",4,18,9.3376498697504,0.248494696031044,"[7.1, 11.55]",7.10035479452384,11.5490009790407,1.02456987914175,0.0656342014424276
"29","tiktok_cost",1,43,6.80410793509493,0.122127001092912,"[5.19, 8.42]",5.19056835805279,8.42289067803456,0.791473426357335,0.0486390825524892
"30","tiktok_cost",2,45,7.4841932299119,0.228787405379827,"[4.38, 10.57]",4.38159662719716,10.5677777659188,1.51760396080765,0.0931453440438079
"31","tiktok_cost",3,26,3.14916109975605,0.193136720179318,"[1.12, 5.18]",1.12391979162629,5.18041948637459,0.965683600896588,0.0604835040054695
"32","tiktok_cost",4,18,12.1289845648433,0.576998887564248,"[6.98, 17.31]",6.98177849564502,17.3114311628089,2.37902735929128,0.152401084704509
"33","tiktok_influencer_cost",1,43,5.56362666920619,0.153860992786278,"[3.52, 7.59]",3.51972992456683,7.59195242005972,0.997133197847471,0.0612776655675539
"34","tiktok_influencer_cost",2,45,7.14751804361467,0.107887925188356,"[5.69, 8.6]",5.68761998521275,8.60480087979913,0.715647534519418,0.0439239996325779
"35","tiktok_influencer_cost",3,26,2.30826386338478,0.200149155920756,"[0.2, 4.4]",0.196949007698125,4.40073267526204,1.00074577960378,0.0626795477451664
"36","tiktok_influencer_cost",4,18,7.28843433273834,0.141762247374597,"[6.01, 8.55]",6.01320755608293,8.55108901176094,0.584500719650402,0.0374432615654425
