"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","facebook_cost","google_ads_cost","bing_ads_cost","tiktok_cost","influencer_cost","tiktok_influencer_cost","tatari_cost","mntn_cost","dm_cost","cluster","top_sol"
"71","5_78_2",0,0.660521173405186,0.254410469980894,0.760687076091556,0.0966698152655144,0.132018829673472,0.348885712156899,0,0.642855772414535,0.275703551250552,0.854184386474158,0.715344561652341,0.746177816084347,0.791347788033542,4,FALSE
"72","5_78_7",0,0.532425164848311,0.273044355861492,0.772426708545487,0.0971941491238964,0.203633256424837,0.65857505165403,0.276899584685884,0.444855924382239,0.24519823408234,0.750045827609626,0.422006105546111,0.618612824105474,0.421801866447498,2,FALSE
"73","5_79_13",0,0.567703455532118,0.26563685559964,0.781128552151086,0.0969489096365952,0.0537664865269307,0.412230605743239,0.449266438238182,0.376343944025457,0.0825839717725927,0.894395228700795,0.799888677370279,0.669736509180259,0.482246811059804,2,FALSE
"74","5_79_17",0,0.500558671466798,0.283881669333945,0.81367848787806,0.0981045908420997,0.274753796206,0.525604348992213,0.583731993138452,0.418665762463081,0.31974302946035,0.743544432869496,0.354851188555978,0.500088065961039,0.359366043264387,1,FALSE
"75","5_79_8",0,0.447679130605399,0.307258408637165,0.939337708955538,0.0996940069937474,0.364651559025264,0.315857312953202,0.747299286160941,0.291657820654133,0.856783424104164,0.659303604761352,0.529553656917161,0.301096791699532,0.240885364983599,1,FALSE
"76","5_79_9",0,0.499985964515572,0.282580469299986,0.845380772792724,0.0969017148914883,0.179626096272184,0.734928797387173,0.308049271824385,0.160872486479588,0.321518483163438,0.849096847053127,0.896560854127826,0.603087806540209,0.274058475026716,2,FALSE
"77","5_81_1",0,0.656620360817898,0.2583459239335,0.748565636373656,0.0964881670586654,0.0807569316240994,0.830232962419687,0,0.509907386967162,0.176489254686791,0.807006130256316,0.700464933186819,0.80741065102908,0.56079531201089,4,FALSE
"78","5_81_18",0,0.47421779955074,0.289504446229392,0.835418530450613,0.0983731592422493,0.2967829916582,0.44455461340298,0.473192686657769,0.335756022173905,0.412081789515992,0.638653852011494,0.55269580131688,0.502697751987629,0.268248225090915,1,FALSE
"79","5_83_1",0,0.483339647691632,0.285673365162089,0.829622909928879,0.098641571544754,0.286967459471057,0.439085383260247,0.69494033610305,0.363726701044003,0.375882444670517,0.739976809611335,0.338881101885247,0.413582199898479,0.288488984582919,1,FALSE
"80","5_83_18",0,0.44128573528699,0.331895908401633,0.922851294398828,0.102323035584255,0.460532710116255,0.267476747757177,0.787526652844137,0.379478609994582,1,0.404970192045518,0.35140905065913,0.20224127790498,0.127814235403199,1,FALSE
"81","5_84_12",0,0.484731548169573,0.28571630545561,0.839648125607473,0.0987715653576561,0.253541114455081,0.419306607401538,0.74650508484597,0.323557198312538,0.403242274336371,0.734725243036378,0.337805588089953,0.375273317658791,0.268816028502522,1,FALSE
"82","5_84_17",0,0.49551427257299,0.284079263522581,0.84462327389338,0.0979727720348273,0.245690053633687,0.510019929913318,0.708105790342074,0.34850331558149,0.369724937746198,0.661844055031977,0.617654900290352,0.577297638791838,0.336788571752113,1,FALSE
"83","5_85_10",0,0.440644965664322,0.332434803169052,0.923922893230715,0.102296082722857,0.46488064436337,0.267007154113496,0.791989307034752,0.381380823771186,0.997468937327787,0.401951269028326,0.355016792433336,0.204555418598901,0.127405016751788,1,FALSE
"84","5_85_15",0,0.56390726118074,0.266051508973855,0.772562482965807,0.0968988911265824,0.119276623856674,0.482732778392656,0.306698989507694,0.474602424609982,0.154983136907777,0.856665752854519,0.789527929596275,0.778376532912377,0.453772884254666,2,FALSE
"85","5_86_13",0,0.469696138041301,0.290744953476446,0.846557837650766,0.0983835255930242,0.293369875423414,0.404338347093646,0.555217813598141,0.311989729985938,0.410374112824701,0.648509999795411,0.567812694814508,0.502337947711461,0.258005837686084,1,FALSE
"86","5_86_4",0,0.460551166913624,0.290417310814818,0.849544564672491,0.0990741931251558,0.333529848146645,0.39360032876472,0.666640520504873,0.326818113420642,0.426212531811878,0.693731287110381,0.387344499634305,0.274177787416319,0.327517320629385,1,FALSE
"87","5_86_9",0,0.543659486162633,0.270206727840903,0.787326076699854,0.0971007117244593,0.147737659014067,0.500371142139498,0.381054233144603,0.425761141766058,0.200514806261911,0.814685858571051,0.763871265212903,0.71889678439209,0.409806213853254,2,FALSE
"88","5_87_14",0,0.523063880649767,0.273855303625028,0.774492917358976,0.097467811007573,0.237414606452842,0.632277339870124,0.260358001586529,0.455989929919778,0.278012495144038,0.848655917761117,0.410718034069909,0.594380800779517,0.40407052885256,2,FALSE
"89","5_87_15",0,0.474205967323407,0.289585108212269,0.841756069772121,0.0990640595585618,0.303463000090608,0.421309775281924,0.654104787923159,0.348142505700398,0.429338405298284,0.66126354655909,0.373410588466402,0.258053881733523,0.354098373043256,1,FALSE
