"","bing_ads_cost_alphas","bing_ads_cost_gammas","bing_ads_cost_thetas","cj_cost_alphas","cj_cost_gammas","cj_cost_thetas","dm_cost_alphas","dm_cost_gammas","dm_cost_thetas","email_campaign_delivery_alphas","email_campaign_delivery_gammas","email_campaign_delivery_thetas","facebook_cost_alphas","facebook_cost_gammas","facebook_cost_thetas","fig_cost_alphas","fig_cost_gammas","fig_cost_thetas","google_ads_cost_alphas","google_ads_cost_gammas","google_ads_cost_thetas","influencer_cost_alphas","influencer_cost_gammas","influencer_cost_thetas","linkby_cost_alphas","linkby_cost_gammas","linkby_cost_thetas","mntn_cost_alphas","mntn_cost_gammas","mntn_cost_thetas","organic_impressions_alphas","organic_impressions_gammas","organic_impressions_thetas","sms_cost_alphas","sms_cost_gammas","sms_cost_thetas","sms_sends_alphas","sms_sends_gammas","sms_sends_thetas","tatari_cost_alphas","tatari_cost_gammas","tatari_cost_thetas","tiktok_cost_alphas","tiktok_cost_gammas","tiktok_cost_thetas","tiktok_influencer_cost_alphas","tiktok_influencer_cost_gammas","tiktok_influencer_cost_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"23",1.8897825,0.9914481,0.260517,2.28578,0.8251582,0.1536015,0.8002325,0.856332,0.2888407,2.096045,0.7122293,0.0675018,0.59747425,0.3729568,0.02004009,1.0988725,0.6419801,0.2070291,1.54827,0.7966388,0.00436149,0.5884495,0.7775204,0.2761809,2.032495,0.9529978,0.0658125,2.2905875,0.7048681,0.6061655,1.695195,0.9818035,0.155835,2.4090525,0.6447703,0.2486349,1.2996375,0.5636872,0.0506439,0.9392175,0.8907664,0.7279145,1.9784925,0.89325,0.0351822,1.4692475,0.7565197,0.1368294,0.6211142,0.820131251813141,0.789386199165676,0.129860524017253,0.0637226691134825,0.334383813795796,0.599596767068398,0.334383813795796,0.0379562836120639,0,62306.2901016897,0.00160861,36469502.4741323,1e-04,0,0.0598819255828857,109.092617988586,"2_83_3",2,83,3,1561,TRUE,TRUE,3,0.0075704903638551,5,FALSE
"24",1.80985,0.997662,0.2458959,2.20739,0.9215825,0.1708905,0.6996405,0.5651425,0.2515723,1.7094075,0.4814393,0.1341219,0.534552,0.5472498,0.00919656,1.03806,0.8153176,0.1132095,1.41302,0.8044774,0.000399828,0.54350725,0.7913258,0.2770668,1.9459575,0.9403649,0.01741743,2.25257,0.7691393,0.6074975,1.460995,0.9692168,0.1964262,1.8482125,0.7402083,0.1951512,2.5151325,0.5841594,0.0526692,0.9613325,0.8104617,0.746056,2.0709825,0.9457766,0.0489906,0.52961,0.9032565,0.2343279,0.6166259,0.797308124032452,0.815994128454356,0.163037991188231,0.0676447776487006,0.312548684007097,0.588054691462032,0.312548684007097,0.050485681161295,0,10136.3774305883,0.000177959,36469502.4741323,1e-04,0,0.0593619346618652,112.119663000107,"2_85_9",2,85,9,1605,TRUE,TRUE,4,0.00867693449931125,5,FALSE
"25",1.6773925,0.9981499,0.2502777,2.0682125,0.9630673,0.1612218,0.8268975,0.6709223,0.2401498,1.7340975,0.5810171,0.099018,0.56852025,0.5243899,0.01437798,1.0417675,0.8467091,0.1154988,1.3995425,0.8246668,0.000657303,0.50936005,0.7940495,0.2768946,1.913225,0.9047832,0.0178713,1.97154,0.6597937,0.4867235,1.6693425,0.9914026,0.1413219,2.3553425,0.6945333,0.2202429,2.3493325,0.5715272,0.0578139,1.1650575,0.7807012,0.7371645,1.376115,0.840554,0.0290343,1.9828925,0.7331341,0.2602749,0.6168281,0.80527537022136,0.822439430012442,0.0494371190291962,0.0663019872941558,0.307025960857254,0.626693618263402,0.307025960857254,0.0495876604484463,0,11981.8049810855,0.000228566,36469502.4741323,1e-04,0,0.0615580081939697,112.800707817078,"2_85_19",2,85,19,1615,TRUE,TRUE,3,0.0103182557992562,5,FALSE
"26",1.76243,0.9912843,0.2461995,2.12765,0.930161,0.1633473,0.57004625,0.4721195,0.1885036,2.964205,0.5242086,0.0082035,0.56057125,0.33434599,0.00641847,1.34981,0.8900363,0.0646119,1.3615275,0.8104736,0.01724643,0.53721,0.7813816,0.2752329,1.96306,0.9490799,0.0775551,2.3098075,0.7427731,0.5767395,1.5075175,0.9165733,0.2016639,2.3611175,0.7588353,0.2201847,2.1236725,0.6047373,0.0472101,0.821045,0.9162324,0.739497,1.5728625,0.8518632,0.01384785,1.49151,0.8213187,0.1724718,0.6179921,0.816013436070426,0.803564444394337,0.0913132519717811,0.0644479573065538,0.322932595938362,0.612733949566491,0.322932595938362,0.0445439290940769,0,54512.4428005698,0.00139488,36469502.4741323,1e-04,0,0.060737133026123,112.969002008438,"2_86_2",2,86,2,1617,TRUE,TRUE,3,0.00884129877545637,5,FALSE
"27",1.8953125,0.9828136,0.2363415,2.20739,0.9139252,0.1704006,0.503839975,0.34081434,0.1385614,2.7180325,0.3796474,0.0593823,0.510033375,0.36829816,0.00381222,1.2973775,0.8012539,0.0915294,1.38169,0.7842691,0.01598628,0.60681275,0.7871979,0.2776539,1.8829225,0.8476583,0.1324797,2.59658,0.7723243,0.600535,1.395075,0.8460679,0.2438502,2.5316525,0.8078913,0.2453607,2.288375,0.5732737,0.0431688,0.803945,0.9143781,0.7563275,1.404315,0.7102917,0.01532799,2.79621,0.7059734,0.1494675,0.6217493,0.799171942135551,0.789047435566895,0.128393966588006,0.0673330514585992,0.334652627021504,0.600101842928132,0.334652627021504,0.0436447625978926,0,49783.5506562324,0.0012652,36469502.4741323,1e-04,0,0.0586609840393066,115.091564893723,"2_87_14",2,87,14,1648,TRUE,TRUE,5,0.00806442785872194,5,FALSE
"28",1.9048975,0.9894846,0.2365917,2.149525,0.9003935,0.1648782,0.64747125,0.6127012,0.1540972,2.30451,0.4921955,0.069708,0.5587345,0.4024513,0.01070604,1.2492375,0.8245751,0.1053918,1.3699525,0.81982,0.0149091,0.57526075,0.7957449,0.2795271,1.8419525,0.7991147,0.0895929,2.437315,0.8193713,0.658032,1.275795,0.9265644,0.2163483,2.1865425,0.7765012,0.2172708,2.14276,0.6475892,0.0336489,0.57538675,0.9685868,0.746587,1.8524025,0.7658437,0.0492159,1.77142,0.8068714,0.2134521,0.6242591,0.803707294988725,0.797850144769439,0.14063624418657,0.0665684097746198,0.327595970550808,0.595872527825311,0.327595970550808,0.0405213736060441,0,49056.0568385309,0.00124525,36469502.4741323,1e-04,0,0.0605340003967285,115.228085041046,"2_87_16",2,87,16,1650,TRUE,TRUE,2,0.00751344532439864,5,FALSE
"29",1.7956325,0.9973645,0.2436225,2.1514075,0.8174015,0.1698327,0.829225,0.7273367,0.2996179,2.2115775,0.5461088,0.0752811,0.57166725,0.517448,0.02326932,0.8244375,0.8031145,0.1459083,1.355335,0.8246836,0.00754122,0.55822,0.8090197,0.2790255,1.780995,0.7330284,0.0514917,2.30645,0.755119,0.592754,1.566645,0.9598928,0.1542492,1.63515,0.6840781,0.1734888,2.249615,0.5944095,0.0418449,0.813305,0.8824525,0.7387485,1.822645,0.7526347,0.0630561,1.9429425,0.7730733,0.2947395,0.6161132,0.807146069932121,0.811614474614349,0.0742460936206184,0.0659827404770011,0.320626999937173,0.595979643708968,0.320626999937173,0.0474790065305389,0,38302.2395786817,0.000950349,36469502.4741323,1e-04,0,0.0696310997009277,121.258766889572,"2_92_7",2,92,7,1736,TRUE,TRUE,4,0.00844381660596186,5,FALSE
"30",1.5855175,0.9929342,0.2495238,2.10816,0.9667542,0.1590231,0.6332325,0.6733919,0.2284417,2.3227325,0.6548727,0.0753498,0.5964245,0.33841614,0.01690089,1.0761525,0.8174666,0.1537443,1.3995425,0.8293127,0.0036972,0.52513225,0.8108782,0.2778321,1.859485,0.8002669,0.0787233,2.167735,0.7398961,0.5782415,1.52171,0.988814,0.175659,1.9483375,0.719769,0.1922808,1.955265,0.6384661,0.0455907,0.85474,0.9237756,0.710829,1.7174425,0.8807886,0.01516959,1.4467375,0.8598495,0.1809093,0.6163556,0.814247715002081,0.80930152487003,0.114807893900157,0.0647564727434473,0.322589283735895,0.582777016463392,0.322589283735895,0.043241542492862,0,56815.2615769031,0.00145803,36469502.4741323,1e-04,0,0.0618479251861572,125.421785831451,"2_95_9",2,95,9,1795,TRUE,TRUE,2,0.00710641054374506,5,TRUE
"31",1.6916125,0.9912843,0.2461995,2.12765,0.930161,0.1633473,0.57004625,0.4721195,0.1885036,2.964205,0.5242086,0.0082035,0.56057125,0.33434599,0.01064589,1.0752825,0.7180204,0.1540389,1.4452675,0.8030998,0.01807431,0.559716,0.7953501,0.2758959,1.8789475,0.8200041,0.1471149,2.584255,0.7631207,0.594484,1.418455,0.866307,0.2308248,2.51636,0.794585,0.2380533,2.3974575,0.5606499,0.0472101,0.821045,0.9162324,0.739497,1.5728625,0.8518632,0.01384785,1.49151,0.8213187,0.1724718,0.6179519,0.814834782493514,0.800454925207119,0.112820259313559,0.0646540607996072,0.325478525907804,0.605439364467953,0.325478525907804,0.0443593324695364,0,59112.2458163526,0.00152102,36469502.4741323,1e-04,0,0.0593111515045166,125.55276799202,"2_95_11",2,95,11,1797,TRUE,TRUE,4,0.00843581673264267,5,FALSE
"32",1.7639625,0.9964587,0.2439054,2.20609,0.9075216,0.1634094,0.759085,0.7125198,0.2568001,2.2903225,0.6667139,0.0536958,0.60338875,0.4055782,0.02461623,1.33833,0.7939466,0.157302,1.39611,0.8479614,0.01020696,0.67031825,0.8143887,0.2800683,1.8431475,0.8860932,0.0522414,2.395835,0.764051,0.6022345,1.419295,0.9437991,0.187944,1.9804975,0.8259716,0.2246952,2.4887325,0.5659307,0.0586092,1.195795,0.7832114,0.7352005,1.4894625,0.9263334,0.02497362,1.5314475,0.8151846,0.1796346,0.619994,0.812194213162246,0.805147979128146,0.137010484795418,0.0651134321072261,0.321628326585742,0.597128233777165,0.321628326585742,0.0419214159474023,0,52228.9509276641,0.00133226,36469502.4741323,1e-04,0,0.074099063873291,126.212553024292,"2_96_1",2,96,1,1806,TRUE,TRUE,1,0.00770956896558917,5,FALSE
"33",1.8745475,0.9945428,0.248943,2.2328225,0.7650492,0.1654383,0.7790825,0.7938752,0.3318706,2.116485,0.7155599,0.0599016,0.60744525,0.4055782,0.02461623,1.33833,0.7939466,0.157302,1.39611,0.8479614,0.01014558,0.70116275,0.8167694,0.2801061,1.771755,0.7076191,0.0873351,2.41836,0.8593819,0.6363635,1.086315,0.8991923,0.2614896,1.672475,0.8479425,0.2131752,2.5389925,0.5705472,0.0521733,1.235955,0.7985925,0.748188,1.398515,0.7697077,0.02568324,2.00224,0.7778648,0.1753791,0.6204995,0.808997037978845,0.80517847104508,0.117981501748565,0.0656653333916145,0.321603160185428,0.603675698556375,0.321603160185428,0.0469444918153214,0,47017.980173301,0.00118936,36469502.4741323,1e-04,0,0.0591530799865723,128.298202991486,"2_97_12",2,97,12,1836,TRUE,TRUE,4,0.00873052188761332,5,FALSE
"34",1.6916125,0.9912843,0.2461995,2.12765,0.930161,0.1633473,0.57004625,0.4721195,0.1885036,2.964205,0.4624539,0.1150749,0.52995125,0.5046604,0.01485471,1.0568375,0.6907883,0.1645383,1.427145,0.7917661,0.01807431,0.559716,0.7953501,0.2758959,1.8789475,0.8200041,0.1471149,2.584255,0.7631207,0.594484,1.418455,0.866307,0.2308248,2.51636,0.794585,0.2380533,2.3974575,0.5606499,0.0472101,0.821045,0.9162324,0.739497,1.5728625,0.8518632,0.01384785,1.49151,0.8213187,0.1724718,0.6179519,0.806597294095844,0.797109605045225,0.123747761799764,0.0660765524386999,0.328195466546067,0.601699175962296,0.328195466546067,0.0381165063871157,0,59112.2458163526,0.00152102,36469502.4741323,1e-04,0,0.0680489540100098,129.773224830627,"2_98_14",2,98,14,1857,TRUE,TRUE,1,0.00769352519493063,5,FALSE
"35",1.6916125,0.9912843,0.2461995,2.12765,0.930161,0.1633473,0.57004625,0.4721195,0.1885036,2.964205,0.4624539,0.1150749,0.52995125,0.5046604,0.01485471,1.0568375,0.6907883,0.1645383,1.427145,0.7917661,0.02026041,0.64136475,0.8194826,0.2778651,1.7872175,0.6818612,0.155505,2.486475,0.8481007,0.6214855,1.078765,0.8349757,0.2821917,2.189145,0.8648468,0.2371236,2.7621725,0.5277415,0.0580329,1.370105,0.7890683,0.744074,1.2077225,0.8066957,0.002995254,1.53094,0.81296,0.1724718,0.6179519,0.803899281220152,0.798709795711093,0.114824589083931,0.0665358478294084,0.326898670468895,0.604755068912374,0.326898670468895,0.0472128247291672,0,59112.2458163526,0.00152102,36469502.4741323,1e-04,0,0.0622739791870117,133.987634897232,"2_101_17",2,101,17,1917,TRUE,TRUE,5,0.00882893718254465,5,FALSE
"36",1.674585,0.9862632,0.2542836,2.332765,0.8496722,0.1526991,0.787215,0.4454698,0.11981779,2.38649,0.3457639,0.01978842,0.5754085,0.4206443,0.01690089,1.0761525,0.8174666,0.1537443,1.3995425,0.8293127,0.0036972,0.52513225,0.8108782,0.2778321,1.859485,0.8002669,0.0787233,2.167735,0.7398961,0.5782415,1.52171,0.988814,0.175659,1.9483375,0.719769,0.1922808,1.955265,0.6384661,0.0455907,0.61295725,0.9567491,0.712486,1.8882925,0.8282116,0.0472206,1.935525,0.8175898,0.2170371,0.6126488,0.804106527771478,0.819483046006782,0.0937423184431684,0.0665006797528132,0.313859533150285,0.589670633702794,0.313859533150285,0.0452657258347387,0,9734.15904415981,0.000166929,36469502.4741323,1e-04,0,0.060107946395874,135.993291854858,"2_103_7",2,103,7,1945,TRUE,TRUE,2,0.00775691126699054,5,FALSE
"37",1.6916125,0.9912843,0.2461995,2.12765,0.930161,0.1633473,0.57004625,0.4721195,0.1885036,2.964205,0.4624539,0.1150749,0.52995125,0.5046604,0.01485471,1.0568375,0.6907883,0.1645383,1.427145,0.8089987,0.02595336,0.504033725,0.7906965,0.2739588,1.95454,0.9107248,0.1406622,2.3951275,0.75143,0.581948,1.40538,0.8128242,0.2402946,2.9552675,0.8226403,0.2610039,2.419865,0.55417,0.0553497,1.030145,0.880104,0.734524,1.36539,0.9037451,0.01260549,1.0281975,0.8551875,0.1724718,0.6179519,0.806464866348224,0.79761364272764,0.0959992994362104,0.066099170714855,0.327787547409211,0.611151989811256,0.327787547409211,0.0411338769568507,0,59112.2458163526,0.00152102,36469502.4741323,1e-04,0,0.0593318939208984,136.132730960846,"2_103_9",2,103,9,1947,TRUE,TRUE,3,0.00839733714552888,5,FALSE
"38",1.674585,0.9862632,0.2542836,2.332765,0.8496722,0.1526991,0.787215,0.4454698,0.11981779,2.38649,0.3457639,0.01978842,0.5754085,0.4206443,0.01690089,1.0761525,0.8174666,0.1537443,1.3995425,0.8293127,0.0036972,0.52513225,0.7987654,0.2767929,1.845125,0.7670176,0.1123425,2.58498,0.7944044,0.6335435,1.4465975,0.9252519,0.2187024,2.202645,0.7600036,0.2055324,1.894165,0.6372831,0.0377724,0.597973,0.9482959,0.707239,1.8882925,0.8282116,0.0472206,1.935525,0.8175898,0.2170371,0.6126488,0.804727882344401,0.818671790414982,0.0906248303097297,0.0663951292227384,0.314563995712971,0.590683984013014,0.314563995712971,0.0461738973132206,0,9734.15904415981,0.000166929,36469502.4741323,1e-04,0,0.0622670650482178,138.072633981705,"2_104_18",2,104,18,1975,TRUE,TRUE,3,0.00795618461795955,5,FALSE
"39",1.852285,0.9823257,0.2514435,2.08587,0.7451608,0.1794897,0.72868125,0.5689582,0.2846842,2.151305,0.6622416,0.1672608,0.5596955,0.6260936,0.01832919,1.1352525,0.7250309,0.1645383,1.427145,0.7917661,0.01807431,0.559716,0.7953501,0.2758959,1.8789475,0.8200041,0.1471149,2.584255,0.7631207,0.594484,1.418455,0.866307,0.2308248,2.51636,0.794585,0.2380533,2.4080575,0.31213828,0.063222,0.965135,0.843963,0.7594765,1.766325,0.7475436,0.02838816,2.616265,0.7538681,0.1930758,0.6219548,0.813879707502432,0.777233247663841,0.0500717712477903,0.0648205879063583,0.343895917862381,0.626484374397056,0.343895917862381,0.0411760049542773,0,58523.3222496419,0.00150487,36469502.4741323,1e-04,0,0.0603549480438232,140.475360870361,"2_106_12",2,106,12,2007,TRUE,TRUE,4,0.00923935756643142,5,FALSE
"40",1.861995,0.9829242,0.2341236,2.14974,0.996815,0.1744878,0.79448,0.6842433,0.2989861,1.8473225,0.6209164,0.1879212,0.56184875,0.6430112,0.02807028,0.8916275,0.5375786,0.2819055,1.52495,0.7736494,0.00633264,0.519243975,0.7805199,0.2740425,2.003275,0.9726762,0.1133436,2.5448475,0.7759909,0.6219445,1.5635025,0.948928,0.1976355,1.936615,0.7298693,0.2021466,1.88716,0.68101,0.02925714,0.59095325,0.9661319,0.7277665,1.9090125,0.938267,0.0437196,0.726958,0.8677091,0.2345754,0.6176777,0.808390622460323,0.821625844237297,0.0985806989995891,0.065769491254748,0.307728556231384,0.610278785106037,0.307728556231384,0.0510398736603817,0,16315.9907052324,0.000347422,36469502.4741323,1e-04,0,0.0584509372711182,140.609933853149,"2_106_14",2,106,14,2009,TRUE,TRUE,4,0.00980547200161588,5,FALSE
"41",2.7297925,0.8369833,0.2817588,2.875725,0.7334778,0.166173,1.5598425,0.8529993,0.3690805,2.337495,0.7652683,0.1416036,0.53637875,0.5639238,0.01941588,1.0512475,0.9369573,0.1066248,1.8277425,0.5508632,0.1947747,0.71445975,0.5006578,0.2433876,2.1682575,0.7280325,0.2209404,1.9445525,0.4048726,0.609946,1.4191875,0.604591,0.1873527,2.6082175,0.36804063,0.1847715,0.599409,0.9253023,0.1608468,2.51022,0.8302626,0.3816175,2.3020825,0.4852438,0.1922874,2.13838,0.5500701,0.1426179,0.6088655,0.793251752003044,0.275108626492733,0.202213039306696,0.063434679149065,0.629243749008147,0.565913474580376,0.629243749008147,0.0389183205000212,0,136477.840237272,0.00364261,36469502.4741323,1e-04,0,0.0608348846435547,83.0372409820557,"3_63_15",3,63,15,1193,TRUE,TRUE,4,0.00575131044925169,4,TRUE
"42",2.7297925,0.8369833,0.2817588,2.875725,0.7334778,0.166173,1.5598425,0.8529993,0.3690805,2.337495,0.8033525,0.1287435,0.53637875,0.5639238,0.01941588,1.0512475,0.9369573,0.1066248,1.8277425,0.5508632,0.1947747,0.71445975,0.5006578,0.2433876,2.1682575,0.7280325,0.2209404,1.9445525,0.4048726,0.609946,1.4191875,0.604591,0.1873527,2.6082175,0.36804063,0.1847715,0.599409,0.9253023,0.1608468,2.51022,0.8302626,0.3816175,2.3020825,0.4852438,0.1922874,2.13838,0.5500701,0.1426179,0.6088655,0.793436517718393,0.2882805736383,0.200662268827954,0.0634063278238509,0.623500569033349,0.566463230271821,0.623500569033349,0.0397631632214427,0,136477.840237272,0.00364261,36469502.4741323,1e-04,0,0.0593299865722656,85.1740951538086,"3_65_7",3,65,7,1223,TRUE,TRUE,5,0.0058469330763582,4,FALSE
"43",2.17379,0.7903416,0.2635392,2.7577875,0.7466112,0.1657959,1.6106325,0.8515062,0.3582346,2.11562,0.8672093,0.137277,0.6354025,0.4795353,0.0613539,0.909035,0.8598215,0.0818766,1.88984,0.5489928,0.1865238,0.66595375,0.5334542,0.2624346,2.151045,0.6864322,0.2042289,1.943915,0.4832103,0.397662,2.831445,0.97053,0.1916664,1.8963975,0.31215578,0.1931517,0.778825,0.8446336,0.131706,2.4450875,0.8384953,0.4510905,2.605625,0.7697777,0.226197,2.16507,0.5569231,0.1682064,0.6194675,0.813564567939275,0.763557187854355,0.140559517206566,0.0648754419252356,0.354294892783881,0.595899128015722,0.354294892783881,0.0414630747328687,0,89208.6103558805,0.00234635,36469502.4741323,1e-04,0,0.0660941600799561,123.796493053436,"3_94_8",3,94,8,1775,TRUE,TRUE,5,0.0075979438430926,4,FALSE
"44",2.17379,0.7903416,0.2635392,2.7577875,0.7466112,0.1657959,1.6106325,0.8515062,0.3582346,2.11562,0.8672093,0.137277,0.6354025,0.4795353,0.0613539,0.909035,0.8598215,0.0818766,1.88984,0.5436826,0.181833,0.68622275,0.5644173,0.27738,2.35583,0.7203136,0.2365299,1.929335,0.5841951,0.459089,2.29245,0.9051696,0.1829055,1.4233025,0.4873816,0.1931517,0.778825,0.8446336,0.131706,2.4450875,0.8384953,0.4510905,2.605625,0.7697777,0.226197,2.16507,0.5569231,0.1682064,0.6194675,0.813985605340457,0.770702505918382,0.141398182327444,0.0648021446277739,0.348900416746861,0.595608309859303,0.348900416746861,0.0423023672246823,0,89208.6103558805,0.00234635,36469502.4741323,1e-04,0,0.0588757991790771,125.86236000061,"3_95_19",3,95,19,1805,TRUE,TRUE,5,0.00766842476979305,4,FALSE
"45",2.7297925,0.8369833,0.2817588,2.875725,0.7334778,0.166173,1.5598425,0.8529993,0.3690805,2.337495,0.7652683,0.1416036,0.53637875,0.5639238,0.01941588,1.0512475,0.9369573,0.1066248,1.8277425,0.5508632,0.1947747,0.71445975,0.5006578,0.2433876,2.1682575,0.7280325,0.2209404,1.9445525,0.4048726,0.609946,1.4191875,0.604591,0.1873527,2.6082175,0.36804063,0.1847715,0.599409,0.9253023,0.1608468,2.51022,0.8302626,0.3816175,2.3020825,0.4852438,0.1922874,2.13838,0.5500701,0.1426179,0.6088655,0.793251752003044,0.275108626492733,0.202213039306696,0.063434679149065,0.629243749008147,0.565913474580376,0.629243749008147,0.0389183205000212,0,136477.840237272,0.00364261,36469502.4741323,1e-04,0,0.0614910125732422,127.128791093826,"3_96_18",3,96,18,1823,TRUE,TRUE,4,0.00575131044925169,NA,NA
"46",2.83169,0.6793377,0.285951,2.9787975,0.7421536,0.164958,1.5150075,0.8525905,0.3692206,2.2139575,0.7641651,0.1578489,0.65073925,0.6136546,0.00974202,1.1458975,0.8576536,0.0818766,1.88984,0.5436826,0.181833,0.68622275,0.5644173,0.27738,2.35583,0.7203136,0.2365299,1.929335,0.5841951,0.459089,2.29245,0.9051696,0.1829055,1.4233025,0.4873816,0.1931517,0.778825,0.8446336,0.131706,2.4450875,0.8384953,0.4510905,2.605625,0.7697777,0.226197,2.16507,0.5569231,0.1682064,0.6194675,0.816279558950201,0.773599702533437,0.148047532640215,0.0644013308517305,0.346689214140292,0.593297514683169,0.346689214140292,0.0396230937915878,0,89208.6103558805,0.00234635,36469502.4741323,1e-04,0,0.0588068962097168,136.424462080002,"3_103_17",3,103,17,1955,TRUE,TRUE,4,0.00730606698720473,4,FALSE
"47",2.1020025,0.5029818,0.1941564,2.9762825,0.9546232,0.01624977,1.9613,0.4313725,0.3278488,2.4451175,0.5144653,0.076587,0.5390255,0.6748864,0.1539606,1.56026,0.9264251,0.2222964,2.7822675,0.31201172,0.069123,0.601365,0.33351915,0.1681419,1.852925,0.9984719,0.0778464,1.0561425,0.7792382,0.4320075,2.8015475,0.8159693,0.2461272,1.9533125,0.9183135,0.2474304,2.161235,0.8169829,0.1726128,1.95512,0.8548977,0.6735635,1.0907225,0.8862171,0.02153853,2.016455,0.8777975,0.2046372,0.6359507,0.751625848042488,0.881800026857923,0.125556994590768,0.0758726693578763,0.254846393174287,0.587045001144339,0.254846393174287,0.164001245582793,0,8524.33135544388,0.000133752,36469502.4741323,1e-04,0,0.0618679523468018,93.8878259658813,"4_72_1",4,72,1,1350,TRUE,TRUE,5,0.0468718893527024,1,FALSE
"48",1.3811675,0.4898183,0.0847794,2.8143325,0.8573904,0.0553596,1.958835,0.7544477,0.3343243,2.195975,0.5337944,0.0459555,0.553047,0.8093669,0.1653627,1.6853525,0.923259,0.2839023,1.82711,0.4690598,0.0154179,0.81516,0.4002512,0.2687445,2.2956175,0.3713769,0.202023,2.8583175,0.302567922,0.36444,2.70842,0.8276089,0.1238967,2.5679375,0.828038,0.266676,1.987485,0.8285021,0.1543374,2.5702475,0.8956902,0.7426495,1.5535375,0.8990467,0.0433899,0.8775725,0.7909233,0.2091867,0.6190748,0.80948897258587,0.82761489032588,0.143179502828492,0.0655807172268615,0.302518340044141,0.594990141964399,0.302518340044141,0.0523904471010471,0,34186.8125218226,0.000837492,36469502.4741323,1e-04,0,0.0695469379425049,95.2083530426025,"4_73_1",4,73,1,1369,TRUE,TRUE,5,0.00940987978083678,5,FALSE
"49",1.1924075,0.4858857,0.0420357,2.7975725,0.8049149,0.0659121,1.477445,0.7375413,0.337186,2.195975,0.5337944,0.0459555,0.553047,0.8093669,0.1653627,1.6853525,0.923259,0.2839023,1.82711,0.4690598,0.0154179,0.81516,0.4002512,0.2687445,2.2956175,0.3713769,0.202023,2.8583175,0.302567922,0.36444,2.70842,0.8276089,0.1238967,2.5679375,0.828038,0.266676,1.987485,0.8285021,0.1543374,2.5702475,0.8956902,0.7426495,1.5535375,0.8990467,0.0433899,0.8775725,0.7909233,0.2091867,0.6190748,0.809124999667813,0.826227656362508,0.139311492370262,0.0656433335894119,0.303733128279813,0.596331634474916,0.303733128279813,0.0511957641558204,0,34186.8125218226,0.000837492,36469502.4741323,1e-04,0,0.0589919090270996,97.2806930541992,"4_74_12",4,74,12,1399,TRUE,TRUE,4,0.00920167269861459,5,FALSE
"50",1.54227,0.5157624,0.2630832,2.953315,0.9635314,0.00800319,2.5553425,0.3997724,0.3118837,2.6218825,0.5391662,0.1159038,0.50307715,0.6896634,0.1501971,1.4308625,0.8185985,0.2175921,2.6434875,0.32164855,0.0403407,0.503873375,0.36001051,0.1218891,1.6158975,0.7438924,0.0676374,1.52408,0.4430898,0.3204023,2.417425,0.8851363,0.216465,2.2945775,0.7552303,0.2172267,1.0342775,0.9751794,0.1675059,2.5917125,0.7834382,0.793431,1.5242675,0.9542858,0.034008,2.422035,0.8259506,0.2108742,0.6329159,0.762799368698596,0.87864446990656,0.213833661618478,0.0741464026632482,0.258225774279406,0.556625197722249,0.258225774279406,0.118096794734203,0,7269.58137930808,9.93431e-05,36469502.4741323,1e-04,0,0.0675020217895508,101.297739982605,"4_77_12",4,77,12,1456,TRUE,TRUE,4,0.0301919725525585,1,FALSE
"51",1.1924075,0.4858857,0.0420357,2.7975725,0.8049149,0.0659121,1.477445,0.7375413,0.337186,2.195975,0.5337944,0.0459555,0.553047,0.8093669,0.1653627,1.6853525,0.923259,0.2839023,1.82711,0.4690598,0.0154179,0.81516,0.4002512,0.2687445,2.2956175,0.3713769,0.202023,2.8583175,0.302567922,0.36444,2.70842,0.8276089,0.2069346,2.6554625,0.828038,0.266676,1.987485,0.8285021,0.1543374,2.5702475,0.8956902,0.7426495,1.5535375,0.8990467,0.0433899,0.8775725,0.7909233,0.2091867,0.6190748,0.809109768897856,0.826089473526268,0.139043483010963,0.0656459525247558,0.303853867759535,0.596424472951349,0.303853867759535,0.0519575202620169,0,34186.8125218226,0.000837492,36469502.4741323,1e-04,0,0.0703399181365967,105.739337921143,"4_80_18",4,80,18,1519,TRUE,TRUE,5,0.00937420886413586,5,FALSE
"52",1.0198925,0.4957025,0.1717443,2.978685,0.9600083,0.0471027,2.1753325,0.403194,0.3323494,2.27115,0.4896643,0.1052409,0.51245525,0.6706024,0.1523103,1.699455,0.8698826,0.266214,2.4014275,0.3726915,0.0347118,0.7424205,0.31539083,0.242448,1.9846175,0.7794531,0.02485488,1.2863375,0.5102009,0.3301375,2.45227,0.7119311,0.184338,2.43097,0.9068692,0.259545,1.677115,0.8071185,0.1188969,1.5158425,0.7872427,0.6797015,1.6065175,0.83151,0.0534495,2.7414525,0.8865594,0.2210793,0.6276917,0.762070076925464,0.870155612903447,0.236246666911594,0.0742602996225224,0.267104615665556,0.548633344596419,0.267104615665556,0.0739883122332124,0,9041.45365262809,0.000147933,36469502.4741323,1e-04,0,0.0586869716644287,114.052649021149,"4_87_2",4,87,2,1636,TRUE,TRUE,2,0.0145581452187766,3,FALSE
