"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"1","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TRUE,NA,NA,NA,NA,NA
"2","trend",0,0,0,0,0,0,0,0,0,TRUE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TRUE,NA,NA,NA,NA,NA
"3","season",0.328026651025129,-1004582.93016516,-0.0138372510818226,-13761.4100022625,-0.0121742710590886,-1004582.93016516,-0.0138372510818226,-13761.4100022625,-0.0121742710590886,FALSE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TRUE,NA,NA,NA,NA,NA
"4","holiday",0.30475435017152,921695.741205684,0.012695552561313,76807.978433807,0.0679495159871018,921695.741205684,0.012695552561313,76807.978433807,0.0679495159871018,TRUE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TRUE,NA,NA,NA,NA,NA
"5","print_launch",-212.74931400963,-789299.954975727,-0.0108719164221462,0,0,-789299.954975727,-0.0108719164221462,0,0,FALSE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TRUE,NA,NA,NA,NA,NA
"6","product_launch",-232.009613797712,-475851.717899108,-0.00655444115221431,0,0,-475851.717899108,-0.00655444115221431,0,0,FALSE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TRUE,NA,NA,NA,NA,NA
"7","solidcolor_launch",-290.557786802403,-471865.845767103,-0.00649953925032601,0,0,-471865.845767103,-0.00649953925032601,0,0,FALSE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TRUE,NA,NA,NA,NA,NA
"8","mb_status",3814.28676881587,64842.8750698699,0.000893153881344101,3814.28676881587,0.00337437522848496,64842.8750698699,0.000893153881344101,3814.28676881587,0.00337437522848496,TRUE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TRUE,NA,NA,NA,NA,NA
"9","sale_status",16048.8071046844,1925856.85256212,0.0265269934580408,71328.031576375,0.0631015855482289,1925856.85256212,0.0265269934580408,71328.031576375,0.0631015855482289,TRUE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TRUE,NA,NA,NA,NA,NA
"10","facebook_cost",1143368.68982044,35771043.782172,0.492714836585374,490014.298385918,0.433499684290963,35771043.782172,0.492714836585374,490014.298385918,0.433499684290963,TRUE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,13396460,183513.150684932,205698.895475003,22185.7447900713,495708.664922545,0.573015522815081,0.572153497207658,2.70121603314202,2.67018628668858,0.374505705832287,7,TRUE,2.68520243869897,0.00737057754552275,2.62544046501552,2.74459851872683,0.529981947579058
"11","google_ads_cost",665860.21842419,13080209.3924836,0.180168442178141,179180.950581966,0.158515548962743,13080209.3924836,0.180168442178141,179180.950581966,0.158515548962743,TRUE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,4808571,65870.8356164384,67351.5672123598,1480.73159592149,184693.526470562,0.205680144273818,0.209216359290243,2.8038740474771,2.72018639061034,0.36762186718228,7,TRUE,2.77144043519078,0.0108985804316187,2.68388395838113,2.86007824226553,0.00864735115045895
"12","bing_ads_cost",33415.2493629588,525390.622652544,0.00723679622993705,7197.13181715814,0.00636706802396474,525390.622652544,0.00723679622993705,7197.13181715814,0.00636706802396474,TRUE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,345244,4729.3698630137,4852.11659270492,122.746729691222,7250.00691214099,0.0147673468333254,0.00840355914636688,1.53297524239753,1.52179508594659,0.657118694385834,7,TRUE,0.737283630172486,0.170351208974971,0,2.11554215249791,0.0142539259663896
"13","tiktok_cost",131336.945931834,3385930.98161964,0.0466382373535753,46382.6161865704,0.041033189316512,3385930.98161964,0.0466382373535753,46382.6161865704,0.041033189316512,TRUE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,1340433,18362.095890411,21019.9911736803,2657.89528326936,49225.5924087259,0.0573352151459108,0.0541575544799438,2.68082645371831,2.52599792874365,0.395883143299871,7,TRUE,2.77709762583621,0.047296295435899,2.39449863692394,3.15912453999448,0.031618692724763
"14","influencer_cost",246956.414197908,6576195.08216281,0.0905813345842669,90084.8641392166,0.0796951441873822,6576195.08216281,0.0905813345842669,90084.8641392166,0.0796951441873822,TRUE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,2350350,32196.5753424658,39381.2213602285,7184.64601776279,91074.385871232,0.100533053810367,0.105185440981023,2.82869792524515,2.79796416795916,0.357402718537815,7,TRUE,2.69910384356633,0.0303590034358331,2.45398233107313,2.94478779912308,0.558861593460722
"15","tiktok_influencer_cost",0,0,0,0,0,0,0,0,0,TRUE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,134900,1847.94520547945,1847.94520547945,0,0,0.0057701657025628,0,0,0,Inf,7,TRUE,0,0,0,0,0
"16","tatari_cost",0,0,0,0,0,0,0,0,0,TRUE,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,"3_82_12",3,82,12,1551,3,370715,5078.28767123288,5078.28767123288,0,0,0.0158568345324356,0,0,0,Inf,7,TRUE,0,0,0,0,0
