"","bing_ads_cost_alphas","bing_ads_cost_gammas","bing_ads_cost_thetas","cj_cost_alphas","cj_cost_gammas","cj_cost_thetas","dm_cost_alphas","dm_cost_gammas","dm_cost_thetas","email_campaign_delivery_alphas","email_campaign_delivery_gammas","email_campaign_delivery_thetas","email_flow_delivery_alphas","email_flow_delivery_gammas","email_flow_delivery_thetas","facebook_cost_alphas","facebook_cost_gammas","facebook_cost_thetas","fig_cost_alphas","fig_cost_gammas","fig_cost_thetas","google_ads_cost_alphas","google_ads_cost_gammas","google_ads_cost_thetas","influencer_cost_alphas","influencer_cost_gammas","influencer_cost_thetas","linkby_cost_alphas","linkby_cost_gammas","linkby_cost_thetas","mntn_cost_alphas","mntn_cost_gammas","mntn_cost_thetas","organic_impressions_alphas","organic_impressions_gammas","organic_impressions_thetas","sms_cost_alphas","sms_cost_gammas","sms_cost_thetas","sms_sends_alphas","sms_sends_gammas","sms_sends_thetas","tatari_cost_alphas","tatari_cost_gammas","tatari_cost_thetas","tiktok_cost_alphas","tiktok_cost_gammas","tiktok_cost_thetas","tiktok_influencer_cost_alphas","tiktok_influencer_cost_gammas","tiktok_influencer_cost_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"1",1.4432575,0.9817881,0.0407229,2.6328675,0.5659062,0.0566781,1.1540125,0.302164211,0.2142544,2.78744,0.6485566,0.1761594,2.7840075,0.5597581,0.1971726,0.516220225,0.7180722,0.1580412,2.0812775,0.5544892,0.2140449,1.3831725,0.9022723,0.02419902,0.655255,0.7317698,0.2815749,1.032855,0.5064531,0.02220069,2.56812,0.6685528,0.5343895,0.74423775,0.9341244,0.255831,2.6453775,0.8771115,0.1274226,1.85222,0.8154744,0.0754965,1.232485,0.36447973,0.3981365,2.0664575,0.5591673,0.1293039,2.9176225,0.7348043,0.01912869,0.6140573,0.799819481007626,0.77466851303061,0.0949198510197207,0.0655222512211507,0.341781908097893,0.574366328544173,0.341781908097893,0.036404881956627,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,0,0.0664300918579102,110.642181158066,"3_82_12",3,82,12,1551,TRUE,TRUE,3,0.0109245518844263,7,TRUE
"2",1.5085875,0.9771051,0.0727137,2.67459,0.6090962,0.0525948,0.56004575,0.3005179517,0.2657311,2.6141325,0.6712863,0.182718,2.8051575,0.5575244,0.1850271,0.5298475,0.7184383,0.1531839,2.07381,0.4946756,0.2417253,1.406015,0.8325453,0.0438723,0.66071725,0.7594044,0.2836647,1.250515,0.5250311,0.01323801,2.71759,0.6106768,0.5210395,0.7155915,0.9008149,0.2617959,2.450005,0.9927697,0.1261953,2.1471925,0.8495672,0.02732922,1.9347875,0.32725219,0.390136,1.9438175,0.5802163,0.1906893,2.1387525,0.6784004,0.01443804,0.6179513,0.799308607891532,0.77852964875344,0.102442979162226,0.0656058063727279,0.334211534018377,0.593550497603994,0.334211534018377,0.0399777850888033,0,78260.8312104998,0.00204613,36469502.4741323,1e-04,0,0.0665938854217529,124.111466169357,"3_92_10",3,92,10,1739,TRUE,TRUE,3,0.0128567406230309,7,FALSE
"3",1.6495125,0.9887076,0.0577089,2.7892025,0.6397562,0.1923276,1.862555,0.4417031,0.3675481,1.8152225,0.7802462,0.2081283,2.9932975,0.5877329,0.2207316,0.60587175,0.7102448,0.1116906,2.0190575,0.5323671,0.2225349,1.4354625,0.7724272,0.0709941,0.7085895,0.55263,0.2880366,1.4048225,0.4367485,0.0099621,2.7237675,0.6018624,0.5199475,0.67401675,0.8770625,0.2726016,2.530645,0.8954172,0.1136664,2.0493,0.8163326,0.0603042,0.9847425,0.33738987,0.373141,1.732845,0.5950612,0.2261298,1.5050525,0.612739,0.02260668,0.6222167,0.794222011570613,0.793665651678201,0.0310447875566374,0.066432005561521,0.322588886856914,0.616706464539443,0.322588886856914,0.0477827124212139,0,34239.1045586439,0.000838926,36469502.4741323,1e-04,0,0.059999942779541,125.385728120804,"3_93_9",3,93,9,1757,TRUE,TRUE,4,0.0154535474722683,4,FALSE
"4",1.4432575,0.9817881,0.0407229,2.6328675,0.5659062,0.0566781,1.1540125,0.302164211,0.2142544,2.78744,0.6485566,0.1761594,2.7840075,0.5597581,0.1971726,0.516220225,0.7180722,0.1580412,2.0812775,0.5544892,0.2140449,1.3831725,0.9022723,0.02419902,0.655255,0.7317698,0.2815749,1.032855,0.5064531,0.02220069,2.56812,0.6685528,0.5343895,0.74423775,0.9341244,0.255831,2.5813825,0.9148387,0.1504713,1.85222,0.8154744,0.0754965,1.232485,0.36447973,0.3981365,2.0664575,0.5591673,0.1293039,2.9176225,0.7348043,0.01912869,0.6140573,0.79982805251575,0.77473583962092,0.0945481902416083,0.0655208484110182,0.341730843930323,0.574484244911377,0.341730843930323,0.0363257057158597,0,87042.1738792065,0.00228694,36469502.4741323,1e-04,0,0.0644819736480713,125.673787117004,"3_93_13",3,93,13,1761,TRUE,TRUE,2,0.0109358321702288,7,FALSE
"5",1.5085875,0.9771051,0.0727137,2.67459,0.6090962,0.0525948,0.56004575,0.3005179517,0.2657311,2.6141325,0.6712863,0.1878216,2.8051575,0.5575244,0.1850271,0.5298475,0.7184383,0.1531839,2.07381,0.4946756,0.2417253,1.406015,0.8325453,0.0438723,0.66071725,0.7594044,0.2836647,1.250515,0.5250311,0.01323801,2.71759,0.6106768,0.5210395,0.7155915,0.9008149,0.2617959,2.450005,0.9927697,0.1261953,2.1471925,0.8495672,0.02732922,1.9347875,0.32725219,0.390136,1.9438175,0.5802163,0.1906893,2.1387525,0.6784004,0.01443804,0.6179513,0.799181135853341,0.778444943733356,0.102665245056032,0.0656266383033704,0.334275440288922,0.593477001326226,0.334275440288922,0.0400763957114686,0,78260.8312104998,0.00204613,36469502.4741323,1e-04,0,0.0667178630828857,126.26348400116,"3_94_2",3,94,2,1769,TRUE,TRUE,4,0.0128521755254641,7,FALSE
"6",1.66931,0.9676229,0.1044261,2.65648,0.6219377,0.0725346,2.0980025,0.4129037,0.295633,2.3569475,0.7039742,0.1948857,2.768815,0.5186142,0.159573,0.5036929,0.718229,0.1765884,2.1239625,0.4952251,0.2211534,1.3561075,0.8888414,0.0060363,0.6476765,0.8459076,0.2702556,0.7553325,0.4080219,0.02881458,2.32115,0.7538247,0.496001,0.67576325,0.8281941,0.2434161,2.7769475,0.9663783,0.1767009,1.772895,0.8368391,0.0782871,1.3779925,0.3753865,0.375454,1.64573,0.5828994,0.2087496,1.9300975,0.6691093,0.0109002,0.619649,0.794574344057216,0.775920421415237,0.0806115401051803,0.0663751088509881,0.336174506588414,0.600725646290929,0.336174506588414,0.039476642964045,0,76255.9384737966,0.00199115,36469502.4741323,1e-04,0,0.0601701736450195,127.450020074844,"3_94_19",3,94,19,1786,TRUE,TRUE,2,0.0135454289584847,7,FALSE
"7",1.5085875,0.9805848,0.0860028,2.6891725,0.5949156,0.00704076,0.611699,0.36871879,0.2657311,2.6141325,0.6712863,0.182718,2.8051575,0.5575244,0.1850271,0.5298475,0.7184383,0.1531839,2.07381,0.4946756,0.2417253,1.406015,0.8325453,0.0438723,0.66071725,0.7594044,0.2836647,1.250515,0.5250311,0.01323801,2.71759,0.6106768,0.5210395,0.7155915,0.9008149,0.2617959,2.450005,0.9927697,0.1261953,2.1471925,0.8495672,0.02732922,1.9347875,0.32725219,0.390136,1.9438175,0.5802163,0.1906893,2.1387525,0.6784004,0.01443804,0.6179513,0.80059300131685,0.779879631998302,0.109848486043219,0.0653955359740209,0.333191375745576,0.591096811428685,0.333191375745576,0.0405262340946211,0,78260.8312104998,0.00204613,36469502.4741323,1e-04,0,0.0593559741973877,128.390855073929,"3_95_13",3,95,13,1799,TRUE,TRUE,3,0.0126328811598723,7,FALSE
"8",1.4823075,0.9790637,0.0511128,2.62484,0.5788702,0.0516624,1.2053075,0.31633212,0.211405,2.8141025,0.6396092,0.1731261,2.761815,0.5397073,0.1846122,0.52885625,0.7169935,0.1513974,2.109785,0.5326226,0.2213859,1.396175,0.882855,0.02964942,0.6546785,0.7711917,0.2726406,1.1395575,0.5673538,0.02086005,2.88657,0.6392256,0.5446365,0.7794675,0.8557132,0.2564289,2.5183375,0.9230343,0.1423122,1.914915,0.8147667,0.0636975,1.428615,0.3823844,0.3863565,2.0367725,0.5597847,0.1240731,2.9202675,0.7240733,0.02123772,0.6153659,0.801922024809838,0.777826495047558,0.0919357708537931,0.065177244982093,0.339378450056144,0.575312402078584,0.339378450056144,0.0359072810864633,0,81557.7092084142,0.00213654,36469502.4741323,1e-04,0,0.0598771572113037,130.048112154007,"3_96_17",3,96,17,1822,TRUE,TRUE,1,0.0110163238948677,7,FALSE
"9",1.5820875,0.9806058,0.0898956,2.748975,0.6314465,0.1926597,2.4471425,0.4522388,0.314281,2.18007,0.7322234,0.190269,2.88698,0.5575244,0.1850271,0.5298475,0.7184383,0.1531839,2.07381,0.4946756,0.2417253,1.406015,0.8325453,0.0438723,0.66071725,0.7594044,0.2836647,1.250515,0.5738211,0.02232051,2.7531475,0.5701951,0.5405685,0.681274,0.9149787,0.2661972,2.9131275,0.9280379,0.1180863,2.2665975,0.8694892,0.00884391,1.5048725,0.31781094,0.3799015,2.01627,0.5847271,0.2037306,1.73962,0.6546802,0.01660059,0.6201602,0.792358638746118,0.78752811121423,0.0572352597243649,0.0667321072008589,0.327351530600784,0.608314704965566,0.327351530600784,0.0395461676951466,0,53883.0421342275,0.00137762,36469502.4741323,1e-04,0,0.0702731609344482,132.787082195282,"3_98_16",3,98,16,1859,TRUE,TRUE,2,0.0142885125729549,7,FALSE
"10",1.57674,0.9834716,0.0815754,2.775255,0.6365173,0.179967,2.1415675,0.4317218,0.3129148,2.2127925,0.7276398,0.18459,2.8461075,0.5671998,0.1890636,0.52404895,0.718607,0.1548672,2.0773975,0.5473702,0.2442006,1.3892025,0.8742282,0.02587281,0.67253225,0.8034239,0.2749149,1.1307825,0.5999493,0.01975017,2.6997025,0.6181332,0.5544055,0.753395,0.831132,0.2628696,2.9666375,0.8488742,0.1276173,2.0446475,0.8140415,0.02925204,1.38342,0.32016476,0.3788705,2.0166725,0.5819698,0.1947633,1.822595,0.6590328,0.01773531,0.6198341,0.794580667723522,0.786416779299702,0.0489443047021707,0.0663740872228285,0.328206518376619,0.61098370052796,0.328206518376619,0.0420792258965553,0,53503.0679196686,0.0013672,36469502.4741323,1e-04,0,0.061107873916626,134.287976026535,"3_99_17",3,99,17,1879,TRUE,TRUE,4,0.0146196218245225,7,FALSE
