"","ds","dep_var","trend","season","holiday","print_launch","product_launch","solidcolor_launch","mb_status","sale_status","facebook_cost","google_ads_cost","bing_ads_cost","tiktok_cost","influencer_cost","tiktok_influencer_cost","tatari_cost","mntn_cost","dm_cost","sms_cost","cj_cost","fig_cost","linkby_cost","sms_sends","email_campaign_delivery","email_flow_delivery","organic_impressions","intercept","depVarHat","solID","cluster","top_sol"
"1416",2022-07-17,1252591,0,39688.6114983419,0,-11806.5236570735,498.855077268116,-2529.30687856905,0,0,457592.609336793,284613.748050006,52767.0192923247,46448.3155925981,97645.520538669,0,0,1.14134400151958e-12,7.53499005303405e-34,0,6517.02793228089,0,0,172226.836959618,8460.85867922052,0,0,0,1152123.57242148,"5_103_8",5,FALSE
"1417",2022-07-24,1138504,0,-4025.79304305072,0,-22446.9709035719,0,0,0,0,450750.687901293,273610.524984088,52467.5855216234,47647.1369748875,89470.7086381014,0,0,2.65114026208234e-13,1.15861816800242e-35,0,2608.46769326988,0,0,217697.453215852,15702.5062803822,0,0,0,1123482.30726287,"5_103_8",5,FALSE
"1418",2022-07-31,1000073,0,-41003.4929636601,0,-15304.752888799,0,0,0,0,469092.304259209,266646.432953137,54462.1771551319,47686.800821119,90737.8159074452,0,0,6.15812995895742e-14,1.78154987568266e-37,0,2063.29973405676,0,0,176102.509164354,12493.2626404044,0,0,0,1062976.3567824,"5_103_8",5,FALSE
"1419",2022-08-07,1094489,0,-53501.5007449331,0,-8162.53487402614,0,-25798.9301614044,20475.7544615312,0,478931.086772215,245072.31761335,58971.1566109926,47727.444051529,78956.3762774618,0,0,1.4304246792896e-14,2.73940116528388e-39,0,623.594159929062,0,0,232676.286737739,22898.1076674049,0,0,0,1098869.15857179,"5_103_8",5,FALSE
"1420",2022-08-14,989555,0,-34723.8266944852,0,-1457.59551321895,4323.410669657,-22426.5209899789,0,0,427016.509215939,215397.970853346,52207.5080606115,38909.5317599379,100504.558216614,0,0,3.32262355091183e-15,4.21224173782007e-41,0,128.404001205606,0,0,239314.220164522,15718.5542792689,0,0,0,1034912.72402342,"5_103_8",5,FALSE
"1421",2022-08-21,870487,0,6243.82258235359,0,0,4655.98072116908,-14164.1185199867,0,0,388720.086536463,184695.525446762,40201.8932039174,20244.4579127558,76605.2883868959,0,0,7.71786688311103e-16,6.47695587002308e-43,0,149.380550360437,0,0,181047.616896983,24385.5622818978,0,0,0,912785.495999571,"5_103_8",5,FALSE
"1422",2022-08-28,882402,0,41851.1670795554,0,0,3026.3874687599,-5901.71604999446,0,68728.9202534712,368598.195388085,143761.622451916,35299.1799240018,11887.2211114897,87585.576317889,0,0,1.79272398189904e-16,9.95929482526255e-45,0,86.5035395737277,0,0,228706.256364023,28733.5947612668,0,0,0,1012362.90861004,"5_103_8",5,FALSE
"1423",2022-09-04,842418,0,35397.5026141536,-5288.93369165331,0,1396.79421635072,-168.62045857127,0,68728.9202534712,398952.579686299,121439.662359449,29348.6643259486,12226.6021216271,95160.3248628394,0,0,4.16418075609575e-17,1.53139152723837e-46,0,143.720849153488,0,0,124566.872929329,22327.176597389,0,0,0,904231.266665785,"5_103_8",5,FALSE
"1424",2022-09-11,833846,0,-30594.1346131862,0,-11806.5236570735,764.911118477777,0,0,0,425876.631230301,80635.0647551427,26614.4886355094,13365.0040692299,102532.531914287,0,0,9.67265543637641e-18,2.35474504053115e-48,0,20.9215839283885,0,0,168543.801074607,17914.2674489053,0,0,0,793866.963560129,"5_103_8",5,FALSE
"1425",2022-09-18,782086,0,-126558.910028111,0,-22446.9709035719,3558.49955117922,0,20475.7544615312,0,414990.664471628,59049.1211842974,25576.5001694366,8217.90602723652,64386.1651525593,0,0,2.24678679122907e-18,3.62077503191186e-50,0,26.181832613809,0,0,140865.040782106,21674.5260118988,0,0,0,609814.478712804,"5_103_8",5,FALSE
"1426",2022-09-25,508056,0,-185674.984321907,0,-15304.752888799,4888.77975722753,0,0,0,400269.641485641,69058.5683726649,21804.6368811329,8875.66174219852,45776.4555186955,0,0,5.21888835847185e-19,5.56748675803949e-52,0,4.6569778679373,0,0,111993.322007951,31572.4051557789,0,0,0,493264.390688453,"5_103_8",5,FALSE
"1427",2022-10-02,638213,0,-159353.078216742,0,-8162.53487402614,3259.18650481835,0,0,0,426866.2740197,96930.4071268906,20507.0381957257,12962.6123158587,26510.5909067527,0,0,1.21225546654089e-19,8.56084913526868e-54,0,33.7593026718305,0,0,185794.58146225,28211.4402996517,0,0,0,633560.277043552,"5_103_8",5,FALSE
"1428",2022-10-09,771555,0,-70557.9815981305,-24501.7334991983,-10203.1685925327,1629.59325240918,0,0,0,429911.77756651,108128.069923953,18894.7790585069,4136.93682785025,29934.3970917011,0,0,2.8158550542142e-20,1.31635944730361e-55,0,13.0025721082554,0,0,181418.61314641,23351.3562218334,0,0,0,692155.641971422,"5_103_8",5,FALSE
"1429",2022-10-16,654155,0,-1806.17090918981,0,-15304.752888799,199.542030907246,-25798.9301614044,0,0,416142.852537014,121982.822305799,21240.5742375691,5541.44366910802,88050.224601342,0,0,6.54073329029302e-21,2.02410084224793e-57,0,52.0483072029781,0,0,149772.623541321,29322.6787894899,0,0,0,789394.956060361,"5_103_8",5,FALSE
"1430",2022-10-23,1069448,0,-14761.354832433,0,-8162.53487402614,0,-22426.5209899789,0,51546.6901901034,391220.25785371,107766.47585603,16711.6260462594,18139.2704103553,97599.352745713,0,0,1.5192966665923e-21,3.11235979502474e-59,0,14.2374501755377,0,0,137961.803656079,49062.4101920039,0,0,0,824671.713703992,"5_103_8",5,FALSE
"1431",2022-10-30,807437,0,-78467.5023392338,0,-10203.1685925327,0,-14164.1185199867,0,34364.4601267356,385725.943681027,137298.256129624,15607.860285859,16550.5850325044,82565.4020198602,0,0,3.5290574598786e-22,4.78572178396434e-61,0,23.2407481815811,0,0,215895.263864338,61422.678422042,0,0,0,846618.900858419,"5_103_8",5,FALSE
"1432",2022-11-06,1713793,0,-89059.5824179801,437777.949610898,-15304.752888799,0,-5901.71604999446,0,85911.150316839,457123.713576638,192413.698540258,20331.2232893347,4774.80856842285,105406.307246335,0,0,8.19737634458119e-23,7.35876778453524e-63,0,719.098567255373,0,0,222427.281185045,221291.258445108,0,0,0,1637910.43798936,"5_103_8",5,FALSE
"1433",2022-11-13,731188,0,26086.2292577572,0,-8162.53487402614,0,-168.62045857127,0,17182.2300633678,460814.055097999,171457.975224637,21098.7082687844,7948.49885526617,55286.0845193309,0,0,1.90410554938969e-23,1.13152134100567e-64,0,51.0751803130312,0,0,164128.664110259,82401.9150978311,0,0,0,998124.280342948,"5_103_8",5,FALSE
"1434",2022-11-20,2793394,0,221969.851927716,603107.505910257,-1457.59551321895,0,0,0,223368.990823781,520458.807146478,289037.710809223,41359.6175546291,91784.2817426658,111405.98308964,0,0,4.42290043888652e-24,1.73988442445753e-66,0,2513.97590723193,0,0,238761.309539258,301056.840202959,0,0,0,2643367.27914062,"5_103_8",5,FALSE
"1435",2022-11-27,2009951,0,361518.506855434,0,0,0,0,20475.7544615312,171822.300633678,479685.38799102,264266.398648485,47876.0114464932,61269.5180098492,51739.6734230152,0,0,1.02736155033909e-24,2.67533426084514e-68,0,2544.07416502342,0,0,189280.526387022,295237.604228201,0,0,0,1945715.75624975,"5_103_8",5,FALSE
"1436",2022-12-04,1584944,0,335490.353975693,0,-11806.5236570735,0,0,20475.7544615312,85911.150316839,392901.75868567,193849.582254894,35489.9728478939,44852.0898979587,80608.8146199673,0,0,2.38637918646176e-25,4.11372922628662e-70,0,941.735176221644,0,0,139381.809046031,146522.35411486,0,0,0,1464618.85174049,"5_103_8",5,FALSE
"1437",2022-12-11,1697501,0,160401.892882163,0,-22446.9709035719,0,0,20475.7544615312,68728.9202534712,412998.492288401,242250.619500907,36544.0221122436,85518.4399298462,50605.0819004548,0,0,5.5431368048554e-26,6.32547805142628e-72,0,1890.53860169773,0,0,137558.668572562,125427.098973016,0,0,0,1319952.55857272,"5_103_8",5,FALSE
"1438",2022-12-18,581919,0,-40388.339478582,0,-15304.752888799,0,0,20475.7544615312,0,358764.881922428,109147.322559485,24524.6298974856,62735.6235842697,13703.9038038339,0,0,1.28757264610994e-26,9.72637487256141e-74,0,75.8143095659427,0,0,114550.070660744,77655.7782738129,0,0,0,725940.687105776,"5_103_8",5,FALSE
"1439",2022-12-25,863564,0,-148468.461888812,183489.7196177,-8162.53487402614,0,0,0,206186.760760414,366602.098403772,79775.5819435249,17326.3546457241,60967.6519389983,8552.73844310805,0,0,2.99080354206374e-27,1.49557657765112e-75,0,37.6504305249539,0,0,176792.073064973,56424.8650206004,0,0,0,999524.497506501,"5_103_8",5,FALSE
"1440",2023-01-01,700012,0,-142508.738816629,100249.642201666,-1457.59551321895,0,0,0,240551.220887149,363303.997430954,92983.6671741233,11118.3094496453,112705.460963737,25303.0135198319,0,0,6.94710768689108e-28,2.29967416321637e-77,0,33.3290670139553,0,0,95462.5638906613,166924.469057705,0,0,0,1064669.33931264,"5_103_8",5,FALSE
"1441",2023-01-08,590586,0,-89878.6986257068,0,0,0,0,0,34364.4601267356,324283.214530789,72358.0912002422,12700.7366482605,65200.1428771112,22494.8883090914,0,0,1.61369025195011e-28,3.53609526652977e-79,0,846.628377192608,0,0,128180.983973402,81334.1173482351,0,0,0,651884.564765353,"5_103_8",5,FALSE
"1442",2023-01-15,828218,0,-64978.6855138037,87486.3928794473,-15450.5124401209,0,0,0,0,337510.120121493,63368.9613338074,10142.1029019459,41842.0753057913,71045.6591592656,0,0,3.74831706460005e-29,5.43727886931856e-81,0,29.8832777990507,0,0,150835.478086981,73193.8195275668,0,0,0,755025.294640173,"5_103_8",5,FALSE
"1443",2023-01-22,777044,0,-85814.8773296797,0,-21426.6540443186,0,0,20475.7544615312,0,346999.454878169,70443.0978133201,11705.7739924802,41033.034712753,62556.1919548108,0,0,8.7066776289892e-30,8.36063490216752e-83,0,30.7121556376557,0,0,142463.335742119,49378.7672191946,0,0,0,637844.591556017,"5_103_8",5,FALSE
"1444",2023-01-29,609811,0,-121564.054871832,0,-14284.4360295457,0,0,0,0,341732.0329729,73961.0148734474,7336.16359245035,52983.2711271316,33361.2240140658,0,0,2.02240723046276e-30,1.28557349452452e-84,0,15.2920646084228,0,0,118720.302373036,27409.3631082975,0,0,0,519670.17322456,"5_103_8",5,FALSE
"1445",2023-02-05,593941,0,-140759.527567157,0,-7142.21801477287,0,0,0,0,344991.661527962,85174.998539301,5332.30537573401,70490.0874356072,66784.9224486166,0,0,4.69769432166619e-31,1.97676280469502e-86,0,10.5282061825813,0,0,140269.274707193,26837.658530731,0,0,0,591989.691189397,"5_103_8",5,FALSE
"1446",2023-02-12,561566,0,-138616.215865398,0,-874.557307931372,0,0,0,0,351247.100192296,61623.5563787279,4033.61466248711,103447.044898847,49047.8965852969,0,0,1.09119130941621e-31,3.03957043503841e-88,0,4.09336822732432,0,0,164329.634509582,42906.1361982952,0,0,0,637148.303620429,"5_103_8",5,FALSE
"1447",2023-02-19,619856,0,-124488.757984397,-11695.7096422876,0,0,0,20475.7544615312,0,357673.098909291,38989.5291835126,5692.79030905198,94221.0413399063,53026.1489955316,0,0,2.53464442812691e-32,4.67379718376731e-90,0,9.00526451914985,0,0,114247.135147451,15801.8554808959,0,0,0,563951.891465006,"5_103_8",5,FALSE
"1448",2023-02-26,510636,0,-101534.125224331,0,0,0,0,0,0,359839.016768444,41054.7819527895,6479.46974297924,120877.337313075,50856.1543917271,0,0,5.88753073965727e-33,7.18666686028457e-92,0,7.72190252364896,0,0,120277.111495716,15042.9046335602,0,0,0,612900.372976484,"5_103_8",5,FALSE
"1449",2023-03-05,676609,0,-68769.1492704013,0,-8016.77532270425,0,0,0,0,352754.957612855,76308.4722437641,5937.75850482624,119702.994183773,21715.4121258635,0,0,1.36756926635367e-33,1.10505823273832e-93,0,0.00680065163423336,0,0,136640.086346476,13602.4870430302,0,0,0,649876.250268134,"5_103_8",5,FALSE
"1450",2023-03-12,882591,0,-35357.9854736137,0,-23467.2877628252,0,0,0,0,346147.291637265,82060.3443400773,4706.89369188889,116981.699063025,87960.7217550758,0,0,3.17662154301376e-34,1.699193411192e-95,0,6.48258794543006,0,0,218058.989954552,6905.75149379531,0,0,0,804002.901287186,"5_103_8",5,FALSE
"1451",2023-03-19,773232,0,-18610.0722473636,0,-16325.0697480523,0,0,20475.7544615312,51546.6901901034,348516.870736511,81885.2498971242,4130.9205064751,92907.6669515299,88712.3754255712,0,0,7.37873004008379e-35,2.61276570148136e-97,0,39.0743044480483,0,0,132377.295840135,1865.8284134422,0,0,0,787522.584731456,"5_103_8",5,FALSE
"1452",2023-03-26,521967,0,-23699.1786899922,0,-9182.85173327941,0,0,0,17182.2300633678,320687.326259148,57091.2679096531,4149.5685488315,49907.108044271,28468.5215927588,0,0,1.71394849109978e-35,4.01752064589782e-99,0,356.797616527295,0,0,109336.124749981,4678.00027286882,0,0,0,558974.914634136,"5_103_8",5,FALSE
"1453",2023-04-02,620251,0,-33579.6349464931,0,-2186.39326982843,3525.24254602802,0,0,0,340600.098033947,68660.3366740923,5647.33953368481,62908.6815972513,64223.5907968177,0,0,3.98119922288124e-36,6.17754287384593e-101,0,416.891799081904,0,0,136213.285499391,25881.117800041,0,0,0,672310.556064014,"5_103_8",5,FALSE
"1454",2023-04-09,712058,0,-27042.7332804686,0,0,4888.77975722753,0,20475.7544615312,0,373055.348322446,66208.7541612437,6503.97157724399,121795.23527338,47846.6441955497,0,0,9.24762169608719e-37,9.49890226380561e-103,0,3263.31206788915,0,0,111367.234332183,27444.4689491507,0,0,0,755806.769817377,"5_103_8",5,FALSE
"1455",2023-04-16,764583,0,-4373.7320470197,0,0,3259.18650481835,0,0,0,356289.715221963,99233.6858168203,7764.83354856881,136408.587165941,52042.3617534034,0,0,2.14805897033336e-37,1.46059923921107e-104,0,7426.25450693853,0,0,170610.410317992,23195.5692459942,0,0,0,851856.872035419,"5_103_8",5,FALSE
"1456",2023-04-23,790696,0,13398.1712575865,0,0,1629.59325240918,0,0,0,351408.952643072,123013.757053385,11479.4461986063,136408.257853489,46615.238767878,0,0,4.98956109113107e-38,2.24589123915174e-106,0,10492.7102416572,0,0,169960.563870643,27668.7945275926,0,0,0,892075.485666319,"5_103_8",5,FALSE
"1457",2023-04-30,885338,0,13283.9577607061,0,0,199.542030907246,0,0,0,383300.228040388,145058.708999862,11754.1411743995,135660.299709773,30448.4341520971,0,0,1.15898679812619e-38,3.45339592318493e-108,0,7959.02282331817,0,0,145264.905541325,7364.31789007438,0,0,0,880293.558122851,"5_103_8",5,FALSE
"1458",2023-05-07,1354394,0,11245.5954408465,0,0,0,0,20475.7544615312,0,408499.802594324,181777.717287185,15511.0264761523,137025.400792251,32482.014344697,0,0,2.69212135836642e-39,5.31011617765367e-110,0,14422.4275103002,0,0,188930.671237783,16473.6424191618,0,0,0,1026844.05256423,"5_103_8",5,FALSE
"1459",2023-05-14,946631,0,36444.0644866256,0,0,0,0,0,34364.4601267356,410990.332369337,157674.734470214,16082.1675512595,101346.125166486,55052.663448868,0,0,6.2533217978757e-40,8.16510311802707e-112,0,8600.4348675958,0,0,168566.212665227,53518.6341212207,0,0,0,1042639.82927357,"5_103_8",5,FALSE
"1460",2023-05-21,952822,0,95124.9831355519,0,0,0,0,0,103093.380380207,378418.727470598,149977.589052356,16334.5663793154,53584.1344072679,51659.5700822522,0,0,1.45253605994626e-40,1.25550753877241e-113,0,6988.15920425247,0,0,221946.436244782,33124.5031555641,0,0,0,1110252.04951215,"5_103_8",5,FALSE
"1461",2022-01-02,654913,0,-152622.503258059,0,0,0,0,0,35344.1581898728,349853.723749363,107048.253755953,67889.009462717,4671.19010379254,40918.6175173478,0,0,147697.87406727,0,0,146.253511721533,0,0,105561.74752254,8845.79268257916,0,0,0,715354.117305098,"5_104_5",NA,NA
"1462",2022-01-09,1098519,0,-93407.7302818188,0,-3263.79305211636,0,0,0,70688.3163797456,382729.01156311,107140.423931778,62151.2923548062,10683.1446540735,69976.8304048595,0,0,84717.7579519723,0,0,1234.84855707437,0,0,267947.524889411,8715.29830409975,0,0,0,969312.925656995,"5_104_5",NA,NA
"1463",2022-01-16,963182,0,-75013.6546820054,91043.5852322535,-2837.15343746063,0,0,0,176720.790949364,439322.690241698,136641.440732343,63596.6102616958,17059.2332245339,84222.8962490965,0,0,13338.6981243435,0,0,606.477160341322,0,0,122886.02970131,13444.1168083465,0,0,0,1081031.76056586,"5_104_5",NA,NA
"1464",2022-01-23,557152,0,-105135.013881172,0,-1791.88638155408,0,0,0,0,373922.029190981,119648.666285831,69810.5084814502,27019.6283891407,71376.8453261152,0,0,1152.50670189984,0,0,150.988779725427,0,0,123073.683202043,14082.8458101727,0,0,0,693310.801904633,"5_104_5",NA,NA
"1465",2022-01-30,594670,0,-144365.151963681,0,-746.619325647534,0,0,0,0,362700.72147534,112575.850086594,67820.0873091878,28607.4485552497,44469.4311977745,0,0,92.4577268830166,25807.4262755578,0,296.42215780481,0,0,43101.8060074553,31532.8845467007,0,0,0,571892.764049219,"5_104_5",NA,NA
"1466",2022-02-06,893466,0,-161451.905852784,0,-21.3319807327867,4824.79205272394,0,0,0,405102.652764957,135184.518738648,65953.0946191624,20826.4243423055,91338.9300961514,0,0,7.37138687936567,33266.6152274246,0,701.249171836498,0,0,244787.929652558,17802.9216669313,0,0,0,858323.261886061,"5_104_5",NA,NA
"1467",2022-02-13,836533,0,-155791.212460245,0,0,5195.92990293347,0,0,17672.0790949364,439283.066027066,134162.186302763,69897.0489613322,16180.3221814265,98084.2971522408,0,0,0.587407791650394,34194.6492135367,0,60.6475961384454,0,0,241785.368222613,6147.37768577005,0,0,0,906872.347288304,"5_104_5",NA,NA
"1468",2022-02-20,726653,0,-137971.16823575,-12171.2566105746,0,3377.35443690676,0,0,0,404711.86137107,123267.461460016,72177.7490586479,37055.5638466071,74847.9745654506,0,0,0.0468072389161893,34372.5694423842,0,132.753874420279,0,0,144730.270190819,9267.88732188153,0,0,0,753799.067529118,"5_104_5",NA,NA
"1469",2022-02-27,884322,0,-109753.845679339,0,0,1558.77897088004,0,0,0,419182.464706754,101782.764726834,80179.8280498347,44442.8511567295,86844.4820212339,0,0,0.00372979511165212,20976.1294944494,0,150.271409993923,0,0,155014.323309144,8158.8255630674,0,0,0,808536.877459377,"5_104_5",NA,NA
"1470",2022-03-06,854156,0,-71056.774806174,0,0,111.34135506286,0,15413.0994835143,0,434892.250416544,121427.197373373,89184.3153030694,45669.4167493083,65526.8638604559,0,0,0.000297205483666608,2246.79424894092,0,101.997670994647,0,0,111105.483178395,10041.1029410003,0,0,0,824663.088071689,"5_104_5",NA,NA
"1471",2022-03-13,1041636,0,-34989.1915647255,0,-2773.15749526227,0,0,0,0,413119.218551153,155067.184442943,93138.3688979314,82546.8047071563,112731.183582886,0,0,2.36825603309603e-05,133.273740372212,0,112.585516510116,0,0,258590.627107158,10720.1422534165,0,0,0,1088397.03976322,"5_104_5",NA,NA
"1472",2022-03-20,1023846,0,-20675.1932934632,0,-2986.47730259014,0,0,15413.0994835143,17672.0790949364,390199.024033983,168012.819775355,74187.2326625084,115154.018342951,95363.3383242816,0,0,1.88712420785732e-06,7.52645686724006,0,317.653354334697,0,0,254266.840919265,18111.8214929361,0,0,0,1125043.78334677,"5_104_5",NA,NA
"1473",2022-03-27,984190,0,-29443.1721975713,0,-1941.21024668359,0,0,0,0,365953.752591034,154510.755549173,81146.2666706834,94729.1581825185,127182.810728877,0,0,1.5037385002554e-07,0.423837743787734,0,273.142237233219,0,0,162393.008265301,38345.0221296638,0,0,0,993149.957748123,"5_104_5",NA,NA
"1474",2022-04-03,1024756,0,-38723.245292055,0,-895.943190777041,0,0,15413.0994835143,17672.0790949364,370645.95765845,123066.575136898,85687.158371063,83856.0120883456,97603.779146403,0,0,1.19824093597681e-08,0.0238637625863695,0,387.189620385237,0,0,222157.870801283,49502.3620308722,0,0,0,1026372.91881309,"5_104_5",NA,NA
"1475",2022-04-10,1010760,0,-27031.0339880883,0,-63.9959421983601,0,0,0,0,394223.489789524,129677.652664859,71124.7135822256,115472.233107773,118098.498099417,0,0,9.54807860811946e-10,0.00134361326292737,0,8654.68820064761,0,0,263514.173903508,14993.802909193,0,0,0,1088664.22367048,"5_104_5",NA,NA
"1476",2022-04-17,1048608,0,-188.552419594277,0,0,0,-11277.5828558887,15413.0994835143,0,388061.24885358,126705.887391374,84143.692624042,127433.026602844,108015.386295742,0,0,7.60830333613198e-11,7.56500855389086e-05,0,839.971097826048,0,0,250972.245757968,8414.37047035141,0,0,0,1098532.79337741,"5_104_5",NA,NA
"1477",2022-04-24,962334,0,16666.1669164122,0,0,0,-21441.330367986,0,0,367137.037737378,143255.20216062,83023.7927213359,115791.234629894,72707.2700740157,0,0,6.06261029369528e-12,4.25936200233634e-06,0,1298.46694182169,0,0,129542.243217134,12939.5394921205,0,0,0,920919.623527006,"5_104_5",NA,NA
"1478",2022-05-01,1008991,0,13890.4022485663,0,0,0,-14619.0888872632,0,35344.1581898728,369756.885088471,174097.826938895,93903.0091542539,114036.870003808,90891.2078521932,0,0,4.8309382459383e-13,2.39816842352766e-07,0,1388.04113763529,0,0,168618.559366576,9303.05303989447,0,0,0,1056610.92413314,"5_104_5",NA,NA
"1479",2022-05-08,1075978,0,14902.1918044199,0,0,0,-7796.84740654037,0,0,387220.14917003,180640.454824745,116437.712053266,98172.5063303828,94218.2314531917,0,0,3.84949109467573e-14,1.35025193536678e-08,0,1755.32890798969,0,0,159400.984333086,8830.7630382074,0,0,0,1053781.47450879,"5_104_5",NA,NA
"1480",2022-05-15,1285122,0,51171.1611182005,0,0,0,-1392.29417973935,0,0,413236.183800725,189371.907743359,77569.0244046901,81425.2512490875,107363.999495626,0,0,3.06743347432495e-15,7.60238635062394e-10,0,9332.69340795643,0,0,194702.492821026,9355.95539994428,0,0,0,1132136.37526088,"5_104_5",NA,NA
"1481",2022-05-22,1475683,0,122170.739657182,0,0,0,0,0,53016.2372848092,433515.524459708,211262.825868952,89341.1362240221,75570.2912699628,93032.154123738,0,0,2.44425766627259e-16,4.28040699000642e-11,0,2257.31293824769,0,0,273358.741563913,17224.4490067896,0,0,0,1370749.41239732,"5_104_5",NA,NA
"1482",2022-05-29,1485880,0,188684.144026983,-106675.407728022,0,0,0,0,70688.3163797456,420408.085464817,226260.605417713,111917.499776548,67881.5807601175,94252.5073066524,0,0,1.94768544750497e-17,2.41001748070746e-12,0,16371.105512439,0,0,198522.412231454,14722.5468089963,0,0,0,1303033.39595744,"5_104_5",NA,NA
"1483",2022-06-05,1260758,0,209587.465936589,0,0,0,0,15413.0994835143,0,396175.727438677,202575.455997627,107515.540001765,51820.8403347682,112598.373609253,0,0,1.5519961969507e-18,1.35692336520244e-13,0,13872.4693066535,0,0,194662.338046977,27808.0826356423,0,0,0,1332029.39279147,"5_104_5",NA,NA
"1484",2022-06-12,1785492,0,181235.695920297,0,-1727.89043935572,0,0,0,0,421627.428375366,218174.770523898,114226.252619468,45044.6349137724,91721.1368683298,0,0,1.23669466157126e-19,7.63994881270242e-15,0,401229.13170292,0,0,286202.255730049,17814.5752270177,0,0,0,1775547.99144176,"5_104_5",NA,NA
"1485",2022-06-19,1324483,0,136441.016995992,0,-3285.12503284915,2041.25817615244,-7657.61798856643,0,0,442841.026409758,221737.895959387,134644.261551886,47131.8225674905,85294.6597425434,0,0,9.85449377365604e-21,4.30155595795236e-16,0,124925.693311218,0,0,195151.449872448,6803.44301582774,0,0,0,1386069.78458129,"5_104_5",NA,NA
"1486",2022-06-26,1429763,0,107483.448381861,0,-2239.8579769426,5975.31938837349,-22415.9362938036,0,0,452200.542461604,243876.946521925,116354.291889291,48634.1603947314,117279.34469669,0,0,7.85246759387181e-22,2.4219250826172e-17,0,70108.5238610867,0,0,263780.938856591,7684.49551268319,0,0,0,1408722.21769409,"5_104_5",NA,NA
"1487",2022-07-03,1398221,0,96244.5349793473,56535.3482183634,-1194.59092103606,4156.74392234678,-15593.6948130807,0,0,444439.172289466,243201.377733842,113525.926717588,49000.6134820707,116754.158694363,0,0,6.2571704573649e-23,1.36362775775734e-18,0,27730.6954934503,0,0,244460.770754014,12775.7092674928,0,0,0,1392036.76581823,"5_104_5",NA,NA
"1488",2022-07-10,1315327,0,80945.7019749785,0,-213.319807327867,2338.16845632006,-8771.45333235791,15413.0994835143,17672.0790949364,421807.951286992,233395.068391434,113355.925322206,46857.2473795939,101822.24819416,0,0,4.98597181898274e-24,7.67769686631641e-20,0,6283.38952296848,0,0,232237.919007263,24143.5928601588,0,0,0,1287287.61783484,"5_104_5",NA,NA
"1489",2022-07-17,1252591,0,45218.6804114549,0,-1727.89043935572,556.706775314301,-2088.44126960903,0,0,397751.041145254,225862.301176878,101904.637106181,47638.7567895363,108837.929040284,0,0,3.97302824800451e-25,4.32280942036489e-21,0,5395.87489424392,0,0,198926.762194727,11460.5393786947,0,0,0,1139736.8972036,"5_104_5",NA,NA
"1490",2022-07-24,1138504,0,-4586.73262036325,0,-3285.12503284915,0,0,0,0,389397.471987219,218194.111296133,101712.601668939,48800.5577831671,102022.081304281,0,0,3.16587297973584e-26,2.43389151853306e-22,0,2149.37370761516,0,0,247553.134499897,20713.5047951989,0,0,0,1122670.97938924,"5_104_5",NA,NA
"1491",2022-07-31,1000073,0,-46716.7727486396,0,-2239.8579769426,0,0,0,0,406582.599252932,213418.72086678,105882.126720886,48970.3861331624,103379.418952945,0,0,2.52269832938024e-27,1.3703652758967e-23,0,1689.8409530453,0,0,202968.960845604,16612.2689921714,0,0,0,1050547.69199194,"5_104_5",NA,NA
"1492",2022-08-07,1094489,0,-60956.2081510313,0,-1194.59092103606,0,-21302.1009500121,15413.0994835143,0,417128.918095343,197679.028609637,114966.40670157,49031.1689174975,93875.6526141558,0,0,2.0101902071854e-28,7.71563142845116e-25,0,508.355776017928,0,0,263087.104050419,29449.3119519115,0,0,0,1097686.14617799,"5_104_5",NA,NA
"1493",2022-08-14,989555,0,-39562.12028295,0,-213.319807327867,4824.79205272394,-18517.5125905334,0,0,368573.964304461,175862.800201571,100847.666887236,41090.6204956967,111517.511792668,0,0,1.60180257068502e-29,4.34416789353839e-26,0,103.662486113462,0,0,269509.503974311,20529.6704876173,0,0,0,1034567.24000159,"5_104_5",NA,NA
"1494",2022-08-21,870487,0,7113.81444798258,0,0,5195.92990293347,-11695.2711098106,0,0,328683.982128806,152951.926032454,77004.1044382879,23364.4987420992,91376.1977516876,0,0,1.27638243698623e-30,2.4459170791467e-27,0,119.36425751677,0,0,207641.820920659,31140.1583162898,0,0,0,912896.525828906,"5_104_5",NA,NA
"1495",2022-08-28,882402,0,47682.5587384401,0,0,3377.35443690676,-4873.02962908773,0,70688.3163797456,306650.770686341,121130.511977578,68180.8238148757,13892.6400116114,101311.001503021,0,0,1.01707423577812e-31,1.37713608328998e-28,0,68.9988481211095,0,0,258866.855320439,36198.9123140205,0,0,0,1023175.71440201,"5_104_5",NA,NA
"1496",2022-09-04,842418,0,40329.6637913352,-5503.98147066476,0,1558.77897088004,-139.229417973935,0,70688.3163797456,333921.654869592,103957.352925977,56911.2243613924,13182.9652704204,107051.993622839,0,0,8.10446752562775e-33,7.75375342062245e-30,0,114.54184479198,0,0,145813.17781452,28462.3710035483,0,0,0,896348.829966404,"5_104_5",NA,NA
"1497",2022-09-11,833846,0,-34857.0117046421,0,-1727.89043935572,853.617055481928,0,0,0,361386.370571031,70016.2934947851,52017.2472839672,14092.5505997548,112710.567567096,0,0,6.45797440967561e-34,4.3656318963182e-31,0,16.6592987919387,0,0,195969.129865447,23165.1398340602,0,0,0,793642.673426419,"5_104_5",NA,NA
