"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"1","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"2","trend",0,0,0,0,0,0,0,0,0,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"3","season",0.355987770314136,-1090213.96977205,-0.0150904641883229,-14934.4379420829,-0.0134106800749393,-1090213.96977205,-0.0150904641883229,-14934.4379420829,-0.0134106800749393,FALSE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"4","holiday",0.284537224909874,860551.28750849,0.0119115318152429,71712.6072923741,0.0643957835887366,860551.28750849,0.0119115318152429,71712.6072923741,0.0643957835887366,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"5","print_launch",-242.86045299598,-901012.280615087,-0.0124715825799811,0,0,-901012.280615087,-0.0124715825799811,0,0,FALSE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"6","product_launch",-208.435052325808,-427500.292320232,-0.00591735019970887,0,0,-427500.292320232,-0.00591735019970887,0,0,FALSE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"7","solidcolor_launch",-289.298430783609,-469820.651592581,-0.00650313783749695,0,0,-469820.651592581,-0.00650313783749695,0,0,FALSE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"8","mb_status",-96.4426188071875,-1639.52451972219,-2.26938809598248e-05,0,0,-1639.52451972219,-2.26938809598248e-05,0,0,FALSE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"9","sale_status",14061.4828567138,1687377.94280566,0.0233562558581036,62495.4793631726,0.0561190774717959,1687377.94280566,0.0233562558581036,62495.4793631726,0.0561190774717959,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"10","facebook_cost",1007662.75731726,35572883.6897466,0.492390798760116,487299.776571871,0.437580672907689,35572883.6897466,0.492390798760116,487299.776571871,0.437580672907689,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,13396460,183513.150684932,185743.665592847,2230.51490791564,502787.198356587,0.573015522815081,0.568087200097005,2.73978838290346,2.65539431235913,0.376591904014275,5,FALSE,2.66792333703063,0.00901962490821406,2.54971348678633,2.78581337761342,0.170574214661421
"11","google_ads_cost",642892.806222237,13301238.6017553,0.184112358074163,182208.747969251,0.163618024015845,13301238.6017553,0.184112358074163,182208.747969251,0.163618024015845,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,4808571,65870.8356164384,66419.304376062,548.468759623647,188581.786444838,0.205680144273818,0.21241638605957,2.86290259839632,2.76615206508448,0.361513024761876,5,FALSE,2.69944350726304,0.0176873165083737,2.46778419515355,2.93077168511537,0.00275471100764742
"12","bing_ads_cost",40933.7375039893,561194.745330041,0.00776791477809505,7687.59925109646,0.0069032349594014,561194.745330041,0.00776791477809505,7687.59925109646,0.0069032349594014,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,345244,4729.3698630137,5669.6159130043,940.246049990604,6356.74652671343,0.0147673468333254,0.00896209467762624,1.34410010441914,1.62550180547683,0.615194641205987,5,FALSE,1.10329133492301,0.178904093880642,0,3.44470269421981,0.109826691591938
"13","tiktok_cost",198054.124516833,3829730.61154538,0.0530101560306856,52462.0631718546,0.0471093688291072,3829730.61154538,0.0530101560306856,52462.0631718546,0.0471093688291072,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,1340433,18362.095890411,18623.8954503061,261.799559895146,55168.7112253897,0.0573352151459108,0.0611595326151673,3.00448878791663,2.85708469691912,0.350007124772441,5,FALSE,2.72035838285115,0.0606876136587445,1.92612383807179,3.51469754320861,0.00588011315179159
"14","influencer_cost",241889.28729114,6027850.8601444,0.0834359768446002,82573.2994540329,0.0741483613916139,6027850.8601444,0.0834359768446002,82573.2994540329,0.0741483613916139,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,2350350,32196.5753424658,39338.8703009187,7142.29495845298,83242.615159508,0.100533053810367,0.0962627867790426,2.58544936143301,2.56466094843083,0.389915088234896,5,FALSE,2.62200730253369,0.0266619597436246,2.27335099466845,2.97126092426799,0.527442883334327
"15","tiktok_influencer_cost",0,0,0,0,0,0,0,0,0,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,134900,1847.94520547945,1847.94520548045,9.94305082713254e-10,0,0.0057701657025628,0,0,0,Inf,5,FALSE,0,0,0,0,0
"16","tatari_cost",0,0,0,0,0,0,0,0,0,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,370715,5078.28767123288,5078.28897298656,0.00130175368303753,0,0.0158568345324356,0,0,0,Inf,5,FALSE,0,0,0,0,0
"17","mntn_cost",145803.306517638,204226.096943124,0.00282684563552745,2797.61776634417,0.00251217735691868,204226.096943124,0.00282684563552745,2797.61776634417,0.00251217735691868,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,5702,78.1095890410959,78.1095890564471,1.53512047518234e-08,0.616044073948305,0.000243895365722855,0.00326142329677365,0.00788691992252302,35.8165725961284,0.0279200361038481,5,FALSE,35.3888766616886,0.822829783755437,24.626433204816,46.1650253403952,0.906362163845543
"18","dm_cost",0,0,0,0,0,0,0,0,0,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,30000,410.958904109589,410.958904109589,0,0,0.00128320957062182,0,0,0,Inf,5,FALSE,0.503581534872453,0.10645270437002,0,1.8986830463058,0
"19","sms_cost",76920.8537563236,1925677.18037982,0.0266547332308246,26379.1394572578,0.0236876808678983,1925677.18037982,0.0266547332308246,26379.1394572578,0.0236876808678983,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,490011,6712.47945205479,8857.35884546195,2144.87939340716,27750.1549217785,0.0209595601636657,0.0307524283730752,4.13411394701308,3.92986520788272,0.254461653797731,5,FALSE,2.97569502036206,0.159628839905727,0.894998893062316,5.07348215130451,0.0741037360871564
"20","cj_cost",616936.476350217,1195901.26480008,0.0165533608168762,16382.2091068504,0.0147107354227009,1195901.26480008,0.0165533608168762,16382.2091068504,0.0147107354227009,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,72933,999.082191780822,1319.39616971655,320.313977935725,8695.86470390354,0.00311961078713872,0.0190981481017398,8.70385317188322,16.3972586456073,0.0609858038842298,5,FALSE,16.5742913158056,0.327763369842904,12.2779930375329,20.8576065607687,0.0267291073528424
"21","fig_cost",0,0,0,0,0,0,0,0,0,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,28351,388.369863013699,677.458427658582,289.088564644884,0,0.00121267581788998,0,0,0,Inf,5,FALSE,0,0,0,0,0
"22","linkby_cost",0,0,0,0,0,0,0,0,0,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,5208,71.3424657534247,74.4432307479431,3.1007649945184,0,0.000222765181459949,0,0,0,Inf,5,FALSE,0,0,0,0,0
"23","sms_sends",194369.485067344,4228983.26990823,0.0585365096733353,57931.2776699758,0.0520205604106026,4228983.26990823,0.0585365096733353,57931.2776699758,0.0520205604106026,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,0.00188056794486956
"24","email_campaign_delivery",670868.810412672,5739795.4477772,0.0794487871688995,78627.3349010575,0.07060500285263,5739795.4477772,0.0794487871688995,78627.3349010575,0.07060500285263,TRUE,0.6209837,0.809781408214771,0.798215610147228,0.161404778953161,0.0655303644891718,0.32729970729978,0.588628164351866,0.32729970729978,0.0387802838667255,0,60966.8992282974,0.00157188,36469502.4741323,1e-04,"2_52_6",2,52,6,975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,0.000401659009841409
