"","ds","dep_var","trend","season","holiday","print_launch","product_launch","solidcolor_launch","mb_status","sale_status","facebook_cost","google_ads_cost","bing_ads_cost","tiktok_cost","influencer_cost","tiktok_influencer_cost","tatari_cost","mntn_cost","dm_cost","sms_cost","cj_cost","fig_cost","linkby_cost","sms_sends","email_campaign_delivery","organic_impressions","intercept","depVarHat","solID","cluster","top_sol"
"13",2022-03-27,984190,0,-27522.2158430844,0,-22100.3012226342,0,0,0,0,495161.821175032,199269.477987047,10521.8244288401,71955.041939204,128949.657660599,0,0,8.49118807141178,0,29423.382053562,1994.47363671952,0,0,16169.2719167128,91219.0340156852,0,0,995049.958935755,"2_52_6",5,FALSE
"14",2022-04-03,1024756,0,-36196.8305562046,0,-10200.1390258312,0,0,-96.4426188071875,14061.4828567138,504437.775029045,165500.374794262,11292.5367448316,66633.7011853252,103935.175874602,0,0,3.64214829417609,0,29866.3509820201,2540.42774712348,0,0,84249.3527013345,102223.780158417,0,0,1038251.18802113,"2_52_6",5,FALSE
"15",2022-04-10,1010760,0,-25267.4523957472,0,-728.581358987941,0,0,0,0,536734.000169116,175132.968265724,8879.7723250963,87453.5693244305,119273.650117981,0,0,1.5622068595028,0,29963.337598572,23564.5348456173,0,0,131701.59576554,19398.6380237687,0,0,1106107.59488797,"2_52_6",5,FALSE
"16",2022-04-17,1048608,0,-176.250723087425,0,0,0,-23433.1728934724,-96.4426188071875,0,526054.043352033,171475.502207701,11027.7328010065,92324.9231212573,110834.283137725,0,0,0.670063433086898,0,29984.6385127352,5681.72895927633,0,0,110395.279259286,15576.8858333302,0,0,1049649.82101242,"2_52_6",5,FALSE
"17",2022-04-24,962334,0,15578.8187520163,0,0,0,-44551.9583406758,0,0,497157.372859578,189744.264839616,10839.0705644043,84207.0248160993,80016.8041195742,0,0,0.28740331840029,0,29989.3200180779,6511.34631041895,0,0,4687.11150324024,32405.2806833244,0,0,906584.743528991,"2_52_6",5,FALSE
"18",2022-05-01,1008991,0,12984.152871403,0,0,0,-30376.335232279,0,28122.9657134277,503089.7923389,225407.089757103,12726.0219211296,84102.7705148869,87210.1611536095,0,0,0.123272722471767,0,27643.1634155654,6815.57013038937,0,0,31959.3369671085,19344.7790203039,0,0,1009029.59184427,"2_52_6",5,FALSE
"19",2022-05-08,1075978,0,13929.9303969061,0,0,0,-16200.7121238821,0,0,527155.803090619,231603.637954608,16900.850020135,74251.1174078814,90895.0878747127,0,0,0.0528739696572942,0,27117.7531212364,8041.83714096694,0,0,23824.8616054328,20122.7591674115,0,0,1017642.97853,"2_52_6",5,FALSE
"20",2022-05-15,1285122,0,47832.6089249492,0,0,0,-2892.98430783609,0,0,561522.393772644,243219.926331606,9933.45706362481,64678.2613188305,104988.86962261,0,0,0.0226786254119877,0,27001.8236945265,26063.3797078221,0,0,53617.9479178623,21996.5921293505,0,0,1157962.29885461,"2_52_6",5,FALSE
"21",2022-05-22,1475683,0,114199.972883072,0,0,0,0,0,42184.4485701415,587225.398367842,277353.059421392,11924.9404301714,62287.1448948019,93383.5958150696,0,0,0.00972728155428375,0,26976.3193012311,10937.2136334986,0,0,144383.228228616,43893.1388968772,0,0,1414748.47016999,"2_52_6",5,FALSE
"22",2022-05-29,1485880,0,176373.853443231,-63088.7927693919,0,0,0,0,56245.9314268553,567135.18114931,304428.52446963,16036.3995022942,57522.8435556385,92416.3502420946,0,0,0.0041722106131897,0,33096.1456038797,39325.1855448149,0,0,40589.9974140519,31152.0605458404,0,0,1351233.68430046,"2_52_6",5,FALSE
"23",2022-06-05,1260758,0,195913.383137015,0,0,0,0,-96.4426188071875,0,534414.859532076,257767.878631634,15211.321421052,46485.5627403822,111061.061219233,0,0,0.0017895381073242,0,38431.5717128496,37959.560555867,0,0,48681.5055050847,67230.0083296406,0,0,1353060.27195557,"2_52_6",5,FALSE
"24",2022-06-12,1785492,0,169411.363290586,0,-19671.6966926744,0,0,0,0,572239.263430407,288818.701195661,16479.8340984871,42853.7243700049,93767.3429190518,0,0,0.000767565903206059,0,39518.3239061213,342674.46872791,0,0,156571.703167807,33328.6608046258,0,0,1735991.68998555,"2_52_6",5,FALSE
"25",2022-06-19,1324483,0,127539.216712641,0,-37400.509761381,-11463.9278779194,-15911.4136930985,0,0,599297.251383001,294079.785470518,20505.6900939899,45238.5243814438,84581.2436150763,0,0,0.000329223172725367,0,39753.0206017539,190132.67526883,0,0,33801.9241457287,10829.0607580511,0,0,1380982.54142786,"2_52_6",5,FALSE
"26",2022-06-26,1429763,0,100470.922293102,0,-25500.3475645779,-33558.0434244551,-46577.0473561611,0,0,610328.384664354,347501.717624418,16893.4119739688,46200.9357424018,115680.854290295,0,0,0.000141209890669372,0,38300.3009017015,126870.628384968,0,0,133267.12456349,18546.4198603671,0,0,1448425.26209508,"2_52_6",5,FALSE
"27",2022-07-03,1398221,0,89965.2675888431,33435.5119315546,-13600.1853677749,-23344.7258604905,-32401.4242477642,0,0,598661.124561954,342081.288629909,16349.0419624546,46325.5744817133,118849.2775491,0,0,6.05675264080083e-05,0,33926.8577387063,68490.4864931221,0,0,101452.016297099,32854.8196210501,0,0,1413044.93144004,"2_52_6",5,FALSE
"28",2022-07-10,1315327,0,75664.5739927816,0,-2428.6045299598,-13131.4082965259,-18225.8011393674,-96.4426188071875,14061.4828567138,567752.544746123,315698.266976687,16315.491268397,44614.8376571271,105069.160355817,0,0,2.5978529100453e-05,0,32908.0439330566,24840.1869872024,0,0,87592.2574845766,59667.6513768537,0,0,1310302.24107665,"2_52_6",5,FALSE
"29",2022-07-17,1252591,0,42268.4850012925,0,-19671.6966926744,-3126.52578488712,-4339.47646175414,0,0,536447.439354135,300309.884331408,14175.3014303991,45449.5486348906,109222.665456934,0,0,1.11426702418941e-05,0,32681.4137247094,19728.785407988,0,0,48843.4601955342,19717.3135252522,0,0,1141706.59813437,"2_52_6",5,FALSE
"30",2022-07-24,1138504,0,-4287.48112958313,0,-37400.509761381,0,0,0,0,527452.807479137,285825.515901823,14138.0520605114,46274.2544611065,102936.633643911,0,0,4.77929676589015e-06,0,32631.4677331231,10345.6474726204,0,0,113707.447615219,51136.1499729324,0,0,1142759.9854542,"2_52_6",5,FALSE
"31",2022-07-31,1000073,0,-43668.8375305716,0,-25500.3475645779,0,0,0,0,552175.306581049,277948.94263116,14906.1209721007,46284.11740549,103106.445502318,0,0,2.04992852521102e-06,0,32139.0535184906,8204.46368122825,0,0,50955.0322021274,33968.3235481957,0,0,1050518.62094906,"2_52_6",5,FALSE
"32",2022-08-07,1094489,0,-56979.2516394362,0,-13600.1853677749,0,-44262.6599098922,-96.4426188071875,0,565264.05163611,251952.453438971,16621.003233838,46311.6634382312,94005.2819263472,0,0,8.79252150320537e-07,0,31950.6905222477,3568.55099365239,0,0,132275.395986092,69696.1045184832,0,0,1096706.65615894,"2_52_6",5,FALSE
"33",2022-08-14,989555,0,-36980.9749551115,0,-2428.6045299598,-27096.556802355,-38476.69129422,0,0,495245.805018969,222667.789880852,13981.9243917199,39983.9632792143,110184.528140996,0,0,3.7712746290028e-07,0,31909.2003609803,1134.63694324522,0,0,134621.035206463,39049.0309924482,0,0,983795.086633619,"2_52_6",5,FALSE
"34",2022-08-21,870487,0,6649.68894626032,0,0,-29180.9073256131,-24301.0681858232,0,0,444333.656235338,196636.978983894,9838.57736671944,25096.0519540312,93294.0745886547,0,0,1.61756924019433e-07,0,31900.0758518054,1081.32309783737,0,0,50799.4962312233,70558.2926817382,0,0,876706.240426227,"2_52_6",5,FALSE
"35",2022-08-28,882402,0,44571.612893605,0,0,-18967.5897616485,-10125.4450774263,0,56245.9314268553,417833.448937416,163574.747614418,8412.26749797243,17333.574179909,99420.7004400179,0,0,6.93805279174939e-08,0,29100.1139768605,731.751187896989,0,0,126739.163405585,75735.5609130719,0,0,1010605.8376346,"2_52_6",5,FALSE
"36",2022-09-04,842418,0,37698.4417404492,-3255.10400011461,0,-8754.27219768394,-289.298430783609,0,56245.9314268553,458544.112344553,148262.925998298,6687.16245341562,17863.8084069646,106000.693325305,0,0,2.97585879756845e-08,0,24534.573312484,1001.80457836017,0,0,8694.1113384798,54276.5610825724,0,0,907511.451379185,"2_52_6",5,FALSE
"37",2022-09-11,833846,0,-32582.8410519982,0,-19671.6966926744,-4794.00620349358,0,0,0,494454.596222867,114162.02350633,5970.93109081622,19036.202204016,113086.853103772,0,0,1.27640072061649e-08,0,23503.5110477211,282.38622053949,0,0,55225.1503300459,45543.5051009134,0,0,814216.614878868,"2_52_6",5,FALSE
"38",2022-09-18,782086,0,-134785.601923278,0,-37400.509761381,-22302.5505988615,0,-96.4426188071875,0,479629.678892308,97015.6719078652,5719.5336999754,13380.4865548431,85853.4852253366,0,0,5.47471809119906e-09,0,23275.8642093581,281.954191793791,0,0,25507.4017857793,60316.4575348033,0,0,596395.429099741,"2_52_6",5,FALSE
"39",2022-09-25,508056,0,-197744.390484752,0,-25500.3475645779,-30639.9526918938,0,0,0,459956.689587856,109144.957742152,4696.76669763303,14267.0170629959,68038.1498300427,0,0,2.34820755692028e-09,0,23801.2528131227,87.6353864401643,0,0,11488.6749098438,85960.8273412083,0,0,523557.280630073,"2_52_6",5,FALSE
"40",2022-10-02,638213,0,-169711.485038865,0,-13600.1853677749,-20426.6351279292,0,0,0,495769.649920724,133786.181060631,4386.10582087803,18703.6552413054,49379.3142174795,0,0,1.00718952803098e-09,0,27305.0553083922,307.991009773386,0,0,77955.2321157689,68899.7071603583,0,0,672754.586320743,"2_52_6",5,FALSE
"41",2022-10-09,771555,0,-75144.4526354027,-15079.7297475762,-17000.2317097186,-10213.3175639646,0,0,0,499677.546648981,141015.850009119,3981.71725671981,8080.81631257486,48361.7344173461,0,0,4.32002163686805e-10,0,28058.2617153455,172.825551750387,0,0,63970.2437361966,57338.0401104428,0,0,733219.304101815,"2_52_6",5,FALSE
"42",2022-10-16,654155,0,-1923.57719513694,0,-25500.3475645779,-1250.61031395485,-44262.6599098922,0,0,481138.187867445,151941.863079735,4621.07626817606,10247.3207170765,95421.1114384965,0,0,1.85293695214373e-10,0,28222.8927274921,437.012741679199,0,0,30569.3401654856,77862.9546554227,0,0,807524.564677447,"2_52_6",5,FALSE
"43",2022-10-23,1069448,0,-15720.8852055587,0,-13600.1853677749,0,-38476.69129422,0,42184.4485701415,447811.53274056,138449.299085927,3425.32751764539,23844.8751127488,107112.88928708,0,0,7.94758831603636e-11,0,28259.0357800335,192.474094241617,0,0,25043.5924889393,125416.435781392,0,0,873942.148591156,"2_52_6",5,FALSE
"44",2022-10-30,807437,0,-83568.1148949581,0,-17000.2317097186,0,-24301.0681858232,0,28122.9657134277,440683.811425434,165022.876237825,3180.94895861427,22056.2114913093,96995.3642526765,0,0,3.40886720231473e-11,0,36628.3951787845,248.91155314399,0,0,114768.710223123,140156.845948692,0,0,922995.626192529,"2_52_6",5,FALSE
"45",2022-11-06,1713793,0,-94848.7105378588,269432.902361638,-25500.3475645779,0,-10125.4450774263,0,70307.4142835692,536465.03024726,210928.456287162,4415.59126000143,8918.74093557899,114894.409501268,0,0,1.46212601117874e-11,0,41134.530046118,3037.43132244316,0,0,114997.087971628,397879.460151054,0,0,1641936.55118786,"2_52_6",5,FALSE
"46",2022-11-13,731188,0,27781.9089279012,0,-13600.1853677749,0,-289.298430783609,0,14061.4828567138,541009.867924537,187156.775253692,4584.59772384431,13268.593878748,80254.0692711285,0,0,6.27132811484654e-12,0,42053.4445692897,595.773424369341,0,0,36347.861440343,105417.90783073,0,0,1038642.79930274,"2_52_6",5,FALSE
"47",2022-11-20,2793394,0,236398.528513343,371185.908056627,-2428.6045299598,0,0,0,182799.27713728,620850.816717892,319376.348803742,10683.0478760559,75389.9160872754,119640.666100103,0,0,2.68988828755996e-12,0,42252.0269176418,7929.17861422318,0,0,140140.5649509,474436.224756095,0,0,2598653.90000122,"2_52_6",5,FALSE
"48",2022-11-27,2009951,0,385018.245985929,0,0,0,0,-96.4426188071875,140614.828567138,565797.863386572,272245.532095856,12726.2751588879,54860.2601460243,79097.1914307858,0,0,1.15374269485648e-12,0,35357.3505866601,9077.69424952559,0,0,62438.0370240075,411596.766545143,0,0,2028733.60255772,"2_52_6",5,FALSE
"49",2022-12-04,1584944,0,357298.188567074,0,-19671.6966926744,0,0,-96.4426188071875,70307.4142835692,449206.817678545,198485.231136207,8450.41474171324,44073.8487752182,92677.9409080674,0,0,4.94861519748159e-13,0,22301.8193812007,4725.77788748986,0,0,21115.4740421112,183655.060143114,0,0,1432529.84823283,"2_52_6",5,FALSE
"50",2022-12-11,1697501,0,170828.475663652,0,-37400.509761381,0,0,-96.4426188071875,56245.9314268553,477190.707259287,256579.623015244,8888.09115443682,70987.5723366762,71618.8850458798,0,0,2.122552323141e-13,0,19203.9920059726,7163.90736192244,0,0,25614.8510512216,213352.927860709,0,0,1340178.01180167,"2_52_6",5,FALSE
"51",2022-12-18,581919,0,-43013.6973058096,0,-25500.3475645779,0,0,-96.4426188071875,0,404474.584529126,126179.468494587,5312.62199279393,55914.2631779214,39702.8219579316,0,0,9.10401836611584e-14,0,18521.62027749,929.167323813241,0,0,12890.933076106,133515.729937961,0,0,728830.723278536,"2_52_6",5,FALSE
"52",2022-12-25,863564,0,-158119.337452115,112929.780392232,-13600.1853677749,0,0,0,168737.794280566,415427.65763865,114383.905616059,3508.60111539605,55066.6802963575,26611.4049632714,0,0,3.90488137827964e-14,0,18371.6966992367,424.401794019622,0,0,66675.8927355102,110643.895551877,0,0,921062.188263285,"2_52_6",5,FALSE
"53",2023-01-01,700012,0,-151772.215298473,61699.2063741854,-2428.6045299598,0,0,0,196860.759993994,410990.046701477,129233.69018144,2085.59984231287,87664.4595139146,40902.6667166012,0,0,1.67487563900209e-14,0,14983.165903716,346.593210504352,0,0,4486.26377102386,327968.309502015,0,0,1123019.94188275,"2_52_6",5,FALSE
"54",2023-01-08,590586,0,-95721.0716468399,0,0,0,0,0,28122.9657134277,359399.079639004,109036.243987113,2518.51506956986,57086.5255377672,39462.4397188562,0,0,7.1838505049763e-15,0,14249.4432876068,3469.44010071743,0,0,22715.6912551081,125010.039504436,0,0,665349.312166766,"2_52_6",5,FALSE
"55",2023-01-15,828218,0,-69202.4863142078,53843.9927630225,-25743.2080175739,0,0,0,0,377151.802647048,102207.664767676,1925.38995847357,41847.6909893387,80377.3271078591,0,0,3.08128596990022e-15,0,14088.9407510272,443.777235187163,0,0,38024.5643056789,144933.73158616,0,0,759899.187779688,"2_52_6",5,FALSE
"56",2023-01-22,777044,0,-91393.0903188403,0,-35700.4865904091,0,0,-96.4426188071875,0,389592.742885714,110048.352667036,2306.94119027617,41625.0421439255,77328.7617591569,0,0,1.32162037917231e-15,0,14053.6994264965,334.449320663217,0,0,28644.2090361944,97449.2930200882,0,0,634193.471921494,"2_52_6",5,FALSE
"57",2023-01-29,609811,0,-129466.06686558,0,-23800.3243936061,0,0,0,0,382555.669572177,112715.424629774,1316.23651862341,50033.3461682331,55822.7984491838,0,0,5.66867354638985e-16,0,14889.7267838521,197.396897339288,0,0,14457.2808470143,55955.1476959131,0,0,534676.636302924,"2_52_6",5,FALSE
"58",2023-02-05,593941,0,-149909.300304194,0,-11900.162196803,0,0,0,0,386903.487389758,122781.312009375,921.025242254306,61400.8723816841,78584.3131445522,0,0,2.43139862867918e-16,0,15716.1357890693,144.025299466985,0,0,29757.8129736003,67307.8442677717,0,0,601707.365996536,"2_52_6",5,FALSE
"59",2023-02-12,561566,0,-147626.667198657,0,-1457.16271797588,0,0,0,0,395157.576711436,99240.2189181443,676.992225165075,81822.149067366,67282.2952270479,0,0,1.04287171296148e-16,0,15898.5464467661,73.084694853446,0,0,50046.3820752914,111704.63840572,0,0,672818.053855157,"2_52_6",5,FALSE
"60",2023-02-19,619856,0,-132580.884063249,-7198.19030835468,0,0,0,-96.4426188071875,0,403630.547380851,76807.7812082514,1027.74424595276,75681.8590227577,69039.9400721762,0,0,4.47306910872947e-17,0,15938.6768945536,117.557084561675,0,0,10950.7407648476,29608.5145837281,0,0,542927.844267269,"2_52_6",5,FALSE
"61",2023-02-26,510636,0,-108134.134381176,0,0,0,0,0,0,406456.660907523,81809.5257544917,1185.58495417579,92431.819431563,67430.4713969192,0,0,1.91858183540634e-17,0,19671.1926324691,109.254545155828,0,0,17033.2333530463,41238.6553693659,0,0,619232.263963534,"2_52_6",5,FALSE
"62",2023-03-05,676609,0,-73239.3410792172,0,-13357.3249147789,0,0,0,0,397036.820847466,118051.967590875,1063.54054128876,91375.7070095057,44345.4320416466,0,0,8.22915132692129e-18,0,23281.1149145943,2.31778036177817,0,0,27059.2289080908,37764.9969608524,0,0,653384.460600686,"2_52_6",5,FALSE
"63",2023-03-12,882591,0,-37656.3558725101,0,-39100.5329323528,0,0,0,0,388342.458281378,119734.969955177,811.65055042906,89670.3228562122,95314.3999805061,0,0,3.52963477041509e-18,0,24066.2745220431,80.4740901915987,0,0,117771.816109277,17196.1054561795,0,0,776231.58299653,"2_52_6",5,FALSE
"64",2023-03-19,773232,0,-19819.7802836594,0,-27200.3707355498,0,0,-96.4426188071875,42184.4485701415,391532.101661761,118997.883261664,703.936952614263,74649.7903938597,99618.9404221909,0,0,1.51392544839544e-18,0,24238.2856236108,336.916409289685,0,0,13870.2172062281,3982.47389990093,0,0,722998.400763244,"2_52_6",5,FALSE
"65",2023-03-26,521967,0,-25239.6932314635,0,-15300.2085387468,0,0,0,14061.4828567138,354830.905566961,94913.2605096124,713.097709671962,47123.5175377335,58441.5227246323,0,0,6.49350545419118e-19,0,24317.8390885192,1825.11367789874,0,0,10638.0992656197,19729.8726976875,0,0,586054.809864839,"2_52_6",5,FALSE
"66",2023-04-02,620251,0,-35762.4074640157,0,-3642.9067949397,-22094.1155465356,0,0,0,381253.308326695,108961.441061116,1021.13984156597,56517.8740709052,77396.0342504575,0,0,2.78518424591519e-19,0,24577.292567527,2264.26770437454,0,0,27464.106701817,92648.9603667537,0,0,710604.995085721,"2_52_6",5,FALSE
"67",2023-04-09,712058,0,-28800.5884536221,0,0,-30639.9526918938,0,-96.4426188071875,0,424150.980287133,105416.022529339,1191.89955491862,93324.7382287168,66356.9816695592,0,0,1.19461688889278e-19,0,24634.2541679219,10041.4980691599,0,0,11737.8292354139,71501.5038682041,0,0,748818.723846044,"2_52_6",5,FALSE
"68",2023-04-16,764583,0,-4658.0371660734,0,0,-20426.6351279292,0,0,0,401615.841740454,136077.185308565,1456.01025153456,102067.002280323,68171.0349456492,0,0,5.12393215393521e-20,0,24646.7720694278,19580.4116090592,0,0,59740.3872215532,57546.3092521154,0,0,845816.282384679,"2_52_6",5,FALSE
"69",2023-04-23,790696,0,14269.0907911883,0,0,-10213.3175639646,0,0,0,395279.073378933,153618.170116842,2289.82140478283,101874.217807741,64066.4757194605,0,0,2.19774899905065e-20,0,24649.5236151238,26214.3233023443,0,0,52564.7552040887,73326.0462887283,0,0,897938.180065268,"2_52_6",5,FALSE
"70",2023-04-30,885338,0,14147.4530896518,0,0,-1250.61031395485,0,0,0,437735.899196035,170386.07981978,2321.9893535543,101383.02637362,50842.716545064,0,0,9.42655077725533e-21,0,29171.9066859962,22370.3029470155,0,0,28472.124167718,12862.714276007,0,0,868443.602140487,"2_52_6",5,FALSE
"71",2023-05-07,1354394,0,11976.5913766442,0,0,0,0,-96.4426188071875,0,471243.415222617,200628.010007185,3223.95422949769,102284.748737093,50430.284992436,0,0,4.04322147772822e-21,0,30850.7958957698,33088.0291364807,0,0,78554.9488934984,55014.5027368636,0,0,1037198.83860928,"2_52_6",5,FALSE
"72",2023-05-14,946631,0,38813.0331342891,0,0,0,0,0,28122.9657134277,474402.626467914,176028.793119959,3333.56750768643,79583.1528229986,68349.6243934346,0,0,1.73421225899582e-21,0,31214.0265210321,24153.9218904644,0,0,48022.8356635211,150458.044201321,0,0,1122482.59143605,"2_52_6",5,FALSE
"73",2023-05-21,952822,0,101308.379686734,0,0,0,0,0,84368.897140283,430730.431455232,171556.681668072,3384.17969103587,49504.4651985982,67599.8855864581,0,0,7.43835621129817e-22,0,31293.5820402321,20420.9778214871,0,0,119751.913641098,69532.9811228628,0,0,1149452.37505209,"2_52_6",5,FALSE
"74",2022-01-02,654913,0,-147930.9620412,0,0,0,0,0,27729.6932272036,481842.179347907,155920.595250307,8339.1559308853,4937.47710618745,53001.35726801,0,0,99757.313514297,0,5505.25969250362,2225.99036746354,0,0,5329.81139862961,5436.10331115733,0,0,702093.974373351,"2_68_14",5,FALSE
"75",2022-01-09,1098519,0,-90536.4222686786,0,-34306.838123775,0,0,0,55459.3864544072,528183.354587582,157471.91821917,7518.35341268313,12575.2679922502,73146.3225012224,0,0,53671.1579331377,0,4859.04665099833,6691.25606178691,0,0,153430.326905573,13618.2820840182,0,0,941781.412410376,"2_68_14",5,FALSE
"76",2022-01-16,963182,0,-72707.7715700453,57171.2154392923,-29822.2841206672,0,0,0,138648.466136018,598229.041214383,189443.011973182,7719.20514289727,18369.3929151354,86701.907729625,0,0,20275.5524350761,0,4719.86608687613,4439.67854405436,0,0,4318.59583042676,25964.1623325687,0,0,1053470.04008882,"2_68_14",5,FALSE
"77",2022-01-23,557152,0,-101903.214897214,0,-18835.126813053,0,0,0,0,504349.768405535,168829.314407933,8605.97300574115,27292.0285904485,79355.7201303198,0,0,6299.89189309981,0,4689.38492326658,1749.84427781495,0,0,14819.3614188184,23798.5052707914,0,0,719051.450613502,"2_68_14",5,FALSE
"78",2022-01-30,594670,0,-139927.437693129,0,-7847.96950543873,0,0,0,0,499363.483505719,162399.508407046,8320.61646224288,27411.8825945438,60123.294134592,0,0,1822.10346129878,0,6358.98345370216,2466.93152209619,0,0,352.792594219379,71233.2440923195,0,0,692077.433029212,"2_68_14",5,FALSE
"79",2022-02-06,893466,0,-156488.953112008,0,-224.227700155392,-22950.6483641155,0,0,0,555994.521357921,187464.367919665,8053.77621127335,19659.6480003352,91707.3285985926,0,0,515.57981960605,0,7444.99994784524,4496.55555687072,0,0,128363.772844434,22847.9237948553,0,0,846884.644875119,"2_68_14",5,FALSE
"80",2022-02-13,836533,0,-151002.266669952,0,0,-24716.0828536628,0,0,13864.8466136018,596611.147651271,184831.606918578,8618.99354542019,15946.2530471662,100344.871042071,0,0,144.9708767948,0,7686.76400604761,990.040560264386,0,0,109486.000339257,5076.29738039755,0,0,867883.442457255,"2_68_14",5,FALSE
"81",2022-02-20,726653,0,-133730.001902488,-7642.99354067572,0,-16065.4538548808,0,0,0,547183.492746625,172898.466091987,8950.2850126896,36742.1279155067,85326.4538359359,0,0,40.6904118051686,0,7740.07672753768,1378.48585252724,0,0,14578.9189137811,17117.3601024325,0,0,734517.908312783,"2_68_14",5,FALSE
"82",2022-02-27,884322,0,-106380.066061514,0,0,-7414.82485609885,0,0,0,570627.206190482,150660.265645788,10131.8549628061,40498.4565275566,91048.4693292187,0,0,11.4152650145107,0,9818.58471287567,1518.47230549028,0,0,30395.8021028648,12162.8228717089,0,0,803078.458996192,"2_68_14",5,FALSE
"83",2022-03-06,854156,0,-68872.5242492522,0,0,-529.630346864204,0,1386.24014722707,0,589730.302175677,173091.764502989,11500.3259183305,40641.5972641812,76741.5611905235,0,0,3.20198208569858,0,11078.4820998344,1185.24524238938,0,0,9524.30472421232,17465.2006009682,0,0,862946.071252302,"2_68_14",5,FALSE
"84",2022-03-13,1041636,0,-33913.6409030192,0,-29149.601020201,0,0,0,0,559193.383902277,209778.327780093,12115.0238524855,70020.417462934,111929.516812268,0,0,0.898120647912969,0,11351.1007468723,1238.76749827804,0,0,142368.793255405,17789.1528725702,0,0,1072722.14038061,"2_68_14",5,FALSE
