"","ds","dep_var","trend","season","holiday","print_launch","product_launch","solidcolor_launch","mb_status","sale_status","facebook_cost","google_ads_cost","bing_ads_cost","tiktok_cost","influencer_cost","tiktok_influencer_cost","tatari_cost","mntn_cost","dm_cost","sms_cost","cj_cost","fig_cost","linkby_cost","sms_sends","email_campaign_delivery","organic_impressions","intercept","depVarHat","solID","cluster","top_sol"
"1309",2023-04-16,764583,0,-6132.93734997549,0,0,-34945.9635307821,0,0,0,48791.0376230304,28342.3105894448,657.499252890605,86393.7353292581,15057.5783178608,3.16436668903799e-165,2579.63770163807,0,0,51484.7641488354,103829.60546645,0,0,81382.7277039494,44515.261929559,0,300293.374942751,722248.632124909,"4_76_1",1,FALSE
"1310",2023-04-23,790696,0,18787.1922750758,0,0,-17472.9817653911,0,0,0,46811.635445693,36169.3990317522,870.718409785294,88040.3639007042,12935.4062696342,1.66385099170522e-241,2417.02087669449,0,0,51529.5507069379,120553.13718766,0,0,97096.7792539245,45993.3967166397,0,300293.374942751,804024.993251861,"4_76_1",1,FALSE
"1311",2023-04-30,885338,0,18627.0397523884,0,0,-2139.5487875989,0,0,0,53693.786475288,44059.3104685077,1013.77316070986,88206.8073423532,9280.60592323754,0,2264.65229895137,0,0,56305.026557029,125728.761031587,0,0,87964.9048031511,29436.3864218029,0,300293.374942751,814734.880390158,"4_76_1",1,FALSE
"1312",2023-05-07,1354394,0,15768.8060357692,0,0,0,0,2225.29068887338,0,70713.3389612219,53851.9285924823,1198.77375789464,88219.3775520293,7135.2088660009,0,2121.83340141033,0,0,60496.2677153377,137149.431280177,0,0,114146.08213628,29147.6093735788,0,300293.374942751,882467.323303806,"4_76_1",1,FALSE
"1313",2023-05-14,946631,0,51102.619427096,0,0,0,0,0,25039.7148569501,83775.4018303446,55964.3897479034,1333.7549548711,86812.7067190415,8780.06170600762,0,1987.91872579934,0,0,62732.0217487966,136672.367210093,0,0,111765.642503114,53820.8173337661,0,300293.374942751,980080.791706533,"4_76_1",1,FALSE
"1314",2023-05-21,952822,0,133386.214728299,0,0,0,0,0,75119.1445708503,77091.5079109543,53422.2200979554,1377.24847555247,82276.3146222647,9774.96435767997,0,1862.31149476426,0,0,63660.3913280092,135022.320333208,0,0,152911.469590832,58137.5162121496,0,300293.374942751,1144334.99866527,"4_76_1",1,FALSE
"1315",2022-01-02,654913,0,-187393.894616899,0,0,0,0,0,27282.6909206745,164719.402847614,57841.367115772,22783.336342294,25243.2613894458,44621.7687447568,0,0,66429.2651461518,0,44378.6057620363,114321.093991685,0,0,65828.9892383277,31532.5232762692,0,255886.284146941,733474.694305069,"4_79_16",2,FALSE
"1316",2022-01-09,1098519,0,-114688.450203431,0,74135.1097231526,0,0,0,54565.381841349,148572.130907312,46451.3115307692,19117.2387993584,25311.850595885,31931.6582445995,6056.98845412742,0,29889.2403841011,0,37477.3214002386,109773.227698042,0,0,149927.187240137,22278.8007560107,0,255886.284146941,896685.281518593,"4_79_16",2,FALSE
"1317",2022-01-16,963182,0,-92103.7238954202,121144.460625196,64444.2457070542,0,0,0,136413.454603372,198253.667950768,48338.5020358414,18715.6488011724,27145.6224532489,31021.9988165537,20265.9694806711,0,1395.58724811383,0,33805.0659096403,99831.8316901461,0,0,104351.165860703,23684.5297343935,0,255886.284146941,1092594.3111684,"4_79_16",2,FALSE
"1318",2022-01-23,557152,0,-129087.515217087,0,40701.6288676132,0,0,0,0,185798.229658459,48858.8220788551,19975.916491668,28800.4974461904,28079.8553999167,581.133722941799,0,3.05312999480106,0,32174.6974111149,85185.668105188,0,0,71828.3488663478,26714.2826868174,0,255886.284146941,695500.902794961,"4_79_16",2,FALSE
"1319",2022-01-30,594670,0,-177255.303090477,0,16959.0120281722,0,0,0,0,157123.151273025,47022.1315246231,20647.8787733506,29727.2667759783,20374.7279269198,6060.87402278139,30619.7152122205,0.000207291542584733,6661.04843490255,36599.0602808252,79701.4558977179,0,0,29587.350990254,39420.223378567,0,255886.284146941,599134.877783093,"4_79_16",2,FALSE
