"","bing_ads_cost_alphas","bing_ads_cost_gammas","bing_ads_cost_thetas","email_sms_campaign_alphas","email_sms_campaign_gammas","email_sms_campaign_thetas","facebook_cost_alphas","facebook_cost_gammas","facebook_cost_thetas","google_ads_cost_alphas","google_ads_cost_gammas","google_ads_cost_thetas","influencer_cost_alphas","influencer_cost_gammas","influencer_cost_thetas","organic_impressions_alphas","organic_impressions_gammas","organic_impressions_thetas","other_cost_alphas","other_cost_gammas","other_cost_thetas","tiktok_cost_alphas","tiktok_cost_gammas","tiktok_cost_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"1",2.0269875,0.6963729,0.1473852,1.912755,0.6683897,0.1604067,0.9857475,0.549522,0.0452715,2.694795,0.7159351,0.0614352,1.181135,0.4219729,0.0713649,2.6738075,0.9667976,0.1036614,0.9559325,0.3916454,0.6116285,2.53745,0.41704,0.1242168,0.6107813,0.675687443161762,0.696398323631446,0.41469772767287,0.053451264556946,0.778293637064678,1.30824331076609,0.778293637064678,0.0316186057152855,0,10978.8935087559,0.00151751,6788164.2892316,1e-04,0,0.0615420341491699,36.7973318099976,"1_28_12",1,28,12,525,FALSE,TRUE,5,0.0856549963271896,5,FALSE
"2",2.0860425,0.5187479,0.1029453,1.912755,0.6683897,0.1604067,0.9857475,0.549522,0.0452715,2.694795,0.7159351,0.0614352,1.181135,0.4219729,0.0713649,2.6738075,0.9667976,0.1036614,0.9559325,0.3916454,0.6116285,2.53745,0.41704,0.1242168,0.6107813,0.675674865267868,0.696414011016309,0.413767714090218,0.0534523010536858,0.778273529221914,1.30928226207234,0.778273529221914,0.0314436893930963,0,10978.8935087559,0.00151751,6788164.2892316,1e-04,0,0.0776028633117676,43.4352397918701,"1_33_7",1,33,7,615,FALSE,TRUE,4,0.0859110288273263,5,FALSE
"3",1.74781,0.6666789,0.2733153,2.9659525,0.7864258,0.1500081,0.505556725,0.3798203,0.1521,2.6783075,0.9184283,0.01276704,0.9497325,0.4472555,0.2401677,1.922935,0.5054591,0.02438862,0.60540825,0.31702995,0.7740005,2.2210375,0.3559349,0.1711458,0.6384605,0.712451959913299,0.809180983068901,0.545013569052964,0.0502849704808718,0.619701390628962,1.13184529092313,0.619701390628962,0.139513834708272,0,39386.8279574959,0.00570285,6788164.2892316,1e-04,0,0.062122106552124,65.7539188861847,"1_49_17",1,49,17,929,TRUE,TRUE,5,0.0569227391358477,2,FALSE
"4",1.5774575,0.34226992,0.2812737,2.930525,0.7990986,0.0823389,0.57682825,0.30970424,0.1060443,2.0405175,0.8380081,0.1207044,0.63375675,0.5465127,0.1022844,0.714759,0.4823087,0.02994759,0.52552975,0.36326831,0.641638,2.4295625,0.33900456,0.1330698,0.6144866,0.700568003751268,0.741894888780597,0.56063823168604,0.0512885883599319,0.717306707098016,1.13110884217955,0.717306707098016,0.0267999091152541,0,13281.5479554043,0.00185676,6788164.2892316,1e-04,0,0.0712430477142334,67.9904267787933,"1_51_8",1,51,8,958,FALSE,TRUE,2,0.041397586312866,4,FALSE
"5",2.159185,0.6579856,0.2211066,1.79923,0.8409586,0.1214295,0.7725775,0.4131963,0.2822628,2.2858175,0.8308793,0.01539474,1.2739875,0.3922824,0.1572432,1.8078375,0.34910787,0.032508,0.6798135,0.36330303,0.6381375,2.4580225,0.5086371,0.1101363,0.6119015,0.680026258819593,0.71415943930052,0.419911508957568,0.0530735620031681,0.755221960726431,1.29957453413257,0.755221960726431,0.0323152669232028,0,8882.98586960921,0.00120872,6788164.2892316,1e-04,0,0.0693278312683105,69.2391977310181,"1_52_7",1,52,7,976,FALSE,TRUE,4,0.0835059608600807,3,FALSE
"6",2.0925975,0.5806776,0.2486019,2.682895,0.783189,0.1296447,0.6016995,0.33875886,0.1749444,2.7841175,0.8569396,0.0885831,1.0574175,0.444522,0.0731946,2.64829,0.8566603,0.0918762,0.995655,0.4017058,0.598034,2.62263,0.567015,0.1053549,0.6117983,0.716938816037619,0.722629822844717,0.471057939886094,0.0499184654173501,0.743947972487388,1.24096096029284,0.743947972487388,0.0279208908782306,0,2325.93552860818,0.00024267,6788164.2892316,1e-04,0,0.0623660087585449,70.6150357723236,"1_53_8",1,53,8,996,FALSE,TRUE,3,0.0688066842820669,3,FALSE
"7",1.901985,0.628944,0.2420598,2.990445,0.8723284,0.0743097,0.59786175,0.30780458,0.2521872,2.1984025,0.951364,0.0534855,0.80215,0.4737407,0.1530123,1.6309825,0.4458135,0.01782021,0.60357525,0.3334586,0.7632675,2.090165,0.34717846,0.1874769,0.6397778,0.714268036263815,0.783621264760945,0.554961275326696,0.0511391437567425,0.616091279756435,1.11949671210718,0.616091279756435,0.141278232916907,0,31694.8421705875,0.00456959,6788164.2892316,1e-04,0,0.0611801147460938,75.6932227611542,"1_57_6",1,57,6,1070,TRUE,TRUE,4,0.0551169769346406,2,FALSE
"8",1.901985,0.628944,0.2420598,2.990445,0.8723284,0.0743097,0.59786175,0.30780458,0.2521872,2.1984025,0.951364,0.0534855,0.80215,0.4737407,0.1530123,1.6309825,0.4458135,0.01782021,0.59083425,0.3334586,0.7632675,2.090165,0.34717846,0.1874769,0.6397778,0.714268035162113,0.783621253285186,0.554961321838416,0.0511391438553316,0.616091296093796,1.11949665360697,0.616091296093796,0.141278344077493,0,31694.8421705875,0.00456959,6788164.2892316,1e-04,0,0.0622849464416504,77.7505898475647,"1_58_17",1,58,17,1100,TRUE,TRUE,5,0.0551169920307814,2,FALSE
"9",1.901985,0.628944,0.2420598,2.990445,0.8723284,0.0743097,0.59786175,0.30780458,0.2521872,2.1984025,0.951364,0.0534855,0.80215,0.4737407,0.1530123,1.6309825,0.8504772,0.0893523,0.867325,0.32475368,0.766966,2.24917,0.4629362,0.1384743,0.6397778,0.714734115645185,0.781343557809266,0.571796714184905,0.0510974182391554,0.619325427997516,1.09811776880889,0.619325427997516,0.140698543712721,0,31694.8421705875,0.00456959,6788164.2892316,1e-04,0,0.0789430141448975,81.902890920639,"1_62_1",1,62,1,1160,TRUE,TRUE,5,0.0514015768341925,2,FALSE
"10",1.6468,0.3849779,0.2874408,2.79647,0.7670512,0.1105539,0.56008925,0.3777504,0.1202673,2.17482,0.8898746,0.069549,0.64092125,0.5371495,0.0308076,1.48655,0.9062084,0.077079,0.5785475,0.34324838,0.750961,2.605585,0.31272194,0.1299408,0.6151127,0.704862004736496,0.739384367849841,0.52491762409839,0.0509195086900792,0.720786792500212,1.17619065762512,0.720786792500212,0.0342147361407378,0,11712.0098146734,0.00162552,6788164.2892316,1e-04,0,0.0705101490020752,90.4655377864838,"1_68_11",1,68,11,1284,FALSE,TRUE,3,0.0528323763238582,4,FALSE
