"","rn","cluster","n","boot_mean","boot_se","boot_ci","ci_low","ci_up","sd","dist100"
"1","bing_ads_cost",1,13,13.0652466534602,0.648769581424683,"[7.95, 18.15]",7.95444238079753,18.1476782738094,2.24740375486549,0.148364074775181
"2","bing_ads_cost",2,29,14.9210854262075,0.385911622123522,"[10.67, 19.19]",10.673532072539,19.1875220371756,2.04205236037674,0.127253481670607
"3","bing_ads_cost",3,10,2.5985560046401,0.233014231292302,"[0.95, 4.28]",0.945453379843789,4.27922017073167,0.699042693876907,0.0477964866529465
"4","bing_ads_cost",4,37,5.36467627870212,0.12913954100658,"[3.78, 6.96]",3.77641128387195,6.96264901802956,0.774837246039478,0.0478374972347127
"5","bing_ads_cost",5,18,6.63355474876041,0.430000917851637,"[2.79, 10.48]",2.78500316685485,10.4830424936196,1.77293920341484,0.113574926601964
"6","facebook_cost",1,13,2.4554319965576,0.068548898011345,"[1.92, 3]",1.92227142882805,2.99928722556323,0.237460348317013,0.0156761261956485
"7","facebook_cost",2,29,2.3061147389943,0.049728644134684,"[1.76, 2.85]",1.75620918361954,2.85332353013219,0.263139250833609,0.0163979075573724
"8","facebook_cost",3,10,1.82694389242724,0.0484807879872953,"[1.48, 2.18]",1.48228523193489,2.17590656180712,0.145442363961886,0.00994450563430302
"9","facebook_cost",4,37,2.34140918181817,0.0242354907540966,"[2.04, 2.64]",2.04283510605175,2.64079321047614,0.14541294452458,0.00897761609569244
"10","facebook_cost",5,18,1.62810645395959,0.0386798626628496,"[1.28, 1.98]",1.28313824358405,1.97559979789917,0.159481159343314,0.0102164027575934
"11","google_ads_cost",1,13,2.38037458360248,0.0864242515361487,"[1.7, 3.06]",1.70237732179538,3.06024428721387,0.299382389333444,0.0197639570109634
"12","google_ads_cost",2,29,2.23606451485881,0.0714457340717224,"[1.45, 3.02]",1.44705634673763,3.02329356798421,0.378055289180463,0.0235590686829041
"13","google_ads_cost",3,10,1.78322721981815,0.0560742024384746,"[1.38, 2.19]",1.38337124393917,2.18563260316237,0.168222607315424,0.0115020866045863
"14","google_ads_cost",4,37,2.32684927738408,0.0288606416997844,"[1.97, 2.68]",1.97065191304245,2.68272557304694,0.173163850198707,0.0106909228323425
"15","google_ads_cost",5,18,1.42924139545059,0.050558361823753,"[0.98, 1.88]",0.977148023130921,1.88226296930491,0.208457466057529,0.0133538371544348
"16","influencer_cost",1,13,2.91086116768484,0.0730881197394926,"[2.34, 3.48]",2.33511874458378,3.48345317149284,0.253184673636958,0.0167141795372018
"17","influencer_cost",2,29,1.96524774910347,0.0493080428936069,"[1.42, 2.51]",1.4226548655019,2.51048989897925,0.260913638263579,0.0162592152525708
"18","influencer_cost",3,10,1.93621117399026,0.0557853198781895,"[1.53, 2.33]",1.53484649429345,2.33297477082636,0.167355959634569,0.0114428302606267
"19","influencer_cost",4,37,2.34954180588382,0.0403826498028802,"[1.85, 2.85]",1.85290775852808,2.84926194721653,0.242295898817281,0.0149590503668991
"20","influencer_cost",5,18,1.92085374871977,0.0357798551381789,"[1.6, 2.24]",1.60201303792206,2.24255755893324,0.14752412200401,0.00945043196989093
"21","other_cost",1,13,0.0192104656309563,0.0175460751343871,"[0, 0.16]",0,0.155961912907157,0.0607813872123587,0.00280327967001893
"22","other_cost",2,29,0,0,"[0, 0]",0,0,0,0
"23","other_cost",3,10,1.00775436512798,0.145044985451755,"[0, 2.04]",0,2.04203094729672,0.435134956355264,0.0294171804041136
"24","other_cost",4,37,0.0677323418839947,0.0277196061680371,"[0, 0.41]",0,0.41058752787104,0.166317637008223,0.00750730102916652
"25","other_cost",5,18,0.461134158866771,0.0550779728253734,"[0, 0.95]",0,0.951829682376896,0.227092299603914,0.0142021644604518
"26","tiktok_cost",1,13,2.5409850312113,0.141285572503564,"[1.42, 3.64]",1.42173384744659,3.64156228891808,0.489427579905259,0.0323099353664849
"27","tiktok_cost",2,29,2.36934219049389,0.0321289279087582,"[2.01, 2.72]",2.01499229657144,2.72382134992952,0.170010306275393,0.0105944410697866
"28","tiktok_cost",3,10,1.5784812784355,0.0880552831576749,"[0.95, 2.21]",0.950134487540288,2.20995358582119,0.264165849473025,0.0180621292649187
"29","tiktok_cost",4,37,2.41487043218328,0.0502328623275543,"[1.8, 3.04]",1.7967089937841,3.03609578573996,0.301397173965326,0.018607890301884
"30","tiktok_cost",5,18,1.66963505477971,0.0471892161233043,"[1.25, 2.1]",1.25053437234115,2.09533359586683,0.194566122466484,0.0124639542268551
