"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","facebook_cost","google_ads_cost","bing_ads_cost","tiktok_cost","influencer_cost","other_cost","cluster","top_sol"
"1","1_100_6",0,0.0219268448524852,0.683827696967142,1.1626038526853,0.0426004260377025,0.4790270000069,0.318341924587662,0.0708239284876911,0.743230171819275,0.498342505055853,0,3,FALSE
"2","1_101_10",0,0.0211868154458309,0.672297002726874,1.14501126974578,0.0423039079317696,0.780349062771699,0.583746149584619,0.0842708335944233,0.95872475643519,0.981217485674879,0,2,FALSE
"3","1_101_11",0,0.0211243215941477,0.709811885988233,1.09684557539732,0.0439362643946767,0.606739802311967,0.484598178906973,0.0814774635707287,0.844035307379229,0.705929651175517,0,3,FALSE
"4","1_102_13",0,0.020390262832203,0.683432149193162,1.18669196214352,0.0414329231920736,0.570411649801772,0.477636098114437,0.0555855467682979,0.938797799743286,0.58338548904773,0,3,FALSE
"5","1_102_2",0,0.0212875984201376,0.671130622738913,1.12847834389999,0.0431240565667385,0.654210520209471,0.493295907138468,0.0819014598733646,0.791763788667943,0.675693091689839,0,3,FALSE
"6","1_103_16",0,0.0272039055413743,0.648865486543946,1.18853505418279,0.0412389481883531,0.885388615026055,0.609055145548515,0.0677450018943358,0.838626101040085,0.904854713450703,0,2,FALSE
"7","1_103_18",0,0.0257703928897434,0.672897069271629,1.13890739586585,0.0426334891664454,0.542286470279491,0.445552999396765,0.0782650938854411,0.859607452141299,0.756060786035077,0,3,FALSE
"8","1_103_2",0,0.0193290711053267,0.673233299811179,1.1466881428003,0.0422876121864348,0.78914704397149,0.650878297476417,0.078042753547765,0.961053438891672,0.817087346603629,0,2,FALSE
"9","1_104_12",0,0.0311728752218079,0.652150355331398,1.15931410793203,0.0421000654988372,0.769539405449587,0.459704729609886,0.0776626457734405,0.763779743516335,0.898984342118636,0,2,FALSE
"10","1_104_13",0,0.0260964244974405,0.672439637205934,1.13767993061378,0.0423181028987414,0.923165731029071,0.618786084059394,0.0857228965675791,0.964464691173432,0.98678703584903,0,2,FALSE
"11","1_104_16",0,0.0238699951572452,0.639785345085311,1.13252645694982,0.0419034326512328,0.867991942938727,0.633485164657489,0.0783898901193836,0.937605735891895,0.810229891012944,0,2,FALSE
"12","1_104_19",0,0.0204129086354871,0.680917291845291,1.137603089254,0.0424865894668599,0.806038652115793,0.582277534337689,0.0821280708592473,1,0.906157848683489,0,2,FALSE
"13","1_104_6",0,0.019388687611974,0.678657478897993,1.12328273939696,0.0427994744866195,0.842780270463902,0.667505698786256,0.0898291149023802,0.987501602625097,0.914760243337233,0,2,FALSE
"14","1_104_9",0,0.0362682813412654,0.640707019761457,1.18797234145203,0.0415908310125035,0.937263887936509,1,0.0390355252243781,0.765573127486681,0.949350472868653,0,2,FALSE
"15","1_105_16",0,0.0185537719094457,0.699965216512103,1.19183503816552,0.0409560833649223,0.58888556735848,0.45259468979446,0.033357855558903,0.997138755344859,0.610803681865585,0,3,FALSE
"16","1_105_17",0,0.0215559349739847,0.669657933252907,1.1313463222907,0.0428886746267569,0.682865127581988,0.525840143971545,0.0826401439620826,0.822262774568816,0.870690673866454,0,2,FALSE
"17","1_106_1",0,0.0310119398382702,0.639451368628513,1.20119791014304,0.0410215402750523,0.637269524114352,0.605589532968996,0.00628911963407741,0.781656922674164,1,0,2,FALSE
"18","1_106_15",0,0.0236307946029243,0.656342790203333,1.09959377664385,0.0433666416431541,1,0.859926327002897,0.106509731703465,0.999281540495639,0.88274500336289,0,2,TRUE
"19","1_106_18",0,0.0238803263780859,0.679638608532932,1.13036332003135,0.0434042347456595,0.409932552226275,0.265944730556244,0.0828482841577872,0.762726632119711,0.517019748669686,0,3,FALSE
"20","1_106_19",0,0.030653977250354,0.647448296010462,1.15438349634269,0.0420657531221376,0.774341269225195,0.462411475729493,0.0868859791230232,0.885884885193684,0.794440437731403,0,2,FALSE
"21","1_106_5",0,0.0202089022593263,0.670887907271549,1.14481360653931,0.0422492639039398,0.775550896123577,0.601494796666704,0.0831634101209352,0.948729074879235,0.945922191274417,0,2,FALSE
"22","1_106_8",0,0.0252601303709683,0.644802509274777,1.12155861515223,0.0424658949479129,0.789289270504809,0.539945690008738,0.089801112368463,0.927142179782548,0.74803918403232,0,2,FALSE
"23","1_91_1",0,0.0251202259044744,0.663682695771341,1.13754396956534,0.0429511093351823,0.44611217868042,0.377542427294513,0.0792137387752241,0.784211948976519,0.516477773710187,0,3,FALSE
"24","1_92_12",0,0.0252112052107385,0.663514668021471,1.13739107460622,0.042943667073422,0.445868989354251,0.378466665933465,0.0791269434966039,0.783816389259133,0.517238262793972,0,3,FALSE
"25","1_95_15",0,0.0225964541275845,0.670209317376621,1.1336978264931,0.0428889906325843,0.568082949510907,0.416617871831291,0.0737382652697073,0.780531085249706,0.522745371394288,0,3,FALSE
"26","1_96_10",0,0.0245615944943039,0.675481641051872,1.12005748768908,0.043022032897541,0.749662649991144,0.502395930729234,0.0776254379751397,0.813745148580324,0.822588479029168,0,2,FALSE
"27","1_96_17",0,0.0239482692407065,0.670321341208779,1.1236734579556,0.043098923922077,0.443407134001567,0.352254089935255,0.0783033315776912,0.823446469361741,0.528704115678086,0,3,FALSE
"28","1_98_18",0,0.0225975565650331,0.670180885727863,1.13357211598995,0.0428882391262934,0.568255445122381,0.416816168135915,0.0737887476636595,0.780828519166041,0.522810159355551,0,3,FALSE
"29","1_99_16",0,0.0195713200695233,0.721508024435794,1.07112679238704,0.0459333087022384,0.658740746828375,0.504420190499793,0.0925218208884046,0.780375795575026,0.63322960092192,1,3,TRUE
"30","2_100_11",0,0.0194253062365046,0.711499834465088,1.27235110823634,0.040024442505872,0.400078775671917,0.302033151035937,0.00425471960935116,0.724525962170619,0.513142290167802,0,3,FALSE
