"","bing_ads_cost_alphas","bing_ads_cost_gammas","bing_ads_cost_thetas","email_sms_campaign_alphas","email_sms_campaign_gammas","email_sms_campaign_thetas","facebook_cost_alphas","facebook_cost_gammas","facebook_cost_thetas","google_ads_cost_alphas","google_ads_cost_gammas","google_ads_cost_thetas","influencer_cost_alphas","influencer_cost_gammas","influencer_cost_thetas","organic_impressions_alphas","organic_impressions_gammas","organic_impressions_thetas","other_cost_alphas","other_cost_gammas","other_cost_thetas","tiktok_cost_alphas","tiktok_cost_gammas","tiktok_cost_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"23",2.8314725,0.9697838,0.1964271,2.5257225,0.838216,0.1722993,0.6242855,0.5979158,0.0857268,1.63913,0.627796,0.0715977,0.5184217,0.8941019,0.2183265,0.5727015,0.35942545,0.0306219,1.00034,0.3795004,0.5542875,0.9368125,0.9488034,0.0952554,0.7860017,0.633239674177843,0.768731234318689,0.560875179500512,0.0428886746267569,0.669657933252907,1.1313463222907,0.669657933252907,0.0215559349739847,0,138231.282026553,0.0202656,6788164.2892316,1e-04,0,0.0622661113739014,140.675690889359,"1_105_17",1,105,17,1993,TRUE,TRUE,1,0.0565054785318127,2,FALSE
"24",2.870005,0.9760908,0.2233719,2.6885275,0.8577068,0.1723437,0.727226,0.470527,0.1239645,1.8545525,0.6626511,0.0418869,0.600757,0.9302499,0.2176941,0.57261225,0.4090999,0.0489927,1.322755,0.4501269,0.551619,0.96637,0.9011278,0.0416457,0.7874966,0.667034236209197,0.781248578210456,0.504995387009499,0.0410215402750523,0.639451368628513,1.20119791014304,0.639451368628513,0.0310119398382702,0,70879.7424284794,0.0103427,6788164.2892316,1e-04,0,0.0652830600738525,140.913486003876,"1_106_1",1,106,1,1996,TRUE,TRUE,1,0.0683563152062125,2,FALSE
"25",2.81231,0.9765542,0.1653852,2.789735,0.8139001,0.1678146,0.602151,0.656643,0.0760008,1.6436075,0.5823534,0.0849933,0.52639975,0.852881,0.2167932,0.56071225,0.4104803,0.0584244,1.1193125,0.4488158,0.5385535,0.9684875,0.9360557,0.0800805,0.7838918,0.639632846891502,0.780007501439329,0.552982323700508,0.0422492639039398,0.670887907271549,1.14481360653931,0.670887907271549,0.0202089022593263,0,119700.767937254,0.0175355,6788164.2892316,1e-04,0,0.061920166015625,141.184404850006,"1_106_5",1,106,5,2000,TRUE,TRUE,1,0.058760391459538,2,FALSE
"26",2.7954675,0.9833043,0.1021671,2.947055,0.8491976,0.1643691,0.5892515,0.7309879,0.1037853,1.7156275,0.6223983,0.02665692,0.61623425,0.8516315,0.2168052,0.57167025,0.4411158,0.02718474,1.06231,0.4419649,0.5334895,0.9751575,0.9332207,0.0776328,0.784286,0.638726591433151,0.790576319771304,0.568423704276457,0.0424658949479129,0.644802509274777,1.12155861515223,0.644802509274777,0.0252601303709683,0,114688.888664137,0.0167971,6788164.2892316,1e-04,0,0.0693411827087402,141.395665884018,"1_106_8",1,106,8,2003,TRUE,TRUE,2,0.0548995227465224,2,FALSE
"27",2.9251325,0.9909714,0.1273725,2.85201,0.8181736,0.1651353,0.5408685,0.7132709,0.045639,1.447995,0.539351,0.1563933,0.520091075,0.8536216,0.2183445,0.51684835,0.4292732,0.0567879,1.0942725,0.4410388,0.512111,0.9945475,0.9167525,0.0574821,0.7845533,0.623238066499265,0.782431746189303,0.587615015663181,0.0433666416431541,0.656342790203333,1.09959377664385,0.656342790203333,0.0236307946029243,0,129233.791283806,0.01894,6788164.2892316,1e-04,0,0.0610439777374268,141.87093091011,"1_106_15",1,106,15,2010,TRUE,TRUE,1,0.0511917944418068,2,TRUE
"28",2.853565,0.9677818,0.1754304,2.6342725,0.8269572,0.1725975,0.6807965,0.5510746,0.1064826,1.7638425,0.6402119,0.0604158,0.64720525,0.8602429,0.2184096,0.52054795,0.382495,0.0747258,1.0993125,0.4072764,0.5993645,0.84542,0.9775755,0.1221219,0.783596,0.619660779049173,0.774231145883185,0.564195967697909,0.0434042347456595,0.679638608532932,1.13036332003135,0.679638608532932,0.0238803263780859,0,169379.731609792,0.0248547,6788164.2892316,1e-04,0,0.0611269474029541,142.07493686676,"1_106_18",1,106,18,2013,TRUE,TRUE,3,0.0563607875015303,3,FALSE
"29",2.81818,0.9890044,0.0871746,2.9989975,0.7059132,0.1717674,0.63468125,0.4197427,0.1219089,1.7800325,0.6066406,0.0309246,0.592868,0.9194699,0.2191824,0.61448625,0.415395,0.0540516,1.0892175,0.4680056,0.499146,1.028645,0.9135206,0.0758331,0.7841096,0.645502830509476,0.788854157796532,0.542791969173537,0.0420657531221376,0.647448296010462,1.15438349634269,0.647448296010462,0.030653977250354,0,111910.092111572,0.0163877,6788164.2892316,1e-04,0,0.0624210834503174,142.141779899597,"1_106_19",1,106,19,2014,TRUE,TRUE,3,0.0605002281673958,2,FALSE
"30",2.2593475,0.8893412,0.156291,2.943975,0.882764,0.2131743,0.72672925,0.4091699,0.0526767,1.8143775,0.7680095,0.0768564,0.901955,0.6282958,0.1373601,2.1696775,0.8085794,0.1572354,1.582255,0.5613254,0.4051825,0.55759175,0.7794699,0.2567877,0.7900604,0.687211081025555,0.748166393863551,0.421527967070206,0.0421696630265462,0.647274204977052,1.28990709846081,0.647274204977052,0.0598550352947088,0,32234.1078914017,0.00464904,6788164.2892316,1e-04,0,0.0610179901123047,88.4657599925995,"2_67_17",2,67,17,1271,TRUE,TRUE,4,0.0841856142966902,4,FALSE
"31",0.619045,0.7441262,0.1894362,2.8127475,0.9995905,0.1479483,0.920745,0.4450337,0.0403944,2.0361525,0.5978542,0.0662397,0.947085,0.5900961,0.2575836,2.1057225,0.5748263,0.2477181,1.4053525,0.4794086,0.362754,0.69938125,0.7681236,0.1885218,0.7905821,0.671380094290854,0.769401066670403,0.483469248461581,0.0432236446791315,0.619384174517722,1.21889231885545,0.619384174517722,0.284081973917354,0,50792.3149214293,0.00738322,6788164.2892316,1e-04,0,0.0612990856170654,93.0529448986053,"2_71_6",2,71,6,1336,TRUE,TRUE,4,0.110099848839015,1,FALSE
"32",0.62401225,0.6775688,0.2444304,2.8127475,0.9995905,0.1479483,0.920745,0.4450337,0.0403944,2.0361525,0.5978542,0.0662397,0.947085,0.5900961,0.2575836,2.1057225,0.5748263,0.2477181,1.4053525,0.4794086,0.362754,0.69938125,0.7681236,0.1885218,0.7905821,0.671288434492597,0.769458613023475,0.486649019878174,0.0432296723029246,0.619306885512373,1.21513476691444,0.619306885512373,0.279309884952251,0,50792.3149214293,0.00738322,6788164.2892316,1e-04,0,0.0659680366516113,95.1190941333771,"2_72_17",2,72,17,1366,TRUE,TRUE,3,0.10854504055963,1,TRUE
"33",0.62401225,0.6775688,0.2444304,2.8127475,0.9995905,0.1479483,0.920745,0.4450337,0.0403944,2.0361525,0.5978542,0.0662397,0.947085,0.5900961,0.2575836,2.1057225,0.5748263,0.2477181,1.4053525,0.4794086,0.435385,0.63701625,0.8434716,0.1885218,0.7905821,0.671221820058297,0.769646485989961,0.477628762132962,0.0432340523956659,0.619054491056973,1.22576404256787,0.619054491056973,0.28230188373795,0,50792.3149214293,0.00738322,6788164.2892316,1e-04,0,0.0641119480133057,99.3122489452362,"2_76_1",2,76,1,1426,TRUE,TRUE,3,0.11042534230318,1,FALSE
"34",2.329425,0.8880322,0.133191,2.866705,0.8496232,0.2202222,0.71794925,0.4512721,0.059499,1.804175,0.7310824,0.0901818,0.84519,0.6721158,0.2808201,2.7936625,0.470177,0.2408565,1.8250025,0.6074897,0.4383885,0.72335975,0.7977385,0.2555016,0.7870271,0.673168899300723,0.786681574123903,0.38641111699063,0.0406418867284274,0.631460609056808,1.33736109820786,0.631460609056808,0.048368575789968,0,47143.4306061053,0.00684563,6788164.2892316,1e-04,0,0.062183141708374,99.920478105545,"2_76_10",2,76,10,1435,TRUE,TRUE,1,0.0916146430722523,4,FALSE
"35",1.8505075,0.9764268,0.1261317,2.8730875,0.6464972,0.141018,0.7193765,0.4440698,0.0372891,1.939215,0.7317376,0.01660092,0.942115,0.583836,0.2660223,2.2015325,0.5817934,0.2566125,1.5706875,0.5084341,0.431181,0.64787975,0.7347714,0.2199363,0.7870028,0.690079657586228,0.784678070981155,0.329720752510927,0.03957648453214,0.634419042255009,1.39777681185497,0.634419042255009,0.0599000024914736,0,48166.1010422925,0.0069963,6788164.2892316,1e-04,0,0.0677440166473389,103.280101060867,"2_79_1",2,79,1,1483,TRUE,TRUE,4,0.102123247588901,4,FALSE
"36",1.8505075,0.9764268,0.1261317,2.8730875,0.6464972,0.141018,0.7193765,0.4440698,0.0372891,1.939215,0.7317376,0.01660092,0.942115,0.583836,0.2660223,2.2015325,0.9297186,0.2953134,1.5706875,0.5084341,0.431181,0.64787975,0.7347714,0.2199363,0.7870028,0.690079657586228,0.784678070981155,0.329720752510927,0.03957648453214,0.634419042255009,1.39777681185497,0.634419042255009,0.0599000024914736,0,48166.1010422925,0.0069963,6788164.2892316,1e-04,0,0.0654568672180176,105.566040992737,"2_80_12",2,80,12,1513,TRUE,TRUE,4,0.102123247588901,NA,NA
"37",1.5714725,0.8369518,0.2344002,2.9466775,0.9758297,0.1718436,0.8699825,0.6157245,0.0378408,2.15265,0.5352329,0.0404628,0.839625,0.6723832,0.2169423,1.956065,0.5817878,0.2270898,0.893735,0.32594214,0.350997,0.63981475,0.5448768,0.2067291,0.789911,0.65596176530937,0.773012748419132,0.52606771681313,0.0442260147427118,0.61451457927556,1.16754975098341,0.61451457927556,0.1342524157561,0,68766.7982007959,0.0100314,6788164.2892316,1e-04,0,0.0622401237487793,112.563842058182,"2_85_18",2,85,18,1614,TRUE,TRUE,2,0.0725620279258276,5,FALSE
"38",2.5388625,0.8489848,0.2174865,2.6989075,0.9388585,0.1745925,0.72672925,0.4091699,0.0428508,1.9917975,0.6788344,0.1768077,1.0583075,0.4040221,0.2950503,1.7992175,0.6044699,0.2997537,2.1016675,0.7345138,0.5300045,0.693645,0.8963538,0.1326393,0.7869188,0.663133105042935,0.776755786506317,0.42354008466267,0.0412611510864726,0.645984629267008,1.29626710933924,0.645984629267008,0.0559984055000617,0,59780.0316850957,0.00870738,6788164.2892316,1e-04,0,0.064464807510376,113.750483989716,"2_86_16",2,86,16,1631,TRUE,TRUE,3,0.0850599609100507,4,FALSE
"39",1.5714725,0.8369518,0.2344002,2.9466775,0.9758297,0.1718436,0.8699825,0.6157245,0.0378408,2.15265,0.5352329,0.0404628,0.839625,0.6723832,0.2169423,2.22835,0.5817878,0.2270898,0.893735,0.32594214,0.350997,0.63981475,0.5448768,0.2067291,0.789911,0.655966689707607,0.773018763964667,0.526053452590543,0.0442256982266005,0.614506436384496,1.16756732107181,0.614506436384496,0.134265620434659,0,68766.7982007959,0.0100314,6788164.2892316,1e-04,0,0.0656418800354004,114.663271903992,"2_87_10",2,87,10,1644,TRUE,TRUE,2,0.0725666814433604,5,FALSE
"40",2.6787825,0.938722,0.1576452,2.78117,0.4938783,0.001196661,0.893385,0.3824222,0.0669483,1.9702525,0.7038335,0.1939638,1.0924475,0.4509165,0.2856171,1.9459425,0.5030434,0.2540202,1.6756,0.5672306,0.450708,0.77847,0.5368618,0.081231,0.7740383,0.682279626563216,0.676724821769769,0.36476446365124,0.0398573619249562,0.814912913713658,1.38063566883755,0.814912913713658,0.0186357760814107,0,44916.1851230598,0.00651749,6788164.2892316,1e-04,0,0.0621330738067627,118.533308029175,"2_90_9",2,90,9,1700,TRUE,TRUE,2,0.0983749261173839,5,FALSE
"41",2.3016625,0.8046678,0.1851252,2.9166675,0.843494,0.1319805,0.8531,0.7818072,0.01375341,2.0428,0.6874374,0.0748095,0.90035,0.6724679,0.0591897,1.8303725,0.4181418,0.1073871,1.9392275,0.6433157,0.4444475,0.59946875,0.5325953,0.0804774,0.785249,0.672191358296612,0.781753602563845,0.485691780585561,0.0405766018294613,0.651001654416587,1.22525739635953,0.651001654416587,0.0343171953921726,0,38754.5736857043,0.0056097,6788164.2892316,1e-04,0,0.0596508979797363,119.699594974518,"2_91_7",2,91,7,1717,TRUE,TRUE,4,0.0724589896536746,5,FALSE
