"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","collab_spend","facebook_cost","google_ads_cost","bing_ads_cost","tiktok_cost","influencer_cost","tiktok_influencer_cost","tatari_cost","mntn_cost","dm_cost","sms_cost","cj_cost","fig_cost","linkby_cost","cluster","top_sol"
"88","5_95_16",0,0.0709712901423086,0.230938836479537,0.584071603962959,0.0462098387666036,0.409808829344767,0.125849273155102,0.4292499230601,0.359475250422864,0.0388029558550588,0.665859679007419,0,0.313625116002406,0,0.648046938429042,0,0.121760687516256,0,0,1,TRUE
"89","5_95_17",0,0.0421056490299356,0.236471590590699,0.564392196127309,0.0465384246566879,0.328663403746457,0.152593399785498,0.515025209484953,0.290809652834975,0.156643555880364,0.72716476201264,0,0.143856479543481,0.357645285396944,0.120607215994804,0,0.163320481245409,0,0,5,FALSE
"90","5_95_4",0,0.0843941704393332,0.229407349797146,0.551320201764473,0.046336374685375,0.356482240178872,0.277744488940027,0.444949489380094,0.195203250629907,0.315761068163921,0.72923237294607,0,0,0.445098063325,0.111045947374177,0,0.142938669978146,0,0,5,FALSE
"91","5_96_1",0,0.0609493069760516,0.228452646283379,0.555209491107414,0.0462819605357554,0.376195026032108,0.271437729242025,0.535012795988701,0.00428098983901946,0.221398148164769,0.615275535268283,0,0.0798291213882781,0.42329566810903,0.276390648604354,0,0.289050765227077,0,0,5,FALSE
"92","5_96_11",0,0.0396995606644226,0.252242924623123,0.569279687894132,0.0473362626802293,0.318554435454581,0.0966224149793142,0.522218995423381,0.337133605674592,0.127356319799229,0.713120635829512,0,0.0668417224395848,0.223809794713083,0.0279551650810844,0,0.105021817527027,0,0,6,FALSE
"93","5_96_12",0,0.0447578801732772,0.229383327571335,0.526943651441986,0.0465774816878137,0.351804704792867,0.227940744560187,0.541451220809643,0.264158448763048,0.246290369315611,0.691311602946592,0,0.0185700004999454,0.455847910165588,0.02359421494619,0,0.123057783443694,0,0,5,FALSE
"94","5_96_3",0,0.0694172508401129,0.230325836535578,0.577158596851042,0.0460477175089885,0.338276217951682,0.234852580055908,0.488245802878381,0.103409371407038,0.237348122939541,0.628953055536111,0,0.0110958831585477,0.473132212508546,0.238684033082284,0,0.139721258978133,0,0,5,FALSE
"95","5_97_18",0,0.0427864687894194,0.229853839045112,0.46132476505804,0.0469353286491809,0.35948957392576,0.220764208874585,0.583838834055892,0.186108089747638,0.251257556830624,0.761846463701832,0,0,0.935636394330989,0,0,0.157655245844024,0,0,7,TRUE
"96","5_97_3",0,0.0400486529373859,0.235321038366014,0.56232054607046,0.0471595573689048,0.291157736125791,0.14634056514606,0.54743069481221,0.393361762512507,0.03190995545112,0.747717551081458,0,0.158138011067948,0.502425350438278,0.167378638932329,0,0.208052540501736,0,0,5,FALSE
"97","5_97_7",0,0.0702093500125756,0.231222354597885,0.584509402739692,0.0467167195453434,0.316317986492553,0.315989048944447,0.51632707132897,0.119596855385995,0.219218200001226,0.663499402608972,0,0,1,0.0990472786015559,0,0.190715000561231,0,0,7,FALSE
"98","5_98_12",0,0.243078085732411,0.220346363657684,0.63822433096709,0.0444181069954101,0.70090342578492,0.473843915087567,0.116827808507334,0.150526868729376,0.381616561810609,0.654323611812184,0,0.434810467220663,0.784491834406019,0.526388324622197,0,0.0869910545331296,0,0,2,FALSE
