"","rn","cluster","n","boot_mean","boot_se","boot_ci","ci_low","ci_up","sd","dist100"
"1","bing_ads_cost",1,7,0.945854374206014,0.292818404904345,"[0, 2.85]",0,2.85140030162716,0.717255679311323,0.0432920369722203
"2","bing_ads_cost",2,4,0.562005214271981,0.0825665039561857,"[0.03, 1.08]",0.0318329583150697,1.08288682013729,0.14300937985545,0.0135057840558901
"3","bing_ads_cost",3,18,1.92415917392941,0.216908872300888,"[0, 3.87]",0,3.86682678185414,0.894338191630172,0.057126294597116
"4","bing_ads_cost",4,37,3.22743576764888,0.121624990675986,"[1.73, 4.73]",1.72912294724822,4.72995547063971,0.729749944055916,0.0450538627424578
"5","bing_ads_cost",5,21,0.802873533884229,0.145237327956444,"[0, 2.19]",0,2.18993563024846,0.649521076362079,0.0352421998280062
"6","bing_ads_cost",6,10,1.48479674771508,0.112481398470079,"[0.68, 2.29]",0.675715731267551,2.28500263504373,0.337444195410236,0.0230724777231985
"7","bing_ads_cost",7,15,0.791403691130652,0.0831231678616084,"[0.1, 1.48]",0.100572417458816,1.48153469860352,0.311018415041438,0.020232314254824
"8","cj_cost",1,7,13.7675480521495,0.66201690173238,"[9.48, 18.05]",9.483050371615,18.0547396079612,1.62160361034256,0.119342388454862
"9","cj_cost",2,4,10.8634916315446,0.251690139931539,"[9.25, 12.45]",9.24931552907278,12.4532769526786,0.435940110125546,0.0411701176147167
"10","cj_cost",3,18,13.7546795612999,0.313289267655638,"[10.96, 16.56]",10.9553922592356,16.5640154108227,1.2917247419166,0.0827482084385893
"11","cj_cost",4,37,25.5505943926273,0.284470185318358,"[22.03, 29.05]",22.0310785398472,29.0497626054656,1.70682111191015,0.105377033226654
"12","cj_cost",5,21,13.3239715953053,0.297192120399338,"[10.48, 16.16]",10.4779172260256,16.1596869406721,1.32908356718045,0.0842417863536098
"13","cj_cost",6,10,11.7726830735925,0.128922852690114,"[10.85, 12.7]",10.8536120233882,12.6981290835745,0.386768558070343,0.0264449916800699
