"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"1","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.635006,0.858699572898795,0.928235221668129,0.330430121438803,0.0490287464085023,0.229662189727967,0.720400345427097,0.229662189727967,0.0872846995670728,0,408447.119246955,0.0111008,36469502.4741323,1e-04,"1_85_4",1,85,4,1600,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"2","trend",0.0591233717799605,7503114.63076742,0.0568480224742278,60024.9170461394,0.0495743369348538,7503114.63076742,0.0568480224742278,60024.9170461394,0.0495743369348538,TRUE,0.635006,0.858699572898795,0.928235221668129,0.330430121438803,0.0490287464085023,0.229662189727967,0.720400345427097,0.229662189727967,0.0872846995670728,0,408447.119246955,0.0111008,36469502.4741323,1e-04,"1_85_4",1,85,4,1600,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"3","season",0.347836927780308,-1036615.07297013,-0.00785400728434581,-8292.920583761,-0.00684908966850116,-1036615.07297013,-0.00785400728434581,-8292.920583761,-0.00684908966850116,FALSE,0.635006,0.858699572898795,0.928235221668129,0.330430121438803,0.0490287464085023,0.229662189727967,0.720400345427097,0.229662189727967,0.0872846995670728,0,408447.119246955,0.0111008,36469502.4741323,1e-04,"1_85_4",1,85,4,1600,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"4","holiday",0.409693768746157,2019804.83872252,0.0153032329260186,91809.3108510234,0.0758249396061114,2019804.83872252,0.0153032329260186,91809.3108510234,0.0758249396061114,TRUE,0.635006,0.858699572898795,0.928235221668129,0.330430121438803,0.0490287464085023,0.229662189727967,0.720400345427097,0.229662189727967,0.0872846995670728,0,408447.119246955,0.0111008,36469502.4741323,1e-04,"1_85_4",1,85,4,1600,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"5","print_launch",251.642251056472,1382270.8850532,0.0104728996164807,20032.9113775826,0.0165451007230042,1382270.8850532,0.0104728996164807,20032.9113775826,0.0165451007230042,TRUE,0.635006,0.858699572898795,0.928235221668129,0.330430121438803,0.0490287464085023,0.229662189727967,0.720400345427097,0.229662189727967,0.0872846995670728,0,408447.119246955,0.0111008,36469502.4741323,1e-04,"1_85_4",1,85,4,1600,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"6","product_launch",313.391554590011,1080260.68867177,0.00818469221512563,26347.8216749211,0.0217605596723768,1080260.68867177,0.00818469221512563,26347.8216749211,0.0217605596723768,TRUE,0.635006,0.858699572898795,0.928235221668129,0.330430121438803,0.0490287464085023,0.229662189727967,0.720400345427097,0.229662189727967,0.0872846995670728,0,408447.119246955,0.0111008,36469502.4741323,1e-04,"1_85_4",1,85,4,1600,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"7","solidcolor_launch",107.277028236267,261326.840783547,0.00197996630053652,8710.89469278491,0.007194292799642,261326.840783547,0.00197996630053652,8710.89469278491,0.007194292799642,TRUE,0.635006,0.858699572898795,0.928235221668129,0.330430121438803,0.0490287464085023,0.229662189727967,0.720400345427097,0.229662189727967,0.0872846995670728,0,408447.119246955,0.0111008,36469502.4741323,1e-04,"1_85_4",1,85,4,1600,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"8","mb_status",-16001.0771486104,-272018.311526376,-0.00206097118970329,0,0,-272018.311526376,-0.00206097118970329,0,0,FALSE,0.635006,0.858699572898795,0.928235221668129,0.330430121438803,0.0490287464085023,0.229662189727967,0.720400345427097,0.229662189727967,0.0872846995670728,0,408447.119246955,0.0111008,36469502.4741323,1e-04,"1_85_4",1,85,4,1600,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"9","sale_status",11013.0975319114,2147554.01872273,0.0162711360719916,45692.6386962282,0.0377373660413088,2147554.01872273,0.0162711360719916,45692.6386962282,0.0377373660413088,TRUE,0.635006,0.858699572898795,0.928235221668129,0.330430121438803,0.0490287464085023,0.229662189727967,0.720400345427097,0.229662189727967,0.0872846995670728,0,408447.119246955,0.0111008,36469502.4741323,1e-04,"1_85_4",1,85,4,1600,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"10","collab_spend",0,0,0,0,0,0,0,0,0,TRUE,0.635006,0.858699572898795,0.928235221668129,0.330430121438803,0.0490287464085023,0.229662189727967,0.720400345427097,0.229662189727967,0.0872846995670728,0,408447.119246955,0.0111008,36469502.4741323,1e-04,"1_85_4",1,85,4,1600,6,367470,2939.76,5838.82723850848,2899.06723850848,0,0.00760594235073646,0,0,0,Inf,4,FALSE,0,0,0,0,0
"11","facebook_cost",1201655.7973928,53353802.4284706,0.404239880209452,426830.419427765,0.352517522189861,53353802.4284706,0.404239880209452,426830.419427765,0.352517522189861,TRUE,0.635006,0.858699572898795,0.928235221668129,0.330430121438803,0.0490287464085023,0.229662189727967,0.720400345427097,0.229662189727967,0.0872846995670728,0,408447.119246955,0.0111008,36469502.4741323,1e-04,"1_85_4",1,85,4,1600,6,31632918,253063.344,266234.908688988,13171.5646889884,438153.083409161,0.654742293775203,0.657380279766648,1.7313968767012,1.68665446635276,0.59288966409487,4,FALSE,1.92624100713968,0.0313081740137779,1.53999618829355,2.3124573930704,0.308697678727525
"12","google_ads_cost",319249.89335803,14477716.4300607,0.109691719971418,115821.731440486,0.0956567009396322,14477716.4300607,0.109691719971418,115821.731440486,0.0956567009396322,TRUE,0.635006,0.858699572898795,0.928235221668129,0.330430121438803,0.0490287464085023,0.229662189727967,0.720400345427097,0.229662189727967,0.0872846995670728,0,408447.119246955,0.0111008,36469502.4741323,1e-04,"1_85_4",1,85,4,1600,6,8621550,68972.4,74257.9454402611,5285.54544026108,122318.890247828,0.178449974893167,0.178382136679669,1.77344691859103,1.67924751698485,0.59550482575406,4,FALSE,1.63447267945625,0.0785863739129916,0.663525538573519,2.60247365624907,0.0389972404864634
