"","email_sms_campaign_alphas","email_sms_campaign_gammas","email_sms_campaign_thetas","fb_adv_alphas","fb_adv_gammas","fb_adv_thetas","fb_awareness_alphas","fb_awareness_gammas","fb_awareness_thetas","fb_consideration_alphas","fb_consideration_gammas","fb_consideration_thetas","fb_intent_alphas","fb_intent_gammas","fb_intent_thetas","fb_loyalty_alphas","fb_loyalty_gammas","fb_loyalty_thetas","ga_brand_alphas","ga_brand_gammas","ga_brand_thetas","ga_nonbrand_alphas","ga_nonbrand_gammas","ga_nonbrand_thetas","ga_other_alphas","ga_other_gammas","ga_other_thetas","ga_shoppmax_alphas","ga_shoppmax_gammas","ga_shoppmax_thetas","influencer_cost_alphas","influencer_cost_gammas","influencer_cost_thetas","organic_impressions_alphas","organic_impressions_gammas","organic_impressions_thetas","other_cost_alphas","other_cost_gammas","other_cost_thetas","tiktok_cost_alphas","tiktok_cost_gammas","tiktok_cost_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"1",2.7979325,0.9329638,0.1245333,2.9862625,0.6888731,0.5235535,1.1253425,0.36950811,0.487902,1.3058775,0.6346644,0.627803,1.7232225,0.5784362,0.30929665,1.3662775,0.9374466,0.6895835,2.9129875,0.9988975,0.7623055,2.9038225,0.5108953,0.77669,2.5990325,0.5556316,0.4541815,2.898955,0.8051802,0.535341,1.1625325,0.7582606,0.2560881,2.734855,0.8839715,0.187107,2.47646,0.7943638,0.58547,1.27829,0.8868814,0.1052406,0.6750695,0.687501090353472,0.0393155176774213,0.0200373124434675,0.0565364551040769,0.952469059019159,1.38501358765148,0.952469059019159,0.0659746115393781,0,79592.489997688,0.0125665,6284323.78266842,1e-04,0,0.124861001968384,277.520979881287,"3_104_16",3,104,16,1973,FALSE,TRUE,5,0.166308957082427,4,FALSE
"2",2.9690075,0.8504912,0.2395173,2.3207125,0.5361324,0.370416,1.28559,0.34696769,0.422771,1.2940625,0.5475179,0.597815,2.0298925,0.6021417,0.4688715,2.37269,0.9134982,0.3785655,1.8026975,0.9199739,0.7969905,2.61973,0.3766199,0.7190265,2.7692025,0.8151055,0.5908055,2.8189025,0.4511363,0.5152365,1.9843625,0.5528512,0.2759976,2.91723,0.9708499,0.0664785,1.365365,0.5370396,0.5806405,2.4468725,0.6332497,0.2623251,0.6725678,0.740767055202372,0.0936882165346306,0.02249536115948,0.0514551805787028,0.923279745429334,1.38621491838187,0.923279745429334,0.0811617117000832,0,39142.0808975442,0.00612914,6284323.78266842,1e-04,0,0.0706918239593506,114.7594871521,"5_69_5",5,69,5,1297,TRUE,TRUE,4,0.168419485839725,1,FALSE
"3",2.92289,0.9746047,0.2775972,1.58216,0.8978329,0.372547,1.1345225,0.5238957,0.490701,1.4657275,0.5257059,0.6096455,1.907975,0.7275894,0.4692075,1.7781775,0.8330822,0.33771985,2.72969,0.8950455,0.7834235,2.9859775,0.31135715,0.709524,2.782645,0.8708521,0.6004615,2.997405,0.4886185,0.5674025,1.67395,0.5362787,0.2994111,2.850015,0.9279119,0.0600765,1.02925,0.4880305,0.5967315,2.438415,0.6227623,0.2783157,0.6660662,0.705405165546183,0.0751728240495475,0.0342967497522294,0.0551606705016261,0.933795327851868,1.3828735261175,0.933795327851868,0.0631316499459981,0,64117.6334585285,0.0101038,6284323.78266842,1e-04,0,0.0720469951629639,117.895404100418,"5_71_9",5,71,9,1339,FALSE,TRUE,4,0.16287746273939,4,FALSE
"4",2.930615,0.9032523,0.2887296,1.581415,0.8886734,0.4122745,1.1991025,0.5121945,0.4551815,1.4947525,0.4808464,0.7064155,1.41822,0.7341295,0.612119,1.5319,0.7233985,0.353009,2.3246625,0.8973415,0.7958725,2.916205,0.381326,0.766443,2.7592425,0.8637009,0.6569185,2.952535,0.35138196,0.573675,2.1226275,0.6356836,0.2853174,2.9348775,0.9149563,0.0610545,1.1816075,0.36997235,0.6003985,2.6208625,0.5383857,0.2148357,0.6608075,0.746346326206928,0.112532038708904,0.0418024628902034,0.0512961503573917,0.913379832411886,1.3793285335756,0.913379832411886,0.103831602074011,0,28117.8401010882,0.00437472,6284323.78266842,1e-04,0,0.0638689994812012,120.150327205658,"5_72_19",5,72,19,1368,FALSE,TRUE,5,0.158059306670818,1,FALSE
"5",2.913885,0.9182141,0.2887149,1.47841,0.875988,0.429585,1.17312,0.4893423,0.434983,1.4042975,0.4881824,0.628598,2.3536,0.5523171,0.3898615,2.545985,0.9812771,0.33191355,1.8703575,0.9695178,0.7940295,2.56367,0.35264945,0.7395305,2.773615,0.8731495,0.597645,2.7605375,0.3729302,0.5651615,2.4039525,0.491982,0.1734147,2.9362475,0.9277985,0.0646785,1.2996225,0.31501878,0.56682,2.33571,0.4703128,0.2087754,0.6613151,0.743858819314951,0.106946565137154,0.0425227319109359,0.0514818423625366,0.916324958668197,1.3770360158981,0.916324958668197,0.0979830051764325,0,36857.0150834112,0.00576549,6284323.78266842,1e-04,0,0.0627539157867432,121.467307090759,"5_73_18",5,73,18,1386,TRUE,TRUE,5,0.154233870348489,1,FALSE
"6",2.99665,0.9587168,0.2786787,2.2075875,0.5122288,0.545371,1.3098225,0.304173085,0.354184,1.49155,0.4600984,0.62624,1.5231875,0.725348,0.540693,1.44049,0.7032434,0.31786145,2.8765975,0.8430075,0.7828635,2.9249325,0.4813483,0.7723455,2.7615575,0.8358276,0.622092,2.9650525,0.33858113,0.5077075,2.0376525,0.7796239,0.2996859,2.99992,0.9254059,0.0589962,1.454675,0.5221639,0.580955,2.7065425,0.5953174,0.2581797,0.6697544,0.750802659826685,0.132004314761635,0.063533758788457,0.0505141477180842,0.903940103174663,1.35662729613628,0.903940103174663,0.16305743938178,0,18304.341724726,0.00281298,6284323.78266842,1e-04,0,0.0646870136260986,123.912195205688,"5_75_13",5,75,13,1419,FALSE,TRUE,5,0.126179684998431,6,FALSE
"7",2.99665,0.9587168,0.2786787,2.2075875,0.5122288,0.545371,1.3098225,0.304173085,0.354184,1.49155,0.4600984,0.62624,1.5231875,0.725348,0.540693,1.44049,0.7032434,0.31786145,2.8765975,0.8430075,0.7828635,2.9249325,0.4813483,0.7723455,2.7615575,0.8358276,0.622092,2.9650525,0.33858113,0.5077075,2.0376525,0.633879,0.2981199,2.97492,0.9748462,0.0589962,1.454675,0.5221639,0.580955,2.7065425,0.5953174,0.2581797,0.6697544,0.751815838522787,0.133298846781317,0.0636166595706245,0.0504113537121952,0.903265781829819,1.35656724701325,0.903265781829819,0.158827215147213,0,18304.341724726,0.00281298,6284323.78266842,1e-04,0,0.0659141540527344,126.141189098358,"5_77_5",5,77,5,1449,FALSE,TRUE,4,0.125705251941037,6,TRUE
"8",2.98255,0.9366381,0.2866551,1.5194575,0.7179336,0.4721685,1.0095675,0.5141713,0.445113,1.49992,0.4741768,0.697841,1.8146475,0.7062597,0.504583,1.89216,0.8575493,0.3153403,2.7048275,0.9245204,0.7945885,2.806875,0.3762902,0.780757,2.7689625,0.8117308,0.6196495,2.9178875,0.33711932,0.518412,2.01744,0.5250507,0.2365128,2.9004475,0.9514025,0.0612972,1.53976,0.4018668,0.636891,1.8750525,0.6313891,0.174684,0.6644921,0.752557872328095,0.131682647099022,0.0570346111934252,0.0505403337381099,0.902853215817971,1.3667438629286,0.902853215817971,0.170946327105626,0,13764.3718341414,0.00209048,6284323.78266842,1e-04,0,0.065101146697998,128.292278051376,"5_78_15",5,78,15,1478,TRUE,TRUE,4,0.142386066274689,2,FALSE
"9",2.99665,0.9587168,0.2786787,2.2075875,0.5122288,0.545371,1.3098225,0.304173085,0.354184,1.49155,0.4600984,0.62624,1.5231875,0.725348,0.540693,1.44049,0.7032434,0.31786145,2.8765975,0.8430075,0.7828635,2.9249325,0.4813483,0.7723455,2.7615575,0.8358276,0.622092,2.9650525,0.33858113,0.5077075,2.0376525,0.633879,0.2981199,2.97492,0.9748462,0.0589962,1.454675,0.7295627,0.6504285,1.5107425,0.5953174,0.2581797,0.6697544,0.75116528337549,0.134656179903552,0.0534738902232296,0.0504773810974096,0.902558206355113,1.3638945288638,0.902558206355113,0.153022613218054,0,18304.341724726,0.00281298,6284323.78266842,1e-04,0,0.0654089450836182,128.364075183868,"5_78_16",5,78,16,1479,FALSE,TRUE,3,0.136515868568763,6,FALSE
"10",2.9728375,0.9529439,0.256779,2.069455,0.4209565,0.43111,1.3120125,0.4427153,0.3906705,1.633505,0.4443498,0.7372115,1.5805125,0.7167233,0.51443,1.5837025,0.7466098,0.3362297,2.9391825,0.8317865,0.7805565,2.6769125,0.5603685,0.784132,2.770485,0.8418994,0.6402545,2.7963475,0.304614813,0.5993945,2.373295,0.4314831,0.1877622,2.86585,0.9481055,0.0632817,1.39356,0.5116884,0.6661295,1.6459725,0.7373852,0.1124043,0.6671546,0.753131939196691,0.13927137842201,0.0804655149466362,0.0504143943123714,0.899414025621111,1.34725484711088,0.899414025621111,0.309374669816064,0,8790.13575789821,0.00129887,6284323.78266842,1e-04,0,0.0651640892028809,128.931946992874,"5_79_4",5,79,4,1486,TRUE,TRUE,5,0.134848289536768,2,FALSE
