"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","fb_adv","fb_awareness","fb_consideration","fb_intent","fb_loyalty","ga_brand","ga_other","ga_nonbrand","ga_shoppmax","tiktok_cost","influencer_cost","other_cost","cluster","top_sol"
"1","3_104_16",0,0.0659746115393781,0.952469059019159,1.38501358765148,0.0565364551040769,0.705637694761148,0.597229940909057,0.442879440162365,0.342463166439959,0.68284202145908,0.466909350813253,0.366074447997459,0.452501188844634,0.790136852566402,0.394439337600777,0.95771365966965,0,4,FALSE
"2","5_100_14",0,0.151822816180892,0.904460119455456,1.36695105042854,0.0510659769314486,0.315210261849174,0.411995613132216,0.588637578037166,0.229136650831678,0,0.591471449682487,0.442249573431303,0.30880999981141,0.596592615047776,0.653060084902587,0.394926355526982,0.393875683734688,6,FALSE
"3","5_100_15",0,0.0741463979798103,0.92309985019573,1.37475051910215,0.051784537838784,0.773528175444067,0.555808088891892,0.689046789259881,0.285327395249476,0,0.569133285570115,0.1307334399614,0.288473913190532,0.541204144761938,0.443450498767668,0.456760000390014,0.202454642952809,1,FALSE
"4","5_100_2",0,0.106210205535852,0.91121790538742,1.3874246856402,0.051169024063758,0.689460436828953,0.610931324225437,0.485730493298023,0.132910208218367,0.112648793406318,1,0.212149204376183,0.650047939675977,0.492763261922364,0.427809075343786,0.69295618680009,0.238416778411145,3,FALSE
"5","5_100_4",0,0.0890889816077849,0.921212528045956,1.39480855078764,0.0515554118296264,0.73207020660964,0.190958935080828,0.505759413005265,0.28033051299695,0,0.683308537181175,0.136622523662062,0.25689482998753,0.698686322233956,0,0.977562278724502,0.235357025077717,3,FALSE
"6","5_101_1",0,0.0579033099732663,0.934773484854559,1.37773006709682,0.0544675348936358,0.826593232232761,0.430373563962411,0.643266991517451,0.361811776502915,0.233515601368366,0.496600218749648,0.0595672685666493,0.362511808906187,0.672866090759186,0.101565867789357,0.454463016152477,0.239293903043051,4,FALSE
"7","5_101_11",0,0.0886646888822104,0.910886152547643,1.38023159738834,0.0509477993786478,0.640517564216086,0.712172947838905,0.481743246664701,0.21589962166022,0,0.719465166686863,0.219993587582212,0.285528906819455,0.736177042204479,0.407659493193532,0.544704563320517,0.245574443980095,3,FALSE
"8","5_101_12",0,0.16199669128654,0.899185404589722,1.37218191855133,0.0505820620641251,0.342496791313592,0.182910714084049,0.550122358865496,0.484907559491491,0,0.486683967626787,0.72480519748665,0.215078216449377,0.378599196991346,0.540759312424647,0.0111620969145847,0.318516895986024,6,FALSE
"9","5_101_17",0,0.0711376061983872,0.91565793635552,1.39247072195122,0.051527892442009,0.857732904243101,0.410779980361505,0.705978401629418,0.244559672577897,0,0.530864643380339,0.185997000084004,0.263415399619181,0.439390365092549,0.250566183239199,0.372475342496793,0.212497670420434,1,FALSE
"10","5_101_8",0,0.138546803322278,0.908334630203503,1.3950737306308,0.0507999702597879,0.933044965717647,0.507003440943965,0.660966504150702,0.483333654425256,0,0.419638437178776,0.281083024453209,0.245582446340308,0.0844269210494622,0.265545822448381,0.61478855771377,0.318863995353434,1,FALSE
"11","5_102_11",0,0.0599355375121198,0.932506356672892,1.37535571184895,0.0541256163303881,0.879631549297927,0.551703044247363,0.587646531090655,0.323759313384502,0.207861640724355,0.554288280562972,0.180173306896612,0.49128190495338,0.70564728982651,0.141073425387275,0.357178398562806,0.166411560684775,4,FALSE
"12","5_102_13",0,0.0907720193576256,0.918197850647785,1.3811929190832,0.0510017336042883,0.738710547141318,0.392446035275783,0.517826057993738,0.524427683341067,0,0.51814213549999,0.243489889032568,0.266731986064433,0.851937053154745,0.248203223495291,0.312055620995047,0.212480527984367,1,FALSE
"13","5_102_16",0,0.12850798815939,0.911299887921271,1.38347584936202,0.0508295995092205,0.458040703762501,0.357560586063694,0.40399787624359,0.147564656502467,0,0.497870320103348,0.185785755488343,0.448540602838409,0.885859566643559,0.476323005921627,0.821258581485645,0.266989329391209,3,FALSE
"14","5_102_19",0,0.090172637094007,0.910120105955779,1.39626673763601,0.0509042409324001,0.796731093300489,0.368926478551177,0.572002209624038,0.21485588893565,0,0.78126756258573,0.302313476120031,0.0995867907271693,0.766715676777897,0.275819651898423,0.288639025527195,0.335765305106555,1,FALSE
"15","5_102_6",0,0.15098936814118,0.903394715321038,1.3666835782124,0.0511666166791515,0.414154601909871,0.621914274958706,0.560613348465125,0.356484842161092,0,0.478996166030948,0.314979769726295,0.320856309424836,0.448034339532858,0.760073716635158,0.450458313024558,0.387150210519498,6,FALSE
"16","5_102_7",0,0.0740018746568834,0.912745670587532,1.38058135735469,0.0511636595852744,0.713346961087639,0.430452717149036,0.651677554644894,0.311010510846452,0,0.516661539787578,0.165197209765107,0.313225616079666,0.479491864042415,0.353783912405814,0.631224242204265,0.230739836428376,1,FALSE
"17","5_102_9",0,0.0699143442193119,0.923852516117531,1.38623259322772,0.0510428474290787,0.784784039648724,0.332218907271585,0.64381161530549,0.501657878771014,0,0.464114270997144,0.230266932412172,0.267706523095645,0.628511488338291,0.247125667965742,0.422183439305916,0.191857463527657,1,FALSE
"18","5_103_10",0,0.132771484591125,0.906372987799248,1.37042859658261,0.0508094780337574,0.402920237763531,0.680378955103099,0.463948472094485,0.464247143642692,0,0.572829886399171,0.381602318438135,0.344243455565994,0.635501596486453,0.52467778818648,0.244605685352941,0.239889054166818,6,FALSE
"19","5_103_11",0,0.0885717891257265,0.92243013773303,1.39047865084276,0.0508559593017223,0.886113690753377,0.223569673103838,0.556850664372606,0.45501122646534,0,0.456998356316406,0.20937525610167,0.424463035841805,0.542095388995389,0.446436751822558,0.482842434009265,0.185519922351937,1,FALSE
"20","5_103_15",0,0.197205510233093,0.901298031193659,1.36104133226201,0.0506491598776515,0,0.336601576539244,0.513897450090997,0.221005792919481,0.42589970067063,0.639010372866341,0.307209157871041,0.28622993198922,0.477099422515947,0.382922624731892,0.606331294952338,0.481540259440863,5,FALSE
"21","5_103_16",0,0.074528114816504,0.92781674594511,1.37319609176248,0.053374913300873,0.788259870684035,0.308817738785478,0.644071065357509,0.387904979374435,0.246107775567626,0.632894693322393,0.238452328242276,0.484136050384523,0.680850505527181,0.183667388901021,0.383003949902688,0.16431046775612,4,FALSE
"22","5_103_17",0,0.171925658917129,0.897388218853771,1.37761592901267,0.0505604111284666,0.700870269218325,0.330411246847141,0.601609725518519,0.259576223681663,0,0.416642014321339,0.4802430833618,0.186238677964209,0.00868131140634646,0.492658111235626,0.446950442934865,0.415587129423883,1,FALSE
"23","5_103_18",0,0.109524966954974,0.908208339251995,1.37321334244153,0.050540146586485,0.780873684815545,0.569772954623323,0.605459774683571,0.46970673965934,0,0.436784433965773,0.179224809852397,0.252071386088076,0.272779644130361,0.472730357679314,0.655028352844454,0.266011136536631,1,FALSE
"24","5_103_19",0,0.0935124987893722,0.912176723120533,1.38149048193027,0.0509736480416298,0.741242768835402,0.386258603649151,0.724786344918751,0.199542199397768,0,0.500265825029851,0.230677475133713,0.264721186828374,0.444399771000737,0.514347151796939,0.469511809206834,0.24875734354339,1,FALSE
"25","5_103_3",0,0.0888393663076279,0.911448521331266,1.38252651798024,0.0509873099589346,0.669855195437079,0.734450620641459,0.452483567568697,0.26584280625706,0,0.767844351688573,0.224518091973397,0.37782563073692,0.681703574379233,0.434823717255512,0.533587497840555,0.217623724293756,3,FALSE
"26","5_103_4",0,0.165596190080715,0.900754092669343,1.36663098069453,0.0503681378755423,0.282917982538022,0.160992572316509,0.478002525947707,0.403450763088438,0,0.639076808069828,0.583251968184007,0.441265721723253,0.503651489748302,0.55164087638554,0.178498954451535,0.32275046293033,6,FALSE
"27","5_103_6",0,0.277379905092075,0.896885245999476,1.36656728861404,0.0501584352744308,0,0.53758786461129,0.226118057732057,0.655248838229427,0,0.393978331156961,0.473886249355003,0,0.643770951301192,0.858089194124995,0.129561547968687,0.373656091339628,2,FALSE
"28","5_103_7",0,0.0818793127983219,0.916347582886493,1.3947708075251,0.0521861989888189,1,0.52466853047286,0.783636967393092,0.514845148281993,0.01964233261216,0.460782393034654,0.0590040607387074,0.246416547348949,0.482623579089095,0.0832454426945574,0.277285491213978,0.27367167267262,1,FALSE
"29","5_103_9",0,0.0881974252153868,0.91667660687078,1.38555659722749,0.0513473338879866,0.839616349467014,0.466310827776824,0.690011795008586,0.351977136270636,0,0.483062733288135,0.117334190440875,0.245847507217909,0.329452095917829,0.255666332586703,0.370599723226607,0.203609040287279,1,FALSE
"30","5_104_1",0,0.188383530860601,0.896413333358332,1.35821334207739,0.050585675562858,0.167054023719152,0.700564130920118,0.200934376314398,0.501545130631086,0,0.451296420339251,0.600873112753975,0.187766746519135,0.486947839492877,0.469834463938548,0.475274227619152,0.492786216000718,2,TRUE
"31","5_104_15",0,0.180708750044213,0.900475402931168,1.37307390257965,0.050607801600073,0.319428867036339,0,0.732230345878031,0.121752891642845,0,0.61580214683673,0.762165613725282,0.236019433681725,0.372781933777012,0.556345545957564,0.00919937928555186,0.325075595523354,6,FALSE
"32","5_104_17",0,0.102601236200397,0.915748780617252,1.37202252152402,0.0512649686407792,0.636447079041289,0.218498741246998,0.725205956392884,0.241816421756455,0,0.440662825174071,0.126138280133503,0.224373322416472,0.433444301698646,0.348571559072202,0.391044128963877,0.373409966324468,1,FALSE
"33","5_104_19",0,0.135467152952273,0.909278992510921,1.37366946331205,0.0511122820652205,0.41850343663394,0.341368057555669,0.316989172663078,0.753138297768079,0,0.405059173571201,0.243878691539781,0.289474664283313,0.693904599248865,0.305894678549607,0.676385808657401,0.297780247210216,6,FALSE
