"","email_sms_campaign_alphas","email_sms_campaign_gammas","email_sms_campaign_thetas","facebook_cost_alphas","facebook_cost_gammas","facebook_cost_thetas","google_ads_cost_alphas","google_ads_cost_gammas","google_ads_cost_thetas","influencer_cost_alphas","influencer_cost_gammas","influencer_cost_thetas","organic_impressions_alphas","organic_impressions_gammas","organic_impressions_thetas","other_cost_alphas","other_cost_gammas","other_cost_thetas","tiktok_cost_alphas","tiktok_cost_gammas","tiktok_cost_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"21",2.9831475,0.7768239,0.00506754,0.63367825,0.8797456,0.02273385,2.1748075,0.6719205,0.2666175,0.717414,0.7383162,0.2993229,1.514365,0.786605,0.2552847,1.50164,0.30738948,0.3653815,2.0015325,0.6471153,0.072621,0.6425081,0.683818024434815,0.758445688621124,0.622838585846608,0.0543797486936981,0.626071975155829,1.02864681637474,0.626071975155829,0.0354315015389883,0,45349.633945353,0.00658135,6788164.2892316,1e-04,0,0.0692059993743896,131.917199134827,"1_93_3",1,93,3,1751,TRUE,TRUE,5,0.0214899166539344,1,FALSE
"22",2.96087,0.7478327,0.02933004,0.64712625,0.9043191,0.01542276,2.1515575,0.6710595,0.2664636,0.7070325,0.8946871,0.2975073,1.56422,0.9762609,0.0591438,2.08468,0.6802645,0.5103125,2.3647225,0.6056676,0.0702195,0.6407282,0.675461417148716,0.773023421771405,0.621291770442527,0.0545886153738611,0.632008860320277,1.03435868257165,0.632008860320277,0.0316775293293851,0,48808.0614183102,0.00709088,6788164.2892316,1e-04,0,0.0651440620422363,132.055715084076,"1_93_5",1,93,5,1753,TRUE,TRUE,4,0.0221437216346862,1,FALSE
"23",2.9219025,0.7520467,0.01522311,0.650793,0.8771073,0.02474151,2.15662,0.6624194,0.2670966,0.720967,0.9531301,0.2934912,1.66859,0.7312518,0.2264835,2.001425,0.5779455,0.428939,2.3338425,0.6160787,0.0761217,0.6418634,0.683518114900183,0.75489107541971,0.622026624743195,0.0544055331165993,0.630661659789181,1.02975346744701,0.630661659789181,0.0325101896337579,0,46853.8764758356,0.00680297,6788164.2892316,1e-04,0,0.0652570724487305,132.12578701973,"1_93_6",1,93,6,1754,TRUE,TRUE,3,0.0212501972318372,1,FALSE
"24",2.784115,0.74009,0.02906598,0.661199,0.8452034,0.0569919,2.2169275,0.6315074,0.2697129,0.7095745,0.7737488,0.2992203,1.4033175,0.9610128,0.1923018,2.1789775,0.675179,0.5143565,2.610425,0.6498908,0.0740013,0.640526,0.674571167191766,0.765341818210147,0.619301747692604,0.0546634358011075,0.642614462153437,1.03707277766172,0.642614462153437,0.031033935120486,0,50216.6004036262,0.0072984,6788164.2892316,1e-04,0,0.0792760848999023,132.209825992584,"1_93_7",1,93,7,1755,TRUE,TRUE,4,0.022660845396949,1,FALSE
"25",2.9163325,0.7509435,0.0301953,0.64123825,0.8741694,0.051942,2.1870275,0.643714,0.2662941,0.68619775,0.7624396,0.2844951,1.4774425,0.9946534,0.02532327,2.1327425,0.6212629,0.4724605,2.5494325,0.6441865,0.0743292,0.6410138,0.68211316701527,0.752919636115534,0.625719018232852,0.0545261597607055,0.633192822548448,1.02471133105543,0.633192822548448,0.0311574295107148,0,48666.6780959117,0.00707005,6788164.2892316,1e-04,0,0.0657248497009277,132.675502061844,"1_93_13",1,93,13,1761,TRUE,TRUE,4,0.0199318601077042,1,FALSE
"26",2.8830775,0.7533725,0.02648187,0.645347,0.8820269,0.0474429,2.1761625,0.7056731,0.2597343,0.668218,0.9933472,0.2874672,1.5291075,0.9597563,0.0437835,2.151915,0.6138828,0.502541,2.4749025,0.6220728,0.0775869,0.6411953,0.68459335849852,0.752927501321058,0.621562023168551,0.0543130333936565,0.633182744387558,1.03038615507143,0.633182744387558,0.0320308063432196,0,48197.8664743052,0.00700098,6788164.2892316,1e-04,0,0.0744619369506836,133.949134111404,"1_94_10",1,94,10,1777,TRUE,TRUE,5,0.0213148890339029,1,FALSE
"27",2.9831475,0.7768239,0.00506754,0.63367825,0.8797456,0.02273385,2.1748075,0.6719205,0.2666175,0.717414,0.7383162,0.2993229,1.514365,0.786605,0.2552847,1.50164,0.30738948,0.3653815,2.1620925,0.6471153,0.072621,0.6425081,0.683906012059062,0.758178340492612,0.624780080065017,0.0543721817256426,0.626418342153868,1.02599584451585,0.626418342153868,0.0332804924229186,0,45349.633945353,0.00658135,6788164.2892316,1e-04,0,0.0785820484161377,134.269543170929,"1_94_14",1,94,14,1781,TRUE,TRUE,1,0.0205570785688885,1,FALSE
"28",2.787515,0.7480672,0.0124029,0.6685735,0.8652962,0.02201655,2.194265,0.658029,0.2701083,0.73539775,0.6379306,0.2774748,1.3235875,0.7978897,0.1834575,2.048275,0.6861725,0.497048,2.63126,0.6486966,0.070218,0.6401804,0.673751333295626,0.766251660008431,0.621426052167223,0.05473224769424,0.641367445453859,1.03417528573535,0.641367445453859,0.0307962020702633,0,50366.6717074299,0.00732051,6788164.2892316,1e-04,0,0.078106164932251,134.428292989731,"1_94_16",1,94,16,1783,TRUE,TRUE,1,0.0219753053494268,1,FALSE
"29",2.784115,0.74009,0.02906598,0.661199,0.8452034,0.0569919,2.2169275,0.6315074,0.2697129,0.7095745,0.7505781,0.2871423,1.4287375,0.8722647,0.1595058,2.212585,0.6110793,0.5143565,2.610425,0.6498908,0.0740013,0.640526,0.674361636658062,0.764852943772269,0.619424297874185,0.0546810307630143,0.643283508352592,1.03690584271229,0.643283508352592,0.0308560653293755,0,50216.6004036262,0.0072984,6788164.2892316,1e-04,0,0.0674638748168945,134.57639503479,"1_94_18",1,94,18,1785,TRUE,TRUE,3,0.0225983980366016,1,FALSE
"30",2.9106775,0.7578252,0.0420054,0.642618,0.8912256,0.0347391,2.156075,0.663188,0.2645175,0.6896295,0.9951735,0.2990547,1.6753875,0.9586258,0.0446667,2.2969675,0.5985248,0.364685,2.2839125,0.62739,0.0738144,0.6413282,0.684218821177598,0.754123238716491,0.622296520074291,0.0543452714951225,0.631648703656684,1.02938574937108,0.631648703656684,0.0320620436870885,0,48140.1049729317,0.00699247,6788164.2892316,1e-04,0,0.0695641040802002,136.54551410675,"1_96_4",1,96,4,1809,TRUE,TRUE,4,0.0210993409104143,1,FALSE
"31",2.9708975,0.7718679,0.00709866,0.63710125,0.8891116,0.01207911,2.14925,0.6727619,0.2673123,0.72092175,0.9531301,0.2934912,1.66859,0.7312518,0.2264835,2.001425,0.5779455,0.428939,2.1964425,0.6205237,0.0733212,0.6423791,0.683756303737226,0.757613293290553,0.623938554155094,0.0543850560680964,0.627149768378621,1.02714572820179,0.627149768378621,0.0335675756331908,0,45650.5231763624,0.00662568,6788164.2892316,1e-04,0,0.094789981842041,136.947690963745,"1_96_9",1,96,9,1814,TRUE,TRUE,2,0.0208530433267091,1,FALSE
"32",2.9423925,0.763372,0.02345202,0.637131,0.8548886,0.0420771,2.18364,0.6667335,0.2649585,0.7070055,0.8799535,0.2976066,1.6573275,0.7573758,0.2589156,2.5044875,0.3271523,0.381975,2.1742225,0.688206,0.0752946,0.6424124,0.684889687155939,0.755503000171882,0.624856841184239,0.0542875134962056,0.629873931136549,1.02589089190872,0.629873931136549,0.0328366517385512,0,46190.7391451427,0.00670527,6788164.2892316,1e-04,0,0.0870168209075928,137.117879152298,"1_96_11",1,96,11,1816,TRUE,TRUE,3,0.020460804934456,1,FALSE
"33",2.766265,0.7450061,0.01978932,0.65838025,0.867434,0.0501261,2.18158,0.6439877,0.2666625,0.69655075,0.7929337,0.2868459,1.51397,0.9571978,0.1815075,1.9289175,0.7066755,0.5193845,2.559475,0.6347694,0.0724287,0.6401978,0.671803258580692,0.76451753776846,0.619752902424777,0.0548954112988494,0.643742124059904,1.03645809268676,0.643742124059904,0.0308728707162574,0,52114.9243406596,0.00757808,6788164.2892316,1e-04,0,0.0735609531402588,137.850322008133,"1_97_1",1,97,1,1825,TRUE,TRUE,4,0.0224997398459717,1,FALSE
"34",2.7987775,0.7314422,0.0365382,0.67079275,0.8473664,0.0442794,2.1897175,0.651834,0.2689419,0.71713525,0.7070514,0.2805531,1.4084375,0.6979101,0.1227909,2.173535,0.7215239,0.5284885,2.6318375,0.6623221,0.0712188,0.6401003,0.674106673453414,0.764408864700349,0.620564919087942,0.0547024332212626,0.643890647567152,1.03535082448184,0.643890647567152,0.0306337307343277,0,51174.9254775312,0.00743959,6788164.2892316,1e-04,0,0.0641050338745117,138.148661136627,"1_97_5",1,97,5,1829,TRUE,TRUE,1,0.0222166956214594,1,FALSE
"35",2.7632175,0.739278,0.02838774,0.66859725,0.8486614,0.00389475,2.159235,0.6378844,0.2739438,0.70833925,0.7131421,0.2950044,1.361315,0.6508932,0.295554,1.7475625,0.36430823,0.6689655,2.464305,0.7245836,0.0766839,0.6404288,0.670588294933493,0.763823518032961,0.624466566164818,0.0549969271103653,0.644690052487205,1.03001392764695,0.644690052487205,0.0307988816226818,0,53828.3571734139,0.00783052,6788164.2892316,1e-04,0,0.0678539276123047,138.511878013611,"1_97_10",1,97,10,1834,TRUE,TRUE,3,0.0210458334666763,1,FALSE
"36",2.96919,0.782986,0.01114026,0.63376025,0.8717712,0.00384651,2.2445425,0.6783171,0.2691033,0.731512,0.7274431,0.2765703,1.28816,0.9401969,0.2693523,2.2686825,0.6696231,0.40086,2.3708625,0.6015173,0.071757,0.6412016,0.686446126933415,0.757523820251609,0.622206027019917,0.0541532750433041,0.627265508674512,1.02950905599476,0.627265508674512,0.0355326287537775,0,43898.4016764131,0.00636754,6788164.2892316,1e-04,0,0.0651040077209473,138.665963172913,"1_97_12",1,97,12,1836,TRUE,TRUE,6,0.0216917740755149,1,FALSE
"37",2.8879075,0.7800747,0.002696826,0.62439175,0.9273638,0.00425568,2.1494425,0.6936947,0.2633538,0.6940875,0.8951204,0.2917971,1.65825,0.7465993,0.2529072,2.0363675,0.5771825,0.3906885,2.1368,0.6458385,0.0690741,0.6422129,0.686085508105344,0.756550398843706,0.621036368782228,0.0541844069802551,0.628523327266481,1.0311015154267,0.628523327266481,0.0331722327651563,0,44704.0762020348,0.00648624,6788164.2892316,1e-04,0,0.0666639804840088,138.737282991409,"1_97_13",1,97,13,1837,TRUE,TRUE,3,0.021650053852095,1,FALSE
"38",2.899165,0.7475772,0.0308604,0.6467035,0.8716739,0.0474315,2.1374275,0.6588298,0.2649741,0.6776105,0.9379898,0.295545,1.65343,0.9695598,0.0403761,2.8396525,0.8852812,0.403676,2.458915,0.5891658,0.0717675,0.6408869,0.682194117557961,0.753325578382058,0.620611070494195,0.0545192167187093,0.632672454623263,1.03167993866639,0.632672454623263,0.03146783471057,0,48961.5264648502,0.00711349,6788164.2892316,1e-04,0,0.0652751922607422,139.166715145111,"1_97_19",1,97,19,1843,TRUE,TRUE,4,0.0215159844157544,1,FALSE
"39",2.79932,0.7404897,0.0322632,0.66159775,0.8570033,0.0428421,2.22995,0.6360322,0.2700567,0.7095745,0.7505781,0.2871423,1.32691,0.9902504,0.0401175,1.5831825,0.4080114,0.5358675,2.634045,0.7237674,0.0766344,0.6407387,0.675376682893776,0.765163348979574,0.62440573908297,0.0545957412196225,0.64285878585388,1.03009734259619,0.64285878585388,0.0310254234486859,0,49807.111405052,0.00723807,6788164.2892316,1e-04,0,0.0692498683929443,139.358508110046,"1_98_2",1,98,2,1845,TRUE,TRUE,4,0.0210982294262952,1,FALSE
"40",2.9545275,0.7472986,0.02993337,0.647572,0.901454,0.01840065,2.153165,0.651834,0.2689419,0.71713525,0.7070514,0.2805531,1.4084375,0.6979101,0.1227909,2.173535,0.7215239,0.5284885,2.6318375,0.6623221,0.0712188,0.6401003,0.672216192166009,0.770834282432178,0.629206494735783,0.0548608660233476,0.635049340176482,1.02349294232111,0.635049340176482,0.0311240687902588,0,51174.9254775312,0.00743959,6788164.2892316,1e-04,0,0.0705339908599854,140.594630002975,"1_98_16",1,98,16,1859,TRUE,TRUE,4,0.0196606987288149,1,FALSE
"41",2.7806625,0.7374223,0.0312585,0.66152675,0.8545792,0.02906337,2.17966,0.6488163,0.269862,0.69872675,0.5558626,0.2782887,1.410395,0.8983411,0.0923046,2.0738775,0.6888759,0.426268,2.5766175,0.6356458,0.0826041,0.6404744,0.674996292054519,0.765463956033001,0.61652997914672,0.0546277192668405,0.642447202383407,1.04084126421648,0.642447202383407,0.0312852155595992,0,49918.2904170965,0.00725445,6788164.2892316,1e-04,0,0.0682070255279541,140.817229986191,"1_98_19",1,98,19,1862,TRUE,TRUE,5,0.0235477107927071,1,FALSE
"42",2.8622125,0.8395257,0.0437064,0.64338475,0.8854317,0.00446895,2.1998875,0.6502926,0.2730939,0.7182205,0.8001297,0.293328,1.4541175,0.7999652,0.0643011,1.9870975,0.6556714,0.4116495,2.6006875,0.6395945,0.0718356,0.6417332,0.682566745972568,0.754009442288915,0.632696396206325,0.0544872453662604,0.631794856246959,1.01511501883525,0.631794856246959,0.0328093525840295,0,49377.1920752047,0.00717473,6788164.2892316,1e-04,0,0.0706660747528076,141.324602127075,"1_99_6",1,99,6,1868,TRUE,TRUE,6,0.0181690822274419,1,FALSE
"43",2.899165,0.7475772,0.0308604,0.65031,0.8821487,0.0474315,2.1374275,0.6588298,0.2649741,0.6776105,0.9379898,0.295545,1.65343,0.9695598,0.0403761,2.8396525,0.8852812,0.403676,2.458915,0.5891658,0.0717675,0.6408869,0.682211026278089,0.753301850840296,0.62067372961864,0.0545177663641217,0.632702882182418,1.03159474004041,0.632702882182418,0.0321076364382084,0,48961.5264648502,0.00711349,6788164.2892316,1e-04,0,0.0672900676727295,141.7153840065,"1_99_11",1,99,11,1873,TRUE,TRUE,5,0.0215936265116257,1,FALSE
"44",2.9708975,0.7718679,0.00709866,0.63710125,0.9235334,0.01602549,2.1291075,0.7383323,0.2531808,0.72092175,0.9531301,0.2934912,1.66859,0.7312518,0.2264835,2.001425,0.5779455,0.428939,2.1964425,0.6205237,0.0733212,0.6423791,0.685851018923771,0.758350727929364,0.6236991000641,0.0542046406517312,0.626195024886639,1.02747268953949,0.626195024886639,0.0339358479447681,0,45650.5231763624,0.00662568,6788164.2892316,1e-04,0,0.0643019676208496,141.784187078476,"1_99_12",1,99,12,1874,TRUE,TRUE,2,0.0209849026022116,1,FALSE
