"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","facebook_cost","google_ads_cost","tiktok_cost","influencer_cost","other_cost","cluster","top_sol"
"77","3_102_3",0,0.0555741237278188,0.622987844928931,1.01874751455255,0.0542591295799659,0.828567573575502,0.863133604693602,0.269865517152221,0.927123453559695,0,2,FALSE
"78","3_102_4",0,0.0320556235144814,0.631138544023646,1.00791314777999,0.0553150258591821,0.825425942349233,0.665494522695086,0.205930975294008,0.701275313562455,0,5,TRUE
"79","3_103_3",0,0.0649793119756196,0.617137963516371,1.03730477372741,0.0525478883789664,0.797012036705869,0.91324271273991,0.213927539211715,0.850496777168793,0,2,FALSE
"80","3_104_11",0,0.0365293624737857,0.625677284440302,1.0339508917142,0.0534312926279685,0.885459247708213,0.795416734511763,0.185391082670374,0.718931824246979,0,2,FALSE
"81","3_105_13",0,0.0591862440204185,0.61869997537109,1.02477339677315,0.0531434055657859,0.827543779192713,0.92079094929523,0.242094899265654,0.784561820616104,0,2,FALSE
"82","3_105_18",0,0.0325885442998237,0.631557812671699,1.00708258346942,0.0554322634603157,0.845958964656182,0.712344649237633,0.194878246969889,0.814402754556117,0,5,FALSE
"83","3_106_13",0,0.0479888053791395,0.61936213081189,1.02597551995075,0.0533777593451045,0.847975040486203,0.875737139042865,0.235576740464129,0.684366658992884,0,2,FALSE
"84","3_106_18",0,0.0377395138543882,0.617182960490235,1.02083167243513,0.0534083310767155,0.867452905324392,0.817522645128683,0.209683782217078,0.815039359111069,0,2,TRUE
"85","3_106_8",0,0.0348127942825817,0.629459328488174,1.00504824245232,0.0548273260369654,0.825642222592335,0.757235736778702,0.243039778292115,0.681261435631873,0,5,FALSE
"86","3_97_14",0,0.0573064603292736,0.618600066135523,1.00269095995297,0.054170179633231,0.830817174924877,0.890598628502398,0.195798532957089,0.925897719251237,0,2,FALSE
"87","4_66_2",0,0.0308816565239239,0.70987367766494,1.09264450825107,0.0539228304200505,0.0583633046341358,0.0726300793630512,0.0128885758717361,0.074111362554867,0,6,FALSE
"88","4_70_15",0,0.0191982109891314,0.725691605234408,1.07309815282814,0.0544032966068214,0.089241478419084,0.0848175829694746,0.038891547545732,0.0953225109860119,0.397357014874591,6,TRUE
"89","4_83_9",0,0.00409979519468037,0.701728890019683,1.12808056696268,0.0541906771956851,0.0523141050244482,0.0513130238931216,0,0.0367839227811159,0.991757556916777,3,FALSE
"90","4_85_1",0,0.00399156614861049,0.701645357753958,1.12810660123801,0.0541894696172601,0.0530977904392839,0.0516252881528257,0.000435526351754968,0.0367566224778464,1,3,FALSE
"91","4_91_7",0,0.00440939056049503,0.701784369829727,1.1278650100895,0.0541848359733997,0.0533926235267289,0.0512692316078982,0.000750759482238555,0.0332722406025655,0.994019502539428,3,TRUE
"92","4_99_5",0,0.0104772926868798,0.706974979708455,1.13442252637765,0.0542051424914555,0,0,0.00487502367961451,0,0.829218522484387,3,FALSE
"93","5_100_3",0,0.0356367427622627,0.620845444315304,1.0402577830999,0.0525181669303697,0.836265711119049,0.640087979904503,0.273504352338758,0.842287246919745,0,5,FALSE
"94","5_102_1",0,0.0473369021202732,0.623226998537269,1.03232841760138,0.0535080981063236,0.670773956992957,0.641037634491813,0.264609321664831,0.746726633586979,0,5,FALSE
"95","5_102_12",0,0.0684259336912682,0.621092658460601,1.03838886179205,0.0527889538824618,0.692238357502991,0.737415241454266,0.25346113936805,0.950721513362931,0,2,FALSE
"96","5_103_19",0,0.0365644351871165,0.624987209814433,1.0361127718059,0.0525387632810958,0.761116000076388,0.624106325702262,0.285940155068245,0.54959227590955,0,5,FALSE
"97","5_103_6",0,0.0347008333452129,0.623453023374647,1.04029177076659,0.052480713105886,0.837059291483109,0.656962328328101,0.267159896266803,0.629200137644268,0,5,FALSE
"98","5_104_17",0,0.0348407832937694,0.624486808231517,1.04362292697253,0.0524406640205134,0.839194702639925,0.656227995750661,0.263285082737732,0.629959787956208,0,5,FALSE
"99","5_104_9",0,0.0662694027210466,0.622959821630977,1.0535449719727,0.0517922302813545,0.731076318085063,0.809738020959506,0.265709494956701,0.888695825445794,0,2,FALSE
"100","5_106_19",0,0.0417765175119547,0.623660409569625,1.04428954442732,0.0531635887118636,0.88508686013152,0.61153063741038,0.263390862835223,0.892276684278587,0,5,FALSE
"101","5_91_18",0,0.171845599775102,0.62315346164245,1.04476665771568,0.0533579426743629,0.684617387767959,0.634669091651385,1,0.288550033888207,0,4,TRUE
"102","5_92_5",0,0.0346117070055851,0.622933087862384,1.03839023625341,0.0524996673307173,0.835624811084802,0.657289259270237,0.269238397150413,0.629084342159319,0,5,FALSE
"103","5_93_18",0,0.0942569118121708,0.621520639060655,1.02271167360549,0.0537489359363978,1,0.415880112427384,0.259027725278898,0.877654224253506,0,5,FALSE
"104","5_94_10",0,0.0369436125176091,0.625043436394071,1.03558846814697,0.0525584647863866,0.762281921911689,0.622097528030203,0.289531730263911,0.548339973971161,0,5,FALSE
"105","5_95_10",0,0.0398755217386012,0.624358575236213,1.06936515134229,0.0527029902392863,0.897094935333981,0.661022064353211,0.327796900467176,0.665263749061759,0,5,FALSE
"106","5_96_11",0,0.0463003702915202,0.624345492959803,1.05020885321618,0.0519261009956303,0.785812915363671,0.780585005232178,0.276166027239169,0.542901164912129,0,5,FALSE
"107","5_96_19",0,0.0385872584147413,0.623583659013415,1.03660069035332,0.0526968447090152,0.863880467120908,0.686687584626801,0.270597397858653,0.575112300790602,0,5,FALSE
"108","5_96_2",0,0.0460677366030725,0.620362968398846,1.04099602307789,0.0525086167476013,0.750039018740942,0.619447710060457,0.275969353420257,0.903092430590316,0,5,FALSE
"109","5_98_15",0,0.0420758300717649,0.623826101539546,1.03424637962526,0.0532422521275544,0.78115527992057,0.533571478557777,0.267259742117727,0.763663277416438,0,5,FALSE
