"","rn","cluster","n","boot_mean","boot_se","boot_ci","ci_low","ci_up","sd","dist100"
"1","facebook_cost",1,68,2.37428248339798,0.00703061996399412,"[2.26, 2.49]",2.25879338342987,2.49023445407683,0.0575481046102611,0.00350037656431794
"2","facebook_cost",2,14,2.78890854639915,0.0280889463306376,"[2.56, 3.02]",2.56242385584086,3.01652994927628,0.10127613626887,0.00663291278760769
"3","facebook_cost",3,6,1.38146408838211,0.0597064187564565,"[1.01, 1.76]",1.00683001208659,1.75872653736954,0.133507611032505,0.0102920378519996
"4","facebook_cost",5,17,2.79631184680766,0.0327039627188635,"[2.51, 3.08]",2.51152106433703,3.08322514997696,0.130815850875454,0.00841753320596809
"5","facebook_cost",6,3,1.50114538040628,0.126607188132685,"[0.55, 2.44]",0.552806105181678,2.4398642488961,0.179049602551165,0.0226783570587551
"6","google_ads_cost",1,68,2.38706021509532,0.00599761437270825,"[2.29, 2.49]",2.28836165395626,2.48579720001848,0.0490925894302695,0.00298606792851277
"7","google_ads_cost",2,14,3.3027010124721,0.0472529433956547,"[2.92, 3.69]",2.9223270405935,3.68625208342507,0.170372910329631,0.0111582915504124
"8","google_ads_cost",3,6,1.39844216312732,0.0732435652200768,"[0.94, 1.86]",0.938808326328262,1.8611812191482,0.163777590746531,0.0126255361041717
"9","google_ads_cost",5,17,2.74671701952759,0.0449274390232841,"[2.35, 3.14]",2.35365788256033,3.13904284241216,0.179709756093136,0.0115636815357384
"10","google_ads_cost",6,3,1.53483098175193,0.132243857946249,"[0.54, 2.51]",0.543864723063218,2.51493645109301,0.187021057448127,0.0236880186154146
"11","influencer_cost",1,68,2.45264267556012,0.00805210503450765,"[2.32, 2.59]",2.3201972821524,2.58526463320994,0.0659093202636153,0.00400894940994718
"12","influencer_cost",2,14,3.15691282510978,0.072268823393118,"[2.58, 3.75]",2.5768761010311,3.74522583839479,0.260568948361338,0.017065531657438
"13","influencer_cost",3,6,1.42519471593574,0.0862443140028158,"[0.88, 1.97]",0.884101470004957,1.97019575224018,0.192848148783133,0.0148665715131464
"14","influencer_cost",5,17,2.85597859077727,0.0676665891500544,"[2.27, 3.45]",2.26690354647871,3.44979584032576,0.270666356600218,0.0174164142126009
"15","influencer_cost",6,3,1.56071378860314,0.118036382596047,"[0.68, 2.44]",0.676492319861673,2.43580409605426,0.166928653120789,0.0211431220447895
"16","other_cost",1,68,0,0,"[0, 0]",0,0,0,0
"17","other_cost",2,14,0,0,"[0, 0]",0,0,0,0
"18","other_cost",3,6,0.986009938983849,0.0531226862547241,"[0.65, 1.32]",0.651406503206407,1.32039258611905,0.118785937612957,0.00915715109230862
"19","other_cost",5,17,0,0,"[0, 0]",0,0,0,0
"20","other_cost",6,3,0.139254854334861,0.118424245264933,"[0, 1.03]",0,1.02943970720497,0.167477173767466,0.0137817581286859
"21","tiktok_cost",1,68,2.7771127471837,0.0254190688343001,"[2.36, 3.2]",2.35905027241537,3.19582093218474,0.208064045541255,0.0126555429378978
"22","tiktok_cost",2,14,2.99109886686739,0.0610727571949416,"[2.5, 3.48]",2.49627627205481,3.48362235683389,0.220200957600324,0.0144216969694923
"23","tiktok_cost",3,6,1.46526013618744,0.0741847345230087,"[1, 1.93]",0.999509233104772,1.93373448524078,0.165882109286223,0.0127877724313985
"24","tiktok_cost",5,17,3.2589489266446,0.0507252095472146,"[2.81, 3.7]",2.81326618627694,3.7000030564348,0.202900838188859,0.0130559449145008
"25","tiktok_cost",6,3,1.67201661343364,0.136966169550722,"[0.65, 2.69]",0.647817039798519,2.68927400188814,0.193699414564924,0.0245338968810048
