"","rn","cluster","n","boot_mean","boot_se","boot_ci","ci_low","ci_up","sd","dist100"
"1","fb_adv",1,14,1.27664815919126,0.0386763560102835,"[0.96, 1.59]",0.963521996046219,1.58879176335645,0.139449584743177,0.0091330195636019
"2","fb_adv",10,7,0.599482426193813,0.145812153185807,"[0, 1.55]",0,1.54827712304464,0.357165373601763,0.0228546249520017
"3","fb_adv",11,15,1.19351504636084,0.0131980368567677,"[1.08, 1.3]",1.08480708094054,1.30407195682566,0.0493825320960397,0.00321242363714346
"4","fb_adv",14,6,1.21622110289757,0.00412958534195634,"[1.19, 1.24]",1.1903481590633,1.24235296749339,0.00923403354350109,0.0007118472274454
"5","fb_adv",15,13,1.10850532560201,0.0654135325647645,"[0.6, 1.63]",0.601114469830988,1.62886852476623,0.226599123809467,0.0149591141672139
"6","fb_adv",16,10,1.21644715406741,0.0199455916069687,"[1.07, 1.36]",1.07303527303059,1.35839960702491,0.0598367748209062,0.00409129175390025
"7","fb_adv",17,4,0,0,"[0, 0]",0,0,0,0
"8","fb_adv",18,6,1.22747868278006,0.0462677410575571,"[0.93, 1.52]",0.934915443522176,1.51757564084153,0.103457814170056,0.00797551339049961
"9","fb_adv",19,4,0.669086549740308,0.199077048827912,"[0, 1.94]",0,1.94432718028098,0.344811563190813,0.0266055586531577
"10","fb_adv",2,8,0.125453151128269,0.0573753379432289,"[0, 0.51]",0,0.510765709504934,0.151800875586072,0.00822593394623311
"11","fb_adv",3,8,1.26826458888313,0.0172512880869378,"[1.15, 1.38]",1.15353028936922,1.38428929362108,0.0456426180735687,0.00325297212524243
"12","fb_adv",4,7,0.665091515610871,0.129559270059756,"[0, 1.5]",0,1.50045672574808,0.317354103093849,0.0215673225448058
"13","fb_adv",5,12,1.22146338461329,0.0114413035544604,"[1.13, 1.31]",1.13376418719242,1.30823116628168,0.0379465110027048,0.00252888889994614
"14","fb_adv",7,13,1.20158503246229,0.0134914248336193,"[1.1, 1.31]",1.09570022798556,1.30767267521394,0.0467356665566502,0.003085290710522
"15","fb_adv",8,7,0.302494020005308,0.0774719766496785,"[0, 0.8]",0,0.801501061164913,0.189766812156525,0.0119296432876562
"16","fb_adv",9,5,1.14329284592852,0.104151192927852,"[0.49, 1.79]",0.493784072415176,1.78699193870006,0.208302385855704,0.0172708347272352
"17","fb_awareness",1,14,1.86847542804691,0.0536105140817848,"[1.44, 2.31]",1.43983330785688,2.30653940747978,0.19329545742586,0.0126595658027739
"18","fb_awareness",10,7,2.03697011674921,0.146552406820722,"[1.09, 2.99]",1.08965593609805,2.98719312105293,0.358978617287545,0.0264191355508078
"19","fb_awareness",11,15,1.59563988051846,0.0224818834511161,"[1.41, 1.78]",1.41017267852415,1.78367424076938,0.0841195052834593,0.00547212699810243
"20","fb_awareness",14,6,1.75535473798179,0.0648373217010928,"[1.34, 2.16]",1.34472229969715,2.16123345395948,0.144980658802666,0.0111764896148249
"21","fb_awareness",15,13,1.68094389054775,0.0324549997022236,"[1.43, 1.94]",1.42681413981437,1.93673550071714,0.112427416887768,0.00742198176442734
"22","fb_awareness",16,10,1.75443020049896,0.0425299442955865,"[1.45, 2.06]",1.44787136650646,2.05635315375437,0.12758983288676,0.00872385306082251
"23","fb_awareness",17,4,2.22693514411443,0.0426457433233298,"[1.95, 2.5]",1.95316415802236,2.496035311124,0.0738645941625484,0.00697576102451242
"24","fb_awareness",18,6,1.84542943075188,0.0237752067526521,"[1.7, 2]",1.69566648834614,1.99507308009168,0.0531629784780421,0.00409830857274373
"25","fb_awareness",19,4,2.18848091010067,0.189205163497114,"[0.99, 3.4]",0.987348115343267,3.39588920939122,0.327712956231377,0.0309491616819264
"26","fb_awareness",2,8,2.27559767102555,0.122974176380358,"[1.46, 3.1]",1.45718401080141,3.102127759188,0.325359088385421,0.0231885042945195
"27","fb_awareness",3,8,1.82998021515195,0.0262372335906502,"[1.65, 2.01]",1.65410692541685,2.00506494473636,0.0694171951711708,0.00494739807739245
"28","fb_awareness",4,7,1.59102518359653,0.0652936351531811,"[1.17, 2.01]",1.16689605103233,2.01230762312342,0.159936089576744,0.0117705429418644
"29","fb_awareness",5,12,1.54709456324488,0.0226893089709615,"[1.37, 1.72]",1.37399987793445,1.71998625745353,0.0752519246091242,0.00501505281552851
"30","fb_awareness",7,13,1.55168144625574,0.0306445936636855,"[1.31, 1.79]",1.31101752982553,1.79249443781109,0.106155986405613,0.00700796849289686
