"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","facebook_cost","google_ads_cost","bing_ads_cost","tiktok_cost","influencer_cost","tiktok_influencer_cost","tatari_cost","mntn_cost","dm_cost","sms_cost","cj_cost","fig_cost","linkby_cost","cluster","top_sol"
"1","1_100_13",0,0.0288134958919116,0.265363180649986,0.596731852769442,0.0495507260719453,0.356366994228759,0.75124408084991,0.296265973326187,0.209569964023847,0.631554053851283,0,0,0.597208151921803,0,0.470699469949836,0.0145646262205456,0,0,2,FALSE
"2","1_100_14",0,0.0257372538043019,0.26177776459801,0.646481621691456,0.0497558040049823,0.446674000557632,0.775505735736881,0.339837788402144,0.260194050800241,0.706349478195121,0,0.00143271390267654,0.822660564791073,0,0.662161332720315,0.038731975605282,0,0,2,FALSE
"3","1_100_3",0,0.0817641037065445,0.213760219132806,0.612583125825719,0.0456912490727723,0.626003789370139,0.618861886179276,0.197010706807983,0.092427677464018,1,0,0.186036093562533,0.344677688702972,0,0,0.0817913274367868,0,0,12,FALSE
"4","1_100_7",0,0.0658903511213675,0.219571840933607,0.593668884469923,0.0448182936603129,0.181452899331623,0.579452574282678,0.144579446818666,0,0.597258268354213,0,1,0.895121482265129,0,0,0.163567012202803,0,0,8,TRUE
"5","1_101_15",0,0.0440606438107688,0.231840814134838,0.69999670782546,0.0467073544215634,0.435282473673364,0.711911458123493,0.232654416751689,0.316854038436398,0.621026781010566,0,0.0369330246706759,0.445579772491036,0,0,0.270344453603881,0,0,9,FALSE
"6","1_101_6",0,0.0348459560548712,0.236793315447279,0.610318865092322,0.0468299357746187,0.362786681282378,0.774998033707863,0.189838145304394,0.312363996741622,0.579988564363716,0,0.104129667057942,0.684710592143,0,0,0.00615792688302647,0,0,12,TRUE
"7","1_102_14",0,0.0251635248100403,0.251579384949007,0.647549326972515,0.0488842254496233,0.451973709934411,0.739165713947508,0.303906099995348,0.315585498146811,0.645512690438684,0,0.0226680913387927,0.849754069190617,0,0.462006134294756,0.0779471243224019,0,0,2,FALSE
"8","1_102_17",0,0.0582789331538022,0.232393644718125,0.671395237949323,0.0464307398994178,0.375634630917003,0.574587632653053,0.418604565721154,0.39458896976177,0.827938511102116,0,0,0.913107499717878,0,0,0,0,0,12,FALSE
"9","1_102_9",0,0.0759980841815455,0.216362846723791,0.613406169576445,0.0452352916772083,0.342931182480067,0.727876662192834,0.136465900110549,0.0226261437199089,0.410393512224058,0,0.375996297588031,0.28701090562529,0.491964492208153,0,0.549296338661777,0,0,9,FALSE
"10","1_103_13",0,0.0544006067678677,0.232723511177241,0.628486678925531,0.0465681777947846,0.321960566344386,0.569465124538285,0.226414175326544,0.334569290558241,0.669150033997864,0,0.00687220824073823,0.46387275790321,0,0,0.316952975289573,0,0,9,FALSE
"11","1_105_12",0,0.0614436748327999,0.221188737922704,0.625389414126457,0.0459157317106921,0.157774085890201,0.635039356392467,0.14371219213436,0.11636080070875,0.57810644371863,0,0.302341584929931,0.25482034191096,0,0,0.474237867746735,0,0,9,FALSE
"12","1_105_14",0,0.0711879153279697,0.219138643602099,0.590147607339296,0.0448671632207609,0.438281867880418,0.563378091396168,0.0972002448966719,0.276142757216881,0.626817038615359,0,0.200018293971134,0.188414855135286,0,0,0.0894132164398215,0,0,9,FALSE
"13","1_105_2",0,0.0570938974402459,0.233410200247299,0.63463368515779,0.0467046582521287,0.223829142277646,0.814736128407044,0.206553796743833,0.389747104403475,0.776129576970062,0,0,0.764395294865899,0,0,0.0136138617550165,0,0,12,FALSE
"14","1_105_6",0,0.0681358055539294,0.224554873088009,0.61213431253437,0.0463409898861527,0.534821268005071,0.654040751262221,0.218129863271978,0.229947922439181,0.658315307262672,0,0,0.621101218804428,0,0,0.0387495620510093,0,0,12,FALSE
"15","1_106_13",0,0.0456602343168767,0.217108041824732,0.602553617424789,0.0452784995790002,0.258038424406921,0.64717125413287,0.105668117746972,0.186107016718012,0.668528102014393,0,0.232015775360816,0.393103213583368,0,0,0.176722415311097,0,0,9,TRUE
"16","1_106_16",0,0.0480488137383,0.225628146399296,0.630399511349256,0.0475481396371166,0.32514894721793,0.668216873947595,0.25907081930325,0.143602817629558,0.754063904813684,0,0.0502624757383082,0.645830604644371,0,0,0.0376491637435632,0,0,12,FALSE
"17","1_106_2",0,0.0706356649213531,0.220808622544064,0.64201262429857,0.0454933817681912,0,0.522256157961383,0.111183202184084,0.162113678521005,0.308956225020503,0,0.718089288612529,0.581371557015271,0,0,0.507414947884365,0,0,8,FALSE
"18","1_106_5",0,0.0593799592181941,0.233025620236435,0.592778213537194,0.0471954605139308,0.73474827776291,0.763546785019014,0.231894772345806,0.215796289952161,0.825884537175909,0,0.031506861767708,0.49008757684143,0,0,0.121956325358365,0,0,12,FALSE
"19","1_73_7",0,0.0260096110111064,0.274536851578906,0.651960077265501,0.0493227972205763,0.295838191654777,0.677215256998164,0.259055447210154,0.395300546735252,0.573248354315634,0,0,0.847214184719908,0,0.528095972877052,0.065863248917123,0,0,2,FALSE
"20","1_78_2",0,0.0258983455265387,0.27303407171481,0.661989004369879,0.0494396555294533,0.32768266224662,0.720104389373655,0.260884049581803,0.39092461599965,0.627848863404863,0,0,0.88188647727612,0,0.531193743697874,0.0665358072218123,0,0,2,FALSE
"21","1_80_14",0,0.0501905104668943,0.234042961659178,0.600033247911132,0.0470386941127615,0.350841534965669,0.839987052597683,0.306499041926576,0.210424825858236,0.84472973570541,0,0.0254207006916292,0.482303185548399,0,0,0.0763943650334987,0,0,12,FALSE
"22","1_81_5",0,0.0241915407004301,0.276499570868152,0.643168628073166,0.0502030520293694,0.337883565105294,0.739780809201005,0.244448844212381,0.347143860137962,0.651395171999174,0,0,0.871269238645899,0,0.707058820694272,0.0659584606458456,0,0,2,FALSE
"23","1_82_16",0,0.0252463045224907,0.277518815996083,0.652541500846452,0.0501367591076792,0.327553144000808,0.733214764414746,0.242723034193533,0.367387274935321,0.646284479887714,0,0,0.89498853723766,0,0.689753145358352,0.0659857388057186,0,0,2,FALSE
"24","1_87_19",0,0.0580755353935962,0.232415366014037,0.650541255758765,0.0466922300384777,0.380705136204402,0.73389819228462,0.343100892309333,0.304889229259065,0.952708019833277,0,0.0816316599658143,0.72404902425952,0,0,0.219490207904849,0,0,12,FALSE
"25","1_88_1",0,0.02645257802111,0.266221647625915,0.595363179921638,0.0495961123451304,0.354163058000975,0.743290282667726,0.290494331432245,0.20407434030931,0.630583378127878,0,0,0.602294131701917,0,0.784682615271069,0.031758985031315,0,0,2,TRUE
"26","1_88_18",0,0.022887550682646,0.281839498827777,0.65473517286597,0.0510889567144168,0.467432931295324,0.753809548214125,0.293627755559187,0.304067956718034,0.62117407475627,0,0,1,0,1,0.0242739846405623,0,0,2,FALSE
